idx,farm_id,village_id,village_name,area_ha,erode_m,cx,cy,core_px,cov_frac_T1,g0_lin_T1,g0_db_T1,cov_T1,enl_T1,npx_T1,cov_frac_T2,g0_lin_T2,g0_db_T2,cov_T2,enl_T2,npx_T2,cov_frac_T3,g0_lin_T3,g0_db_T3,cov_T3,enl_T3,npx_T3,cov_frac_T4,g0_lin_T4,g0_db_T4,cov_T4,enl_T4,npx_T4,n_valid_dates,data_quality,core_px_low,impute_donor_dist_m,g0_db_filled_T1,g0_db_filled_T2,g0_db_filled_T3,g0_db_filled_T4,slope_early,slope_late,slope_emerge,curvature,dynamic_range,peak_idx,mean_db,auc,flood_depth
236,236,22,Sokhda,0.9385149634882342,4.0,312178.2386145404,2480933.601550539,7868,1.0,0.009878563298448422,-20.053062129960146,0.9851207525003893,1.0304360971286628,7868,1.0,0.016654168621294888,-17.784770424802208,0.9232744785082874,1.1731089236260546,7868,1.0,0.008057056960593056,-20.93823566034019,1.1476297129557682,0.7592703350391128,7868,1.0,0.0152522241947372,-18.16666819591546,0.9271270773566263,1.1633796686856726,7868,4,measured,False,,-20.053062129960146,-17.784770424802208,-20.93823566034019,-18.16666819591546,-0.012828601889565854,0.046192791073745514,0.17448397731984144,3.6567409948047747,3.1534652355379826,1,-19.2356841027545,-19.405714710679163,0.8851735303800439
237,237,22,Sokhda,0.5468197505451972,4.0,312170.3275763765,2481009.4827805636,4280,1.0,0.011010948467596322,-19.581752699018192,1.1426299822020822,0.7659294505523542,4280,1.0,0.026594013097748212,-15.752161216868792,0.9296932053689743,1.1569662388939983,4280,1.0,0.009308191068163562,-20.311347105811137,1.1229318889042446,0.7930364880016694,4280,1.0,0.00982895896874363,-20.074924779025594,1.053639781092596,0.9007736659706835,4280,4,measured,False,,-19.581752699018192,-15.752161216868792,-20.311347105811137,-20.074924779025594,-0.010573831982506445,0.003940372113092394,0.2945839601653385,0.9660167335784884,4.559185888942345,1,-18.930046450180928,-19.000285504134926,0.7295944067929447
238,238,22,Sokhda,0.22419868518933653,2.907696195753492,312118.2615714676,2481123.5869052,1717,1.0,0.012059831565023122,-19.186587577756228,0.9862336169658247,1.0281119242161008,1717,1.0,0.018982978052227845,-17.216356543853607,0.9698182443346406,1.0632106061280775,1717,1.0,0.010693215059903439,-19.708916986407683,0.9716419930986289,1.059223110142915,1717,1.0,0.0166481002677811,-17.786353171301087,0.9806149616046959,1.0399272768041146,1717,4,measured,False,,-19.186587577756228,-17.216356543853607,-19.708916986407683,-17.786353171301087,-0.007569991429731231,0.0320427302517766,0.1515562333771247,2.4448932237580507,2.492560442554076,1,-18.474553569829652,-18.568875196659253,0.5223294086514549
239,239,22,Sokhda,0.6230334578872425,4.0,311175.9123638653,2481205.3422587505,4996,1.0,0.008061937649189851,-20.935605649918863,1.0035504824472905,0.9929366746449497,4996,1.0,0.014588482778132067,-18.35989872969346,0.9440370676186524,1.1220750497510787,4996,1.0,0.007021399038382483,-21.535763445492858,1.0043152805789348,0.9914249840759327,4996,1.0,0.011931564384850718,-19.23302610883982,0.9275226097809963,1.1623876577914294,4996,4,measured,False,,-20.935605649918863,-18.35989872969346,-21.535763445492858,-19.23302610883982,-0.008697939066289788,0.038378955610883975,0.19813130155580028,2.9028951322270338,3.175864715799399,1,-20.016073483486252,-20.120643457385096,0.6001577955739954
240,240,22,Sokhda,0.6477455709134112,4.0,311185.281954706,2481141.239660517,5217,1.0,0.008607973059798962,-20.650991008783087,1.0905373325100374,0.8408507679111941,5217,1.0,0.016071856364014637,-17.93933957581024,0.9435426282759857,1.1232513472436219,5217,1.0,0.012314040320011576,-19.095994287265196,1.0573737772919747,0.8944229380962953,5217,1.0,0.012027246128735517,-19.198338014221058,1.0368495746153852,0.9301832018573009,5217,4,measured,False,,-20.650991008783087,-17.93933957581024,-19.095994287265196,-19.198338014221058,0.02253618436982452,-0.0017057287825977005,0.20858857176714204,-1.6573404484737537,2.7116514329728467,1,-19.221165721519895,-18.88880981403532,-1.5549967215178917
241,241,22,Sokhda,1.2201418833930744,4.0,311082.7183245855,2481080.3151626214,10397,1.0,0.008052132558453023,-20.94089084139716,1.0376330651638241,0.9287790164548604,10397,1.0,0.018017743745079737,-17.442995940679044,0.9688429537816515,1.0653522559712498,10397,1.0,0.007450748973458642,-21.278000683670385,1.0733916171816158,0.8679278045419228,10397,1.0,0.009930449467522395,-20.03031094218904,0.9853361102804639,1.0299857164368877,10397,4,measured,False,,-20.94089084139716,-17.442995940679044,-21.278000683670385,-20.03031094218904,-0.004885649888017757,0.020794829024689085,0.26906883851677815,1.5847995837545703,3.835004742991341,1,-19.923049601983905,-19.94521332047335,0.33710984227322527
242,242,22,Sokhda,0.2829378630774561,3.260181168065873,311037.14925358864,2480844.403059781,2160,1.0,0.012071683174176711,-19.182321713034067,1.0398828221364367,0.9247645896221469,2160,1.0,0.014886158637941831,-18.272173571555367,0.9621806232274586,1.0801567568295478,2160,1.0,0.007098714536681217,-21.488202879245616,1.041213128932252,0.9224030467492083,2160,1.0,0.00883093446641565,-20.53993338083252,1.0300537518092927,0.9424975357945221,2160,4,measured,False,,-19.182321713034067,-18.272173571555367,-21.488202879245616,-20.53993338083252,-0.03341856762625433,0.01580449164021829,0.07001139549836156,3.254150664624646,3.216029307690249,1,-19.870657886166892,-20.29138641685739,2.305881166211549
243,243,22,Sokhda,0.31091613812935537,3.2189055902681605,311040.41732550383,2480896.2582985735,2375,1.0,0.008940222220647755,-20.486516861255986,1.025205048882273,0.9514336938918976,2375,1.0,0.015669699750307603,-18.04939325039634,0.890255737354737,1.261741644896311,2375,1.0,0.007906672404536757,-21.020062548599316,1.1355052098144813,0.7755713143907741,2375,1.0,0.006724514667908998,-21.72339054768691,1.0341077693601728,0.9351222657973313,2375,4,measured,False,,-20.486516861255986,-18.04939325039634,-21.020062548599316,-21.72339054768691,-0.007732546193381607,-0.011722133318126578,0.1874710469892036,-0.16978231174426384,3.6739972972905726,1,-20.31984080198464,-20.36226179059074,0.5335456873433309
244,244,22,Sokhda,0.8506963185503671,4.0,310974.4283541235,2481138.2301303525,6881,1.0,0.009363297654675412,-20.285711703853444,1.0448210640594011,0.9160436337173035,6881,1.0,0.013841073958781631,-18.588302107262887,0.9788687214799402,1.0436409157819524,6881,1.0,0.008806982651685606,-20.5517285914499,1.048061101033675,0.9103885674373029,6881,1.0,0.012273538983758292,-19.110301936290828,0.9564337931930832,1.0931762182217144,6881,4,measured,False,,-20.285711703853444,-18.588302107262887,-20.5517285914499,-19.110301936290828,-0.0038553172115428588,0.02402377758598456,0.13056996896850437,1.7074435427555308,1.9634264841870142,1,-19.634011084714263,-19.678006706732063,0.26601688759645725
245,245,22,Sokhda,0.360636167457141,3.574603342551551,310861.0866297472,2481131.9876002367,2751,1.0,0.007653635824094105,-21.16132206254333,1.0242916419307007,0.9531313229618807,2751,1.0,0.022505540789121856,-16.47710546870816,0.8901593362658256,1.262014943955844,2751,1.0,0.006610398981249877,-21.797723271821443,1.1285572590249426,0.7851503035093662,2751,1.0,0.007188773955464062,-21.433451721734194,0.9880332814136467,1.024370002910768,2751,4,measured,False,,-21.16132206254333,-16.47710546870816,-21.797723271821443,-21.433451721734194,-0.009223205931566846,0.006071192501454151,0.3603243533719362,1.0006727593653615,5.320617803113283,1,-20.217400631201784,-20.257986306159943,0.6364012092781124
246,246,22,Sokhda,1.3289544930385426,4.0,311197.1179317498,2481280.210494921,11395,1.0,0.02387102400864902,-16.22128950420693,0.958835042211301,1.0877077042988643,11395,1.0,0.02927132472781676,-15.335576223232284,1.0038941886756605,0.9922568816925998,11395,1.0,0.030161453390837877,-15.20547734937115,1.289579311861378,0.6013175583581084,11395,1.0,0.036082529573234635,-14.42703023757912,2.0517460452819343,0.23754877217094664,11395,4,measured,False,,-16.22128950420693,-15.335576223232284,-15.20547734937115,-14.42703023757912,0.01472191528747505,0.012974118529867192,0.06813179084420348,-0.23736504304374684,1.7942592666278099,3,-15.297343328597371,-15.110421355579527,-1.0158121548357784
247,247,22,Sokhda,0.3614106724610785,3.446367264220189,310774.67289514205,2481081.0947557976,2762,1.0,0.010926148713766402,-19.6153289268025,1.0036588799374893,0.9927222072928151,2762,1.0,0.02425755706079264,-16.151529383597637,0.8707081071604063,1.3190304566942816,2762,1.0,0.010232738838513453,-19.900081098600268,1.1281680801636895,0.7856920961923539,2762,1.0,0.013885001333383815,-18.574540742081993,1.0514414540630792,0.9045442328633505,2762,4,measured,False,,-19.6153289268025,-16.151529383597637,-19.900081098600268,-18.574540742081993,-0.0041268430695328455,0.022092339275304577,0.26644611870806645,1.610292528316041,3.7485517150026304,1,-18.5603700377706,-18.574948277051238,0.28475217179776635
248,248,22,Sokhda,0.5567778905524028,4.0,310775.05552744685,2481031.7040522564,4409,1.0,0.02398274831264767,-16.201010502352688,1.0083940136526839,0.9834210099144572,4409,1.0,0.02655894472530269,-15.757891849170736,0.9642515005671144,1.0755221358050084,4409,1.0,0.032204934985743554,-14.920775732465057,0.9619719553358899,1.0806254159783697,4409,1.0,0.023364432679501508,-16.314447597778322,1.0474680761293698,0.9114196936988439,4409,4,measured,False,,-16.201010502352688,-15.757891849170736,-14.920775732465057,-16.314447597778322,0.01855412709982074,-0.023227864421887765,0.034086050244765485,-2.673906635200897,1.3936718653132658,2,-15.798531420441702,-15.533273313782992,-1.280234769887631
249,249,22,Sokhda,0.32927255394468086,3.4033945322100414,310857.2631171172,2481087.9788985057,2517,1.0,0.00893269557407752,-20.49017466498279,1.0313616582167104,0.94010862218352,2517,1.0,0.017898991801119132,-17.47171430893959,0.9244174202070675,1.170209873471872,2517,1.0,0.007696366756598347,-21.137142449500132,1.058210224621014,0.8930095289592994,2517,1.0,0.010307397286316338,-19.868509842693435,1.0385016757567436,0.9272259907327928,2517,4,measured,False,,-20.49017466498279,-17.47171430893959,-21.137142449500132,-19.868509842693435,-0.009376344703149908,0.021143876780111627,0.2321892581571692,1.9156003913240411,3.665428140560543,1,-19.741885316528986,-19.82922353746213,0.6469677845173436
250,250,22,Sokhda,0.5114545146023854,3.9950251090623636,310955.7257587332,2481088.833680361,3906,1.0,0.008861556397296199,-20.52489994208311,0.9719236254872677,1.0586093411054776,3906,1.0,0.019209410009124534,-17.164859736972037,0.8937830607224959,1.2518023455891387,3906,1.0,0.009999534208293909,-20.000202295479088,0.9611062326293718,1.0825730535377383,3906,1.0,0.014987295172404437,-18.24276739246046,0.9133441469032821,1.1987568450147141,3906,4,measured,False,,-20.52489994208311,-17.164859736972037,-20.000202295479088,-18.24276739246046,0.007604313718898864,0.029290581716977116,0.2584646311623902,1.2327372564146053,3.3600402051110727,1,-18.983182341748673,-18.85964546868741,-0.5246976466040216
251,251,22,Sokhda,0.5215320846717805,4.0,310860.41341075714,2481032.056688002,4116,1.0,0.009753147165688933,-20.10855222645235,0.998769225130894,1.002466101627582,4116,1.0,0.01547458398107929,-18.103810177295077,0.9286167490102052,1.1596501136274375,4116,1.0,0.0067273246419364465,-21.72157613970291,1.011021623557544,0.9783158988021474,4116,1.0,0.010704529806350142,-19.704324042212257,0.9738035839824544,1.0545259291299016,4116,4,measured,False,,-20.10855222645235,-18.103810177295077,-21.72157613970291,-19.704324042212257,-0.023377158163051616,0.03362086829151091,0.15421092685825172,3.630276010741216,3.6177659624078338,1,-19.90956564641565,-20.20362928649424,1.6130239132505615
252,252,22,Sokhda,1.057311081661089,4.0,310964.7993143161,2481024.4779936015,8941,1.0,0.00996838042588987,-20.01375396275586,0.9978002279919663,1.0044141037028784,8941,1.0,0.016156886573008723,-17.916423239099867,0.9348471156456881,1.1442444514667225,8941,1.0,0.006778424535979806,-21.68871234575127,1.0327946158525625,0.937501712229067,8941,1.0,0.011121238879923646,-19.538468306725456,0.9686302577214957,1.0658201767371172,8941,4,measured,False,,-20.01375396275586,-17.916423239099867,-21.68871234575127,-19.538468306725456,-0.024274759173846517,0.03583740065043024,0.16133313258892257,3.825202422021224,3.772289106651403,1,-19.78933946358311,-20.09539044776896,1.6749583829954098
253,253,22,Sokhda,0.7286031622940209,4.0,310810.6327266844,2480942.229077024,5971,1.0,0.022416125799652617,-16.494394447839586,0.9233565302488808,1.1729004421799838,5971,1.0,0.030787673687252805,-15.116231250934755,1.002663691001334,0.9946938283992829,5971,1.0,0.036056653126767355,-14.430145880971068,0.9348305396936135,1.1442850301781355,5971,1.0,0.04202716064522538,-13.764699499366165,0.9058266521842355,1.2187364785573365,5971,4,measured,False,,-16.494394447839586,-15.116231250934755,-14.430145880971068,-13.764699499366165,0.02991664589664518,0.01109077302674839,0.10601255360806391,-1.398802185263614,2.729694948473421,3,-14.951367769777894,-14.562891380972971,-2.0642485668685175
254,254,22,Sokhda,2.1852211968278743,4.0,310693.1978100512,2480929.3640720895,19506,1.0,0.00786118148871764,-21.045121771832918,1.0154750096686236,0.9697538663797367,19506,1.0,0.017941833536579858,-17.46133177003767,0.9253910757673253,1.1677486827894379,19506,1.0,0.00613359428291804,-22.122849545545975,1.0594883838088545,0.8908561880481832,19506,1.0,0.012932590847498359,-18.88314462122154,0.9972121415559222,1.0055991203259824,19506,4,measured,False,,-21.045121771832918,-17.46133177003767,-22.122849545545975,-18.88314462122154,-0.015619243097290689,0.05399508207207392,0.27567615398424977,4.317432698037493,4.661517775508305,1,-19.878111927159523,-20.06844069660098,1.0777277737130575
255,255,22,Sokhda,0.3891005307637155,3.8567385945567407,310881.85985540046,2480912.5973463915,2976,1.0,0.006861429210158515,-21.635854129468512,1.0068249713678004,0.9864885370922987,2976,1.0,0.012553843195209333,-19.012233002416743,0.9491643345999035,1.1099851741223987,2976,1.0,0.007020318245449572,-21.536431999628057,0.9850082046794733,1.0306715874776307,2976,1.0,0.006269047669607233,-22.02798427789265,1.141511722032409,0.7674308419298483,2976,4,measured,False,,-21.635854129468512,-19.012233002416743,-21.536431999628057,-22.02798427789265,0.001440900432470368,-0.008192537971076537,0.20181700977321307,-0.5909744081050476,3.015751275475907,1,-21.053125852351492,-20.980679649148293,-0.0994221298404554
256,256,22,Sokhda,0.3326938893618295,3.5165278893438177,310885.9242855832,2480962.516119495,2544,1.0,0.01640401456046984,-17.850498538975437,0.9528968300115069,1.1013065840624974,2544,1.0,0.01991361344749082,-17.008499274202194,0.969965793538414,1.062887163904435,2544,1.0,0.008397461285672968,-20.758519896842568,1.0627647326938823,0.8853718949785085,2544,1.0,0.00969359616849831,-20.135150767780956,1.0587544777978342,0.8920916611003692,2544,4,measured,False,,-17.850498538975437,-17.008499274202194,-20.758519896842568,-20.135150767780956,-0.04214523707053813,0.010389485484360191,0.06476917421332637,3.5313904869287427,3.750020622640374,1,-18.938167119450288,-19.464109631888483,2.9080213578671312
257,257,22,Sokhda,0.2645702222466469,3.1736280379959276,310791.36169062083,2480867.9493822223,2027,1.0,0.010441605888708719,-19.812327029649108,1.0596141115774567,0.8906447927591123,2027,1.0,0.016740407347491156,-17.76233978444597,1.0286632487824543,0.9450473137664409,2027,1.0,0.00940070898062304,-20.26839391638465,1.125709962945712,0.7891271406826772,2027,1.0,0.011315577285981258,-19.463232847741445,1.0025518423270692,0.9949157847856646,2027,4,measured,False,,-19.812327029649108,-17.76233978444597,-20.26839391638465,-19.463232847741445,-0.006609665025152779,0.013419351144053415,0.15769132655408752,1.2612279553787467,2.5060541319386793,1,-19.326573394555297,-19.38794326231518,0.45606688673554174
258,258,22,Sokhda,0.6946125446865336,4.0,310865.78461328254,2480852.5548811844,5639,1.0,0.01234017326356635,-19.08678742500304,1.0356439956255152,0.9323500893944201,5639,1.0,0.01493250774497503,-18.25867251327313,0.9677206408190309,1.0678247711333322,5639,1.0,0.007734587619490606,-21.115628363736544,1.1146108019110663,0.804921457383571,5639,1.0,0.009573877792462644,-20.18912120451089,1.2053851865831868,0.6882532963137802,5639,4,measured,False,,-19.08678742500304,-18.25867251327313,-21.115628363736544,-20.18912120451089,-0.029403491865702982,0.015441785987094232,0.06370114705614682,2.9553480979591598,2.8569558504634145,1,-19.6625523766309,-20.03386357521309,2.028840938733506
259,259,22,Sokhda,0.7847632123790681,4.0,310674.30999117397,2481038.2960279915,6292,1.0,0.00910331808885188,-20.408002818519595,1.0006469963243771,0.9987072620815106,6292,1.0,0.024325875989005517,-16.139315115800077,0.8837753042416188,1.2803133578007324,6292,1.0,0.006621085138143519,-21.790708276468198,1.0414999419157385,0.9218950856218149,6292,1.0,0.009082112637713816,-20.418131162167942,1.0222718382380338,0.9569014356397055,6292,4,measured,False,,-20.408002818519595,-16.139315115800077,-21.790708276468198,-20.418131162167942,-0.020039209535487,0.022876285238337603,0.328360592516886,2.755282572248859,5.651393160668121,1,-19.689039343238953,-19.89041399004398,1.3827054579486031
260,260,22,Sokhda,1.8687723631177098,4.0,310463.6204963748,2480911.0120902024,16274,1.0,0.008514368450127725,-20.698475601261105,1.0332571599749631,0.9366625429233144,16274,1.0,0.015238680840489818,-18.170526267295184,0.9276597367712279,1.162044034081602,16274,1.0,0.006531388056224942,-21.849945122780557,1.0637707097827411,0.8836981457470107,16274,1.0,0.011104683737439103,-19.54493805691905,1.0042165012971227,0.9916200357690703,16274,4,measured,False,,-20.698475601261105,-18.170526267295184,-21.849945122780557,-19.54493805691905,-0.01668796407999206,0.03841678443102511,0.19445764107430163,3.4564765873809584,3.6794188554853733,1,-20.065971262063975,-20.27184656169554,1.1514695215194521
261,261,22,Sokhda,0.8134373561375774,4.0,310313.73204059264,2480861.2160319826,6672,1.0,0.0068382597343189366,-21.650544076284547,1.0386783286053023,0.9269106222897588,6672,1.0,0.009735689084100791,-20.11633304048273,0.9536088585834606,1.0996625787802496,6672,1.0,0.00827263062035481,-20.823563668394343,0.969157959790192,1.0646598243205423,6672,1.0,0.01295438556041209,-18.87583181215464,0.9569532667209192,1.091989698475903,6672,4,measured,False,,-21.650544076284547,-20.11633304048273,-20.823563668394343,-18.87583181215464,0.011985223302756582,0.03246219760399504,0.11801623352321673,1.1207514483494982,2.7747122641299065,3,-20.366568149329066,-20.223129252124146,-0.8269804078902041
262,262,22,Sokhda,1.2893564361958212,4.0,310330.6478644602,2480778.0417457805,11010,1.0,0.007424436004529229,-21.29336531832157,1.0524026266412936,0.9028927240911946,11010,1.0,0.015304605042131828,-18.151778735306113,0.9690252146719612,1.0649515361816648,11010,1.0,0.0077255255510477435,-21.120719667696207,1.0035904891986267,0.9928575121194216,11010,1.0,0.010008317793882641,-19.99638912953088,0.9905915553039185,1.019085816810237,11010,4,measured,False,,-21.29336531832157,-18.151778735306113,-21.120719667696207,-19.99638912953088,0.002502110878628444,0.018738842302755465,0.24166050638580436,0.9516848875399653,3.1415865830154566,1,-20.140563212713694,-20.073927562398897,-0.17264565062536263
263,263,22,Sokhda,0.8282630285468942,4.0,310291.54830864514,2480702.3507062052,6851,1.0,0.008024348167521093,-20.955902360254267,1.0473769202911478,0.9115783468826693,6851,1.0,0.013004710096451787,-18.858993247379736,0.9508505538751901,1.106051814058973,6851,1.0,0.012494481205075628,-19.032817719065168,0.9674642797921478,1.068390755697038,6851,1.0,0.006516282987990707,-21.860000634896597,1.0957266515649846,0.832905154180594,6851,4,measured,False,,-20.955902360254267,-18.858993247379736,-19.032817719065168,-21.860000634896597,0.027870791901291294,-0.04711971526385715,0.16130070099034854,-4.750267557020528,3.001007387516861,1,-20.17692849039894,-19.740713791697146,-1.9230846411890994
264,264,22,Sokhda,0.615841978383204,4.0,310203.52632521297,2480767.1805298566,4869,1.0,0.00992941078667718,-20.030765218658434,1.0211179759919817,0.9590652527499786,4869,1.0,0.013127729235646318,-18.818103893496446,1.0155165661854066,0.9696745003317476,4869,1.0,0.0071574599962065544,-21.45241070616919,1.1658029098339266,0.7357829672100358,4869,1.0,0.011708807303635585,-19.314873412923145,0.9827972202490469,1.035314177171367,4869,4,measured,False,,-20.030765218658434,-18.818103893496446,-21.45241070616919,-19.314873412923145,-0.020603557790010944,0.03562562155410074,0.09328164039707605,3.5591827807567995,2.634306812672744,1,-19.904038307811803,-20.179151795290036,1.4216454875107551
265,265,22,Sokhda,0.21617113782824018,2.8506391697304423,310197.74705610337,2480679.663677398,1653,1.0,0.012675958950779628,-18.970191758779787,0.9540434710691785,1.0986609090619035,1653,1.0,0.01809369081040392,-17.42472835290612,0.9030684703627347,1.2261924584938027,1653,1.0,0.008835017988342865,-20.537925619206476,1.168872415132458,0.7319236507517864,1653,1.0,0.01240310516446611,-19.064695739530137,1.019529909906193,0.9620553468709515,1653,4,measured,False,,-18.970191758779787,-17.42472835290612,-20.537925619206476,-19.064695739530137,-0.022720780585894038,0.02455383132793898,0.11888180045182067,3.0409637401030274,3.1131972663003573,1,-18.99938536760563,-19.28372040858302,1.5677338604266886
266,266,22,Sokhda,0.6077356130878907,4.0,310139.8490507879,2480762.975743656,4755,1.0,0.00754563703302886,-21.22304089453597,1.074610113490295,0.8659606404006768,4755,1.0,0.015564126070388007,-18.078752600417662,0.9227156688008041,1.1745302567196694,4755,1.0,0.007925410393780535,-21.009782398812376,1.027989596778603,0.9462863177693677,4755,1.0,0.008491318501253984,-20.710248688420695,1.1027757364032678,0.822291111622789,4755,4,measured,False,,-21.22304089453597,-18.078752600417662,-21.009782398812376,-20.710248688420695,0.0030907028365738183,0.004992228506528029,0.24186833031679292,0.0862752146680883,3.144288294118308,1,-20.255456145546674,-20.16698891715218,-0.21325849572359346
267,267,22,Sokhda,2.1551723531174822,4.0,310679.2336074091,2480731.2253202614,19129,1.0,0.00960143028713232,-20.17664067008296,1.0541701142336328,0.89986756939727,19129,1.0,0.01755503744561852,-17.5559823982961,0.9114873851142314,1.2036457178605042,19129,1.0,0.01531269428641465,-18.149483879578412,0.9748288032468213,1.0523090233693178,19129,1.0,0.03707130408462216,-14.309621362042197,0.9327971650709015,1.149279248093109,19129,4,measured,False,,-20.17664067008296,-17.5559823982961,-18.149483879578412,-14.309621362042197,0.029379083920355778,0.06399770862560358,0.20158909782975862,1.8127057270316662,5.8670193080407635,3,-17.547932077499915,-17.199909015298978,-2.0271567905045487
268,268,22,Sokhda,0.6035998364538303,4.0,310600.16858339746,2480786.2191846743,4776,1.0,0.02057451102005045,-16.866704775648955,0.9190983455324274,1.1837937189578975,4776,1.0,0.029273668613089984,-15.33522847823042,0.9410156778824398,1.1292920786383034,4776,1.0,0.03253918249695696,-14.875933623248025,0.9437825765807701,1.1226802665699798,4776,1.0,0.0197819462107041,-17.03730983366245,1.0335693461815383,0.9360967967235322,4776,4,measured,False,,-16.866704775648955,-15.33522847823042,-14.875933623248025,-17.03730983366245,0.028851755831897533,-0.03602293684024043,0.11780586903219505,-4.152147362815356,2.161376210414426,2,-16.028794177697463,-15.601724098441293,-1.9907711524009297
269,269,22,Sokhda,0.6948285958537773,4.0,310540.9119536806,2480777.753395908,5604,1.0,0.008549029034385121,-20.680832079565555,0.9800501367403185,1.0411262890184108,5604,1.0,0.0158219605303317,-18.007397032182276,0.9811258254357444,1.0388445962604382,5604,1.0,0.008775011492477365,-20.567523060739635,1.0574731824159715,0.8942547900133861,5604,1.0,0.00976816626522177,-20.101869568176976,0.9992896436831988,1.0014222278869676,5604,4,measured,False,,-20.680832079565555,-18.007397032182276,-20.567523060739635,-20.101869568176976,0.0016421596931292695,0.007760891542710979,0.20564884979871378,0.35234447373673916,2.673435047383279,1,-19.83940543516611,-19.78025605190444,-0.1133090188259196
270,270,22,Sokhda,1.4712140698226168,4.0,310547.9496128937,2480671.964703708,12794,1.0,0.00848986979178379,-20.710989704325414,1.0757028049644852,0.864202260263428,12794,1.0,0.017190198102818424,-17.647191183993264,0.9472069462015175,1.1145774482974475,12794,1.0,0.009200261931840705,-20.36199808096431,1.0837026201738604,0.8514903946098511,12794,1.0,0.008234156313570948,-20.84380892806477,1.1237676946570352,0.7918572799267121,12794,4,measured,False,,-20.710989704325414,-17.647191183993264,-20.36199808096431,-20.84380892806477,0.005057849613929055,-0.0080301807850077,0.23567680925631918,-0.8308024704615669,3.1966177440715065,1,-19.89099697433694,-19.765578957083378,-0.3489916233611048
271,271,22,Sokhda,0.5089799478166737,4.0,311711.6109449454,2480005.075978399,3914,1.0,0.006210395604156445,-22.068807342469444,1.0255357214002152,0.9508202345127,3914,1.0,0.00932280738891356,-20.304532882983132,1.0954658309354897,0.8333018159509603,3914,1.0,0.007605198848741017,-21.188894262155905,0.9861699780409995,1.028244619491747,3914,1.0,0.012308949776708076,-19.097790003292705,0.9326099448837909,1.1497407269233992,3914,4,measured,False,,-22.068807342469444,-20.304532882983132,-21.188894262155905,-19.097790003292705,0.012752363482804915,0.03485173764772001,0.13571341996048558,1.2111911785496616,2.97101733917674,3,-20.6650061227253,-20.51041239916894,-0.8799130803135391
272,272,22,Sokhda,0.9326545888766646,4.0,311887.195559743,2480371.1948072296,7896,1.0,0.011005662235804814,-19.583838198346093,0.9979799135995316,1.0040524481054607,7896,1.0,0.017538360625273086,-17.56011004166781,0.9397709918335286,1.1322854566957221,7896,1.0,0.007702656615754441,-21.13359462544752,1.094308307832168,0.8350656264605643,7896,1.0,0.008997978296707449,-20.45855058695631,0.9849094827064369,1.0308782156681093,7896,4,measured,False,,-19.583838198346093,-17.56011004166781,-21.13359462544752,-20.45855058695631,-0.022460238073933745,0.011250733974853528,0.15567139666756036,2.22480046559264,3.573484583779713,1,-19.684023363104433,-19.942819772181664,1.5497564271014284
273,273,22,Sokhda,1.1231173649212811,4.0,311798.6800434415,2480352.7249391116,9611,1.0,0.009992696981632925,-20.003172819276998,0.9629918936432316,1.0783375720392845,9611,1.0,0.02453666194206267,-16.10184520612652,0.9217634773849499,1.1769581144153114,9611,1.0,0.008548960991290206,-20.680866645898334,1.007611188861511,0.9849496658216207,9611,1.0,0.008420763420158687,-20.74648533900251,0.9774002275266283,1.0467793060604753,9611,4,measured,False,,-20.003172819276998,-16.10184520612652,-20.680866645898334,-20.74648533900251,-0.009821649661178789,-0.0010936448850696224,0.30010212408849835,0.612075133517159,4.644640132875992,1,-19.38309250257609,-19.437357430766234,0.6776938266213364
274,274,22,Sokhda,1.1263660259441588,4.0,311801.01702974015,2480455.0549680586,9567,1.0,0.00899160818389435,-20.46162626072173,0.9939640198953532,1.0121821456988156,9567,1.0,0.02189395887769388,-16.596757019641135,0.9150115560146846,1.1943918796381088,9567,1.0,0.013627102201936947,-18.655964869025603,0.9434415264921526,1.1234921015385224,9567,1.0,0.007516726091806228,-21.239712750810913,0.995717325125016,1.0086206895522958,9567,4,measured,False,,-20.46162626072173,-16.596757019641135,-18.655964869025603,-21.239712750810913,0.026169005676755463,-0.04306246469642184,0.2972976339292765,-4.389409273481437,4.642955731169778,1,-19.238515225049845,-18.797101029458318,-1.8056613916961268
275,275,22,Sokhda,0.3527514697790146,3.020701037824509,310809.83691411366,2480753.038541887,2664,1.0,0.009728887235976598,-20.119368303289118,1.070749165510864,0.8722169271656303,2664,1.0,0.011702851752403973,-19.31708296422934,0.9686508984014444,1.0657747547614613,2664,1.0,0.01014834110201291,-19.936049438712416,1.0178247399884786,0.9652815250460173,2664,1.0,0.010093440669871863,-19.959607654551814,1.0412119372177755,0.9224051582149985,2664,4,measured,False,,-20.119368303289118,-19.31708296422934,-19.936049438712416,-19.959607654551814,0.0026567951387927776,-0.0003926369306566239,0.06171425685075222,-0.2068770804160991,0.8022853390597788,1,-19.83302709019567,-19.785227545109816,-0.18331886457670166
