farm_id,village_id,area_ha,buffer_level,g0_db_20250606,g0_lin_20250606,g0_db_med_20250606,cv_20250606,ktex_20250606,npix_20250606,inc_20250606,cov_20250606,b0_db_20250606,nesz_margin_db_20250606,nesz_frac0_20250606,nesz_frac3_20250606,nesz_frac6_20250606,g0_db_20250619,g0_lin_20250619,g0_db_med_20250619,cv_20250619,ktex_20250619,npix_20250619,inc_20250619,cov_20250619,b0_db_20250619,nesz_margin_db_20250619,nesz_frac0_20250619,nesz_frac3_20250619,nesz_frac6_20250619,g0_db_20250814,g0_lin_20250814,g0_db_med_20250814,cv_20250814,ktex_20250814,npix_20250814,inc_20250814,cov_20250814,b0_db_20250814,nesz_margin_db_20250814,nesz_frac0_20250814,nesz_frac3_20250814,nesz_frac6_20250814,g0_db_20251013,g0_lin_20251013,g0_db_med_20251013,cv_20251013,ktex_20251013,npix_20251013,inc_20251013,cov_20251013,b0_db_20251013,nesz_margin_db_20251013,nesz_frac0_20251013,nesz_frac3_20251013,nesz_frac6_20251013,g0_db_20251029,g0_lin_20251029,g0_db_med_20251029,cv_20251029,ktex_20251029,npix_20251029,inc_20251029,cov_20251029,b0_db_20251029,nesz_margin_db_20251029,nesz_frac0_20251029,nesz_frac3_20251029,nesz_frac6_20251029,g0_db_20251112,g0_lin_20251112,g0_db_med_20251112,cv_20251112,ktex_20251112,npix_20251112,inc_20251112,cov_20251112,b0_db_20251112,nesz_margin_db_20251112,nesz_frac0_20251112,nesz_frac3_20251112,nesz_frac6_20251112,d_aug_jun19,d_oct13_aug,d_oct29_oct13,d_nov_oct13,d_nov_oct29,d_late,jun_baseline_db,ref_20250814,ref_20251013,ref_20251029,ref_20251112,temporal_cv,temporal_range_db,season_integral,senescence_db_per_day,glcm_ent_20250606,glcm_resid_20250606,glcm_ent_20250619,glcm_resid_20250619,glcm_ent_20250814,glcm_resid_20250814,glcm_ent_20251013,glcm_resid_20251013,glcm_ent_20251029,glcm_resid_20251029,glcm_ent_20251112,glcm_resid_20251112,n_dates,qc_flag,crop_type,p_assigned,entropy,yield_sd,p_Rice,p_Cotton,p_Maize,p_Bajra,p_Groundnut,health_sd_pts,dw_mode,health_index,health_alt,health_ensemble_spread,modifier,yield_forecast_t_ha,yield_to_date_t_ha,label_confidence,label_entropy,flag_non_crop,flag_qc,ens_sd_t_ha
625,22,0.1818096702632076,0,-18.04787384012668,0.0156751828658026,-18.32381971910425,0.3668154520550779,0.0,43,35.37547834529433,1.0,-16.56058381119739,9.566848708098384,0.0,0.0,0.0465116279069767,-17.83641225576346,0.0164573071416207,-18.31889141906253,0.3965415072227015,0.0,43,28.91855177768441,1.0,-15.259352000181284,12.503792651050905,0.0,0.0,0.0,-18.694962331423262,0.0135052854162749,-18.92382793746509,0.5083741487205655,0.0669921131321187,43,28.844502382500227,1.0,-16.104639740712972,11.869881541114111,0.0,0.0,0.0232558139534883,-17.843311336041637,0.0164311842797973,-18.35583033260622,0.5077771313451357,0.0761144920813667,43,31.673698735791582,1.0,-15.746027067778844,11.600508727611562,0.0,0.0,0.0,-15.717277413309075,0.0268084841866999,-16.20513863261827,0.539328144931203,0.1229497428652892,43,29.65879258444143,1.0,-13.27175104223328,14.47018293509139,0.0,0.0,0.0,-21.085681381204058,0.007788106143951,-21.253516079842115,0.4280653708338364,0.0170819047251038,43,29.89904527885969,1.0,-18.682397870294512,9.034344049868054,0.0,0.0,0.0930232558139534,-0.858550075659803,0.8516509953816254,2.12603392273256,-3.2423700451624207,-5.368403967894981,-2.390719049780796,-17.942143047945066,-0.7528192834781962,0.0988317119034292,2.2248656346359894,-3.1435383332589915,0.3501200185628982,5.368403967894981,2.5340013475980347,-0.102375898033788,3.219925984146723,0.0258179362657293,2.9479148631895424,-0.0075443459460093,3.114238577421494,0.1010622284458544,3.120203609472768,0.022627000617398,3.1999124978403803,0.0683651955205477,3.168985358778852,-0.039275528160465,6,ok,Cotton,0.6756,0.6395627045365615,0.7850353199428702,0.0287,0.6756,0.1214,0.0474,0.1269,8.506929496815701,6.0,46.15,49.17,3.020000000000003,0.9462,0.6909,0.1935,0.6756,0.6395627045365615,dw_only,ok,0.0125
626,22,0.21123205847329,0,-19.9067012109953,0.0102171525763043,-20.07194333827952,0.4108736128922231,0.018711834429518,49,35.37778208207111,1.0,-18.419784712886944,7.707647806408829,0.0,0.0204081632653061,0.2448979591836734,-17.864051652562704,0.016352902023996,-18.592592600563933,0.498841500180731,0.0544585952836227,49,28.921174613796936,1.0,-15.287498461187171,12.475646190045016,0.0,0.0,0.0,-19.32357426435451,0.0116853728339228,-19.652094111491223,0.4775230211250826,0.04120338749939,49,28.847148428157883,1.0,-16.73372352321465,11.240797758612434,0.0,0.0,0.0,-18.2437334266428,0.0149839618053211,-18.787378257247703,0.4838698409094001,0.0558319983749473,49,31.676237845907405,1.0,-16.146857006119248,11.199678789271156,0.0,0.0,0.0,-16.848367290206156,0.0206615677179426,-17.314006339610415,0.4356538563682218,0.0350183720993364,49,29.6559348203698,1.0,-14.402329350331051,13.339604626993616,0.0,0.0,0.0,-21.201211883772007,0.0075836592610469,-21.44926460568617,0.5190241887302125,0.0911308634209084,49,29.90167380352409,1.0,-18.79840804362931,8.918333876533257,0.0,0.0,0.1224489795918367,-1.4595226117918043,1.079840837711707,1.395366136436646,-2.9574784571292057,-4.352844593565852,-1.8776376194174984,-18.885376431779,-0.4381978325755078,0.6416430051361992,2.0370091415728453,-2.3158354519930064,0.316228868079201,4.352844593565852,2.240737915140035,-0.0941851478112513,3.3080273378889307,0.1040159102586781,3.1801437273195443,0.2118079778208796,3.0766953375430086,0.0532659187657618,3.2431265158902924,0.135726733674474,3.270522128930849,0.1295284795342279,3.215378046511958,-0.0036974698413971,6,ok,Cotton,0.5053,0.808668256230208,0.7497784085592227,0.0448,0.5053,0.1853,0.0704,0.1942,7.582846040851507,4.536189324581102,42.16,43.82,1.6600000000000037,0.9164,0.6691,0.1873,0.5053,0.808668256230208,dw_only,ok,0.0143
627,22,0.3735009143820065,0,-19.535741531615315,0.0111282236887666,-20.144557332180018,0.4651423119224597,0.0601467250439367,103,35.37735544593589,1.0,-18.04875580187992,8.078676717415853,0.0,0.0,0.1844660194174757,-18.02440808077528,0.0157601080961453,-18.376649580742782,0.4405854309288296,0.0082496637901807,103,28.920735016609857,1.0,-15.447734604276356,12.315410046955831,0.0,0.0,0.0,-20.8514997714993,0.0082195874968163,-21.4699155318677,0.6017082200012318,0.1548382434184205,103,28.84671924183669,1.0,-18.26158868601505,9.712932595812031,0.0,0.0,0.058252427184466,-19.21270344868469,0.0119875285670486,-19.42567737083363,0.3940164950435841,0.0,103,31.675805360368155,1.0,-17.115786089421626,10.23074970596878,0.0,0.0,0.0097087378640776,-17.20767802111764,0.0190209497345014,-17.384617432548332,0.4277580671527107,0.0290878931455282,103,29.65590432546671,1.0,-14.761624555434931,12.98030942188974,0.0,0.0,0.0097087378640776,-21.73252703877504,0.0067103828079727,-22.06947951392684,0.393000874707558,0.0,103,29.901256413135712,1.0,-19.32962486455231,8.387117055610254,0.0,0.0097087378640776,0.116504854368932,-2.8270916907240213,1.63879632281461,2.0050254275670483,-2.5198235900903505,-4.524849017657399,-0.8810272672757407,-18.78007480619529,-2.071424965304004,-0.4326286424893943,1.572396785077654,-2.952452232579745,0.346859134771309,4.524849017657399,1.880606269330528,-0.0790400792225157,3.262130460441626,0.0017930750525532,2.9634283490405453,-0.0781433549439327,3.152903206005075,0.0711589501554854,3.131240122868694,-0.0320294393381002,3.1179775542209907,-0.076742657207359,3.30344049509678,0.0228562438493611,6,ok,Groundnut,0.3025,0.9447203140531322,0.6282041717832404,0.2265,0.1404,0.0782,0.2524,0.3025,4.235831165530099,4.0,20.54,21.39,0.8500000000000014,0.7843,1.9717,1.8731,0.3025,0.9447203140531322,,ok,0.0223
628,22,0.2715327049878658,0,-19.530036192009447,0.011142852476367,-19.87429876644257,0.4131007707834427,0.0203112801347586,67,35.36710112842161,1.0,-18.04139182515152,8.086040694144256,0.0,0.0298507462686567,0.1791044776119403,-18.98000579920596,0.0126473465864894,-19.169815737862592,0.3958586868859123,0.0,67,28.90920937950932,1.0,-16.401284870155703,11.361859781076486,0.0,0.0,0.0,-19.389353220892545,0.0115097178625804,-19.935003468866423,0.4733918974015883,0.0378726754920635,67,28.83515184317062,1.0,-16.797375959704553,11.17714532212253,0.0,0.0,0.0,-19.180151863275363,0.012077716012388,-19.730114276498625,0.6445226766819746,0.2109215340411783,67,31.664627957699903,1.0,-17.081283576795112,10.265252218595291,0.0,0.0,0.044776119402985,-18.204804418975144,0.0151188778447737,-18.31423701320878,0.4225609566733513,0.0252435687666106,67,29.667384247281657,1.0,-15.760781446970585,11.981152530354086,0.0,0.0,0.0149253731343283,-22.01889746041093,0.0062821782367832,-22.049854292694988,0.4719526907443416,0.0510345318758602,67,29.889712917270945,1.0,-19.61395323473652,8.102788685426049,0.0,0.0298507462686567,0.208955223880597,-0.4093474216865829,0.2092013576171822,0.975347444300219,-2.8387455971355635,-3.814093041435783,-2.629544239518381,-19.255020995607705,-0.1343322252848402,0.074869132332342,1.050216576632561,-2.763876464803221,0.2310571324745025,3.814093041435783,1.906037258159772,-0.0909423900779322,3.1794950056646214,-0.0482378205530098,3.03005563753566,0.0308769279452416,3.033940179926756,-0.0140482441260729,3.243221661592358,0.1122925978003634,3.264033592816171,0.1004132674890447,3.246991475132923,0.0020118592296758,6,ok,Cotton,0.344,0.8992723111711656,0.7831741131614813,0.0387,0.344,0.2523,0.1324,0.2326,8.613716103683815,4.268331562167907,44.12,43.97,0.1499999999999985,0.931,0.6798,0.1903,0.344,0.8992723111711656,,ok,0.0118
629,22,0.3564377251458184,0,-19.61127845642661,0.0109363437974631,-19.89736315793172,0.4448986847611203,0.0440901071456549,96,35.3652910788854,1.0,-18.12235772373012,8.005074795565655,0.0,0.03125,0.2395833333333333,-18.935123995232995,0.0127787272455558,-18.932235758675432,0.4014505701387467,0.0,96,28.907215575377148,1.0,-16.356041375098364,11.407103276133824,0.0,0.0,0.0,-19.582184597075305,0.0110098535030071,-19.739854184952584,0.4627639839503116,0.0294369313503357,96,28.833122193813324,1.0,-16.989830889400334,10.98469039242675,0.0,0.0104166666666666,0.0104166666666666,-20.63683089548755,0.008636085044903,-20.98031259455557,0.4103706248741907,0.0,96,31.662661731243134,1.0,-18.53765423917567,8.808881556214736,0.0,0.0,0.0833333333333333,-18.605975257583488,0.0137848636344036,-19.007171334830105,0.4223155655689938,0.0250632137452588,96,29.669324457645416,1.0,-16.16231499731327,11.5796189800114,0.0,0.0,0.0104166666666666,-21.910991981727687,0.0064402214617681,-21.9545764638362,0.4550166597779546,0.037539928864746,96,29.88769004742305,1.0,-19.50568415973931,8.211057760423255,0.0104166666666666,0.0104166666666666,0.21875,-0.6470606018423091,-1.0546462984122442,2.030855637904061,-1.274161086240138,-3.305016724144199,-2.3288073846523822,-19.27320122582981,-0.3089833712454961,-1.3636296696577404,0.6672259682463206,-2.6377907558978784,0.2321978230161682,3.305016724144199,1.73054956428435,-0.0384625565967144,3.233532987070408,-0.0214682569621786,2.9833614007143945,-0.0512721628271486,3.0662367826399057,-0.009982911778684,3.11680666546508,-0.0411699722101119,3.260193123396076,0.0705627948744123,3.2885265595383086,0.0137694494015438,6,ok,Maize,0.3515,0.921317642506198,0.6312759338365224,0.0564,0.1703,0.3515,0.2427,0.1791,4.5712901056982185,4.207679059872354,46.5,44.93,1.5700000000000005,0.9598,2.219,2.219,0.3515,0.921317642506198,,ok,0.0469
630,22,0.2108067180698888,0,-19.47247242305233,0.0112915290892124,-19.698023604831462,0.4904411503074239,0.0812171837708461,50,35.37454284667969,1.0,-17.985053903525227,8.142378615770546,0.0,0.02,0.22,-19.152961687348768,0.0121535690082237,-19.49653981357832,0.4551256411957049,0.0192463130108198,50,28.917582778930665,1.0,-16.5757492929176,11.187395358314587,0.0,0.0,0.0,-19.973284649336097,0.0100617039576172,-20.31404030897709,0.4544916076284359,0.023003422975911,50,28.84356143951416,1.0,-17.38281410957391,10.591707172253171,0.0,0.0,0.0,-19.59791838777287,0.010970038739033,-19.795797614423165,0.4940758804293156,0.0643709764552502,50,31.67275039672852,1.0,-17.500475431993245,9.84606036339716,0.0,0.0,0.08,-17.014160670302218,0.0198876712797209,-17.532649883094777,0.6278534088499449,0.2128336260564298,50,29.65880500793457,1.0,-14.568635869879978,13.173298107444692,0.0,0.0,0.04,-22.254064430857497,0.0059510494209825,-22.56727118578815,0.4540385654139449,0.0367756459999137,50,29.89813377380371,1.0,-19.850616971104422,7.86612494905814,0.0,0.0,0.22,-0.8203229619873298,0.3753662615632258,2.583757717470654,-2.6561460430846253,-5.239903760555279,-2.2807797815213995,-19.31271705520055,-0.6605675941355464,-0.2852013325723206,2.298556384898333,-2.941347375656946,0.3547010320143472,5.239903760555279,1.8331057866313487,-0.0826204959029454,3.228675779059424,0.0231326196643992,3.0679572979477223,0.0976299651316527,3.171412793910208,0.1463975576545673,3.284433246205876,0.1755141375532236,3.4492641253899885,0.3068094323653416,3.2226719109013846,0.0019237220041983,6,ok,Cotton,0.2791,0.950085217456743,0.7189760698021458,0.0696,0.2791,0.1958,0.2639,0.1916,7.663372422177088,4.0,40.08,42.02,1.9400000000000048,0.9008,0.6577,0.1842,0.2791,0.950085217456743,,ok,0.0153
631,22,0.7572088323478815,0,-19.4366354336922,0.0113850896994494,-19.854923097597712,0.4501559808957329,0.0481913622753524,241,35.37142138659212,1.0,-17.948706043727775,8.178726475567998,0.0,0.0165975103734439,0.1784232365145228,-18.943394071176265,0.0127544164400609,-19.46149801736324,0.5411138051545137,0.0915772601204363,241,28.91409252689093,1.0,-16.36558060281805,11.39756404841414,0.0,0.0,0.0248962655601659,-19.64643508844217,0.0108481702202529,-20.10190006965452,0.5467415367115119,0.1013154524009227,241,28.840072750550583,1.0,-17.055364218458696,10.919157063368388,0.0,0.0041493775933609,0.0373443983402489,-19.060034918382712,0.0124164232443167,-19.75051065656029,0.516236593540221,0.0835255879895071,241,31.669366702004588,1.0,-16.96203616840487,10.384499626985534,0.0,0.0,0.0373443983402489,-18.20038397942288,0.0151342743354621,-18.5615533037472,0.4265097693259719,0.0281602339564719,241,29.662044984176447,1.0,-15.755433172270353,11.986500805054318,0.0,0.0,0.0,-21.6986704734327,0.006762899796061,-22.07820271539317,0.4709402246153296,0.0502139423395,241,29.89466355351492,1.0,-19.29463440417652,8.422107515986053,0.0,0.0082987551867219,0.1825726141078838,-0.7030410172659067,0.5864001700594592,0.8596509389598346,-2.638635555049987,-3.4982864940098217,-2.052235384990528,-19.19001475243423,-0.4564203360079411,0.1299798340515181,0.9896307730113528,-2.508655720998469,0.2192688187253087,3.4982864940098217,1.889402819891592,-0.0846010817635205,3.34393986937255,0.0191519104288331,3.037233755446117,-0.0881376646771125,3.2428417565714827,0.0943711662643216,3.2480677554207733,0.0208695978013904,3.1866560481848363,-0.0695403968637369,3.3324004187167144,-0.018564761684495,6,ok,Cotton,0.3873,0.9028869218670924,0.7495071364189271,0.0533,0.3873,0.207,0.138,0.2144,3.6179909954869416,4.0,33.61,33.68,0.0700000000000002,0.8526,0.6225,0.1743,0.3873,0.9028869218670924,,ok,0.0092
632,22,0.3033733211523419,0,-19.631970887218404,0.0108843603421275,-19.77609788276532,0.4907908658790176,0.0815162665899345,82,35.379031809364875,1.0,-18.145251516241217,7.982181003054556,0.0,0.0,0.2195121951219512,-19.05557487094904,0.0124291810121886,-19.48659611947558,0.4661470791310343,0.0278196168034954,82,28.92277017453822,1.0,-16.479285890125375,11.283858761106814,0.0,0.0,0.0365853658536585,-20.34079794251344,0.0092452829192596,-20.57767072783026,0.4537595355952962,0.0224396724121918,82,28.84879742599115,1.0,-17.751259278364007,10.223262003463075,0.0,0.0,0.0365853658536585,-20.02047503034119,0.0099529654608198,-20.241961646186063,0.408506788796912,0.0,82,31.67775672819556,1.0,-17.92386830490447,9.422667490485937,0.0,0.0121951219512195,0.0853658536585365,-16.726874144201183,0.0212477322770055,-17.097019122490423,0.4473303669989201,0.0439873345160013,82,29.65251976106225,1.0,-14.280247262914456,13.461686714410211,0.0,0.0,0.0,-21.5104259452706,0.0070624828378374,-21.69038099339693,0.4020485033146803,0.0,82,29.9034070038214,1.0,-19.10789399662536,8.608847923537208,0.0,0.0,0.1341463414634146,-1.285223071564399,0.3203229121722444,3.293600886140005,-1.489950914929409,-4.783551801069415,-1.1696280027571646,-19.34377287908372,-0.9970250634297138,-0.6767021512574694,2.616898734882536,-2.1666530661868784,0.383390163253156,4.783551801069415,1.7821475479925029,-0.0436173361572588,3.215721563038654,-0.0273285470647324,3.082410422351084,0.0633159234844891,3.0379188389889493,-0.0259277248937128,3.0116107986323835,-0.1345114960394267,3.225976932093895,0.0477462026903858,3.2024636551683776,-0.059242649304644,6,ok,Bajra,0.3405,0.9325890803823444,0.6919080410770713,0.0946,0.1268,0.1601,0.3405,0.278,4.92811794641485,4.0,57.66,56.87,0.7899999999999991,1.0734,2.0502,2.0502,0.3405,0.9325890803823444,,ok,0.0171
633,22,0.4459277197697974,0,-19.536218450159808,0.0111270017149518,-19.81222978442043,0.4531077930548929,0.0505152122943524,126,35.386982993474085,1.0,-18.05077756052925,8.076654958766522,0.0,0.0158730158730158,0.1904761904761904,-17.108112074296308,0.0194620593480529,-17.52176533489206,0.4459794583762824,0.0122874695401664,126,28.93172615293473,1.0,-14.533408917601108,13.22973573363108,0.0,0.0,0.0,-21.04980018747808,0.0078527176298112,-21.2636546266866,0.4203607465475941,0.0,126,28.857780214339968,1.0,-18.4618655146382,9.512655767188882,0.0,0.0,0.0714285714285714,-20.428524851756965,0.0090604029921075,-20.657915781306382,0.4352909056974518,0.0176311187925226,126,31.68644770364913,1.0,-18.333413972817752,9.013121822572652,0.0,0.0,0.1031746031746031,-16.013554994414825,0.025040586722926,-16.499451014478744,0.6037467780193351,0.1870061216424992,126,29.643686203729537,1.0,-13.56535419459494,14.17657978272973,0.0,0.0,0.0,-21.66120131898637,0.0068214997586365,-21.87102564515106,0.4881737923100974,0.0644217978372101,126,29.912289468068924,1.0,-19.26025791297857,8.456484007183992,0.0,0.0238095238095238,0.1746031746031746,-3.941688113181769,0.621275335721112,4.41496985734214,-1.2326764672294104,-5.64764632457155,-0.6114011315082983,-18.32216526222805,-2.727634925250019,-2.106359589528907,2.3086102678132328,-3.3390360567583173,0.5072587100857431,5.64764632457155,1.9668787940384984,-0.033585669262877,3.2536691620917395,-0.0219495914346139,2.984370432218277,-0.0770703627841444,2.988136149059036,-0.1094290626806193,3.086439863781424,-0.091987304434427,3.178236523414768,-0.03105983382317,3.2661091453069013,-0.0311625740098446,6,ok,Bajra,0.392,0.8291204604448722,0.5493893000553379,0.2953,0.0319,0.0562,0.392,0.2246,4.227162205040985,5.250303668313224,42.63,46.12,3.489999999999995,0.9567,1.8272,1.8272,0.392,0.8291204604448722,dw_only,ok,0.0329
634,22,0.2654615691753482,0,-19.420101899850376,0.0114285151939839,-19.516698408649383,0.4008352871305922,0.0116100681072481,69,35.3843085800392,1.0,-17.934218558797163,8.19321396049861,0.0,0.0144927536231884,0.144927536231884,-16.81998904697771,0.0207970193216064,-17.253096611949154,0.5235442565289358,0.0757832470355954,69,28.928736368815105,1.0,-14.24473608689132,13.51840856434087,0.0,0.0,0.0289855072463768,-21.18195710316341,0.0076173566437015,-21.70269965816791,0.443775515526043,0.0148419384387572,69,28.854780418285426,1.0,-18.593497784277552,9.381023497549531,0.0,0.0,0.0579710144927536,-20.32459204139745,0.0092798465714398,-20.576823945788018,0.4534581386435575,0.0314445584146609,69,31.68354109059209,1.0,-18.229000453517056,9.11753534187335,0.0,0.0144927536231884,0.1304347826086956,-16.39418361299513,0.0229393780447434,-16.583098794809853,0.4820647199384432,0.0720698344408721,69,29.646508838819425,1.0,-13.946472249507352,13.79546172781732,0.0,0.0,0.0,-21.44129270111202,0.0071758066769689,-21.688719163113667,0.4815791107421994,0.0589246423988865,69,29.90932917940444,1.0,-19.039799056259312,8.676942863903253,0.0,0.0144927536231884,0.1594202898550724,-4.361968056185695,0.8573650617659538,3.9304084284023233,-1.1167006597145672,-5.0471090881168905,-0.2593355979486134,-18.120045473414045,-3.0619116297493605,-2.204546567983406,1.7258618604189166,-3.321247227697974,0.4774372984372729,5.0471090881168905,1.980544687815658,-0.0305281155108256,3.219303196456405,-0.0106597359340145,3.211663896916763,0.209585565896591,2.9215979673980463,-0.1286993082623668,3.096879750718064,-0.0362613578608779,3.1659581962632264,0.0002106822934728,3.160516728822996,-0.0868981942605566,6,ok,Bajra,0.3585,0.80751012989102,0.5388012823150293,0.3474,0.026,0.0422,0.3585,0.226,5.970449816506392,5.756973737923528,36.33,38.69,2.3599999999999994,0.9077,1.7338,1.7338,0.3585,0.80751012989102,dw_only,ok,0.0353
635,22,0.0617118900058861,0,-20.123340941551312,0.0097199919633567,-19.755344222954328,0.155312885294079,,5,35.38835144042969,1.0,-18.6381097505047,7.489322768791073,0.0,0.0,0.0,-20.12254543468458,0.0097217725589871,-20.306581654535577,0.3067340669901664,,5,28.93323173522949,1.0,-17.54809682048266,10.21504783074953,0.0,0.0,0.0,-20.23694885261985,0.0094690217636525,-19.39068439051877,0.2888806540336718,,5,28.859292602539064,1.0,-17.649301793422673,10.32521948840441,0.0,0.0,0.0,-20.88939959247416,0.0081481692381203,-21.15984545859636,0.1881063297146115,,5,31.68792037963868,1.0,-18.79451798541926,8.552017809971144,0.0,0.0,0.0,-17.457412101327485,0.0179580340161919,-17.50013687499137,0.2422009014921372,,5,29.642448043823244,1.0,-15.00898988293355,12.73294409439112,0.0,0.0,0.0,-21.74097469789568,0.0066973428241908,-22.53337741289309,0.3780440795479387,,5,29.913768768310547,1.0,-19.340244489758867,8.376497430403699,0.0,0.0,0.0,-0.1144034179352715,-0.6524507398543058,3.4319874911466712,-0.8515751054215173,-4.2835625965681885,-1.504025845275823,-20.122943188117944,-0.1140056645019065,-0.7664564043562123,2.665531086790459,-1.6180315097777296,0.3496733879335019,4.2835625965681885,1.573666704399511,-0.0226370781481164,3.076849270951109,0.0458838388179576,2.4728873309064943,-0.2704511144283827,2.865388568799572,0.0211154295594364,2.6828120702134584,-0.2529431970854601,2.41975590075508,-0.5561776807554963,2.7299844935742668,-0.3001223716451666,6,ok,Bajra,0.4791,0.8301008347204609,0.526915112700023,0.0423,0.0912,0.2236,0.4791,0.1638,,4.0,91.13,90.22,0.9099999999999966,1.3335,2.547,2.547,0.4791,0.8301008347204609,,ok,0.0142
636,22,0.0627127265695569,0,-18.931345851432106,0.0127898489332033,-18.76729212740831,0.3505447143159781,,9,35.390204111735024,1.0,-17.446434472561194,8.68099804673458,0.0,0.0,0.0,-17.1164779279113,0.0194246054937442,-17.084524857239444,0.4303410760162111,,9,28.93534236484104,1.0,-14.54241558195073,13.22072906928146,0.0,0.0,0.0,-19.61903459220943,0.0109168298335538,-20.33641826706394,0.3968649883183531,,9,28.8614075978597,1.0,-17.03173894409702,10.942782337730062,0.0,0.0,0.0,-17.74815849375151,0.0167951601971354,-18.2781261786304,0.5223133637653893,,9,31.68995708889432,1.0,-15.653594946553142,11.692940848837264,0.0,0.0,0.0,-17.344735780725745,0.0184300461163123,-17.74455531750416,0.3764933935546504,,9,29.64019139607748,1.0,-14.895893726594668,12.846040250730002,0.0,0.0,0.0,-22.857791669676,0.0051787009514454,-22.964034325910085,0.2815124253996469,,9,29.915876388549805,1.0,-20.45745023350209,7.259291686660472,0.0,0.0,0.2222222222222222,-2.5025566642981296,1.87087609845792,0.4034227130257655,-5.10963317592449,-5.513055888950255,-3.2387570774665697,-18.0239118896717,-1.5951227025377293,0.2757533959201907,0.6791761089459563,-4.833879780004299,0.3538409939458062,5.741313741764699,2.3373767238420746,-0.1656930579250192,2.8826234222244023,-0.1929069036821289,2.855601124103014,0.0543186568302003,2.8061104654905646,-0.084301161632343,2.9443658747310884,-0.0355933601435092,2.7008536432467154,-0.3175881995526448,2.745506687307599,-0.3332656661832645,6,ok,Cotton,0.3605,0.8843904821211453,0.6403431185423786,0.0955,0.3605,0.0909,0.1131,0.34,20.04981946628772,6.0,31.46,34.07,2.6099999999999994,0.8365,0.6107,0.171,0.3605,0.8843904821211453,dw_only,ok,0.0316
637,22,0.0767571898437906,0,-19.4024781820709,0.0114749864608581,-20.702706252193693,0.5130756652268291,0.1010142406473493,14,35.389420645577566,1.0,-17.917393210918362,8.21003930837741,0.0,0.0,0.1428571428571428,-19.962380426171546,0.010086998526406,-20.79373517803577,0.5117205384977753,0.0654478479191231,14,28.934447152274,1.0,-17.388153740226407,10.37499091100578,0.0,0.0,0.0714285714285714,-21.228320832474623,0.0075364689941384,-22.15867523415509,0.470195177036966,0.0353151860428606,14,28.860511098589217,1.0,-18.640852507095683,9.3336687747314,0.0,0.0,0.0714285714285714,-19.726198668185017,0.0106507485865482,-20.36701713518226,0.41267932349526,0.001227281247101,14,31.689094134739467,1.0,-17.631519259151037,9.715016536239368,0.0,0.0,0.0,-16.671088603620344,0.0215224218554794,-16.504232829737976,0.4184500680150908,0.0222360137236099,14,29.64116832188197,1.0,-14.222474394376228,13.519459582948445,0.0,0.0,0.0,-21.517962577679985,0.0070502374188176,-21.22745898853829,0.3427693274139991,0.0,14,29.914981297084264,1.0,-19.11747779737822,8.599264122784344,0.0,0.0,0.1428571428571428,-1.265940406303077,1.502122164289606,3.0551100645646727,-1.7917639094949678,-4.8468739740596405,-0.2896417452053619,-19.68242930412122,-1.5458915283534012,-0.0437693640637952,3.011340700500877,-1.835533273558763,0.4220837409358465,4.8468739740596405,1.636620498869369,-0.0537924496217819,3.023620429491151,-0.0854088354806186,2.9461826600286685,0.1013443106311409,2.884446741458871,-0.040646678063382,2.9773797714965173,-0.035807098201793,2.9482382691434257,-0.1021565647687006,3.0711629370461155,-0.0441907271615367,6,ok,Bajra,0.4539,0.7950266058452089,0.4231857585293099,0.1018,0.0587,0.0531,0.4539,0.3325,12.426973582190968,4.54485674025364,39.98,39.01,0.9699999999999988,0.9361,1.788,1.788,0.4539,0.7950266058452089,dw_only,ok,0.0598
