farm_id,vv_20250519,npix_20250519,vh_20250519,vv_20250531,npix_20250531,vh_20250531,vv_20250612,npix_20250612,vh_20250612,vv_20250624,npix_20250624,vh_20250624,vv_20250706,npix_20250706,vh_20250706,vv_20250718,npix_20250718,vh_20250718,vv_20250730,npix_20250730,vh_20250730,vv_20250823,npix_20250823,vh_20250823,vv_20250904,npix_20250904,vh_20250904,vv_20250916,npix_20250916,vh_20250916,vv_20250928,npix_20250928,vh_20250928,vv_20251010,npix_20251010,vh_20251010,vv_20251022,npix_20251022,vh_20251022,vv_20251103,npix_20251103,vh_20251103,vv_20251115,npix_20251115,vh_20251115,vv_20251127,npix_20251127,vh_20251127
227,-9.049839857373218,171,-13.917210424247754,-7.973747912317501,171,-13.072974171469369,-8.467854442655986,171,-13.72122573952598,-6.685372697741783,171,-12.970085346634994,-7.039221626029331,171,-12.698612258979647,-7.182463915440296,171,-13.268954782065085,-6.473706610058912,171,-13.258370168825639,-7.74704924058282,171,-14.122967824648963,-8.326859576472916,171,-14.315579614549767,-9.171945453382428,171,-15.91058480855146,-9.42365871999525,171,-15.89991387498668,-6.532597652203268,171,-12.058649407618653,-7.851934503651733,171,-14.08221563109504,-6.366714435174767,171,-13.338176255036219,-7.920017245960073,171,-15.927384432741928,-7.529042851403808,171,-14.614554196215074
228,-11.375915049012688,46,-16.195144706197365,-8.681872402810699,46,-15.293207970616645,-7.798437606635982,46,-16.834828096656167,-8.854001658889946,46,-16.404864087732296,-8.722887021481359,46,-16.17933674668759,-8.240700893596637,46,-13.341912099463118,-6.342756235594002,46,-12.945922257266123,-8.151027070492278,46,-14.688995038871616,-6.638079206583535,46,-13.804118536464458,-9.146114381839235,46,-16.709027458333644,-10.131389756005069,46,-17.32873595663218,-9.258951789942415,46,-15.12249575829432,-6.290496173877439,46,-15.0840917778076,-8.29557856873233,46,-14.973750029373305,-7.0076173584285515,46,-16.088980557126515,-8.310948737259139,46,-14.987544973052207
229,-10.522905268672371,77,-15.167570737530284,-8.15930162805756,77,-13.940125352677939,-9.754687561453878,77,-15.827575559363725,-8.35930276817713,77,-14.04210995055621,-7.525654723614955,77,-13.377217059948421,-7.668393058307163,77,-13.058130888170083,-6.910956513476929,77,-12.722424099764517,-7.098401035859736,77,-14.212006961672152,-7.882335325172553,77,-14.16680211573743,-8.487666180890258,77,-15.26620318837519,-10.312041388512743,77,-16.533390334930907,-8.18726399849186,77,-14.602348431922481,-9.265938210194584,77,-15.73193193506479,-7.482561916395227,77,-15.743940465221176,-10.089510569476763,77,-17.945083705724677,-8.267575453611727,77,-15.88301860432181
230,-3.8070156809428553,160,-10.215162792575114,-2.844180829003185,160,-9.295922239294567,-2.9049056923125196,160,-9.948133580720647,-2.2619695855714124,160,-9.368130714824671,-2.363114521168079,160,-8.6915337160647,-2.483522809560411,160,-8.679174342077397,-2.5896192807332423,160,-9.654446335928839,-2.862161717080644,160,-10.017104716507248,-2.4503803346762347,160,-9.898187880692863,-2.843373102236737,160,-10.377828542475127,-4.514144931736671,160,-11.601475101667056,-4.800538509640125,160,-12.179374429438965,-6.56060850305548,160,-13.256341105008453,-4.600511852128984,160,-11.731601994395405,-8.036072836007168,160,-14.662978956427414,-8.868440087181542,160,-16.335471130218473
231,-0.6266583748514855,95,-14.977596364616616,-0.7066007518775392,95,-14.782512110089494,-0.250111850026088,95,-15.593185844000377,3.8706953899051753,95,-12.25622463793027,3.8838478221316484,95,-11.802093991105076,-1.4817330326494287,95,-13.005901690837598,3.6714722849217747,95,-12.835066416963958,3.899565255305463,95,-13.306167302832634,3.8806379368670463,95,-12.916564355992366,-1.4128115946233137,95,-14.240430818604413,-1.3889013464618114,95,-14.593532013530295,-1.755320760222157,95,-13.805538006569748,-0.4860964547360857,95,-16.174224545752644,-0.3878310646186361,95,-13.673467901664232,-0.8383122443923925,95,-15.396165028858347,-0.9130470400584688,95,-15.708652300400614
232,-8.777152705657635,26,-15.56683549230197,-7.4335228521849315,26,-13.913746935397436,-7.012853220454519,26,-14.92622097634283,-6.013495568564417,26,-13.930455753918533,-5.379404192038577,26,-13.634432882250758,-7.0693405929797,26,-11.517319346698244,-5.304420242657423,26,-15.303396677408042,-7.088503713823951,26,-13.828945216414574,-6.428987174163781,26,-12.308568144408909,-9.021745305033203,26,-15.647554357362342,-8.28036864034485,26,-14.608271126913433,-8.16553600468203,26,-13.723227340928172,-7.724470934335516,26,-14.294480291671869,-8.310745987390668,26,-11.883348645520964,-8.477394265818155,26,-13.86055107395492,-8.51132265755852,26,-15.979543783690477
233,-7.7881249259073915,143,-13.734886077860612,-6.339315668772128,143,-13.45086408454463,-6.804868070101469,143,-12.985042217463219,-5.058564308330378,143,-13.153080704239466,-6.4295934467700135,143,-14.043015624010177,-6.565057413826667,143,-12.529414044366408,-4.930049255104409,143,-11.616139487602812,-6.3251412609571736,143,-14.599942815826342,-6.68565754522249,143,-14.251495662637264,-8.355612726432396,143,-14.58274673413223,-8.97117018275427,143,-15.226779046448506,-7.584341513976291,143,-15.077193980908575,-8.82350787644391,143,-14.837488387832966,-6.417329570554512,143,-13.43475321867136,-8.467482175372858,143,-15.327487923184364,-8.261784722519202,143,-14.651076625983174
234,-7.120856128700415,74,-15.598170233519271,-7.0084435931792015,74,-14.231283784592454,-8.109044650148759,74,-14.603274016039764,-4.83941768712504,74,-12.858443723806436,-7.339998138118322,74,-11.994089103418917,-7.09921345716321,74,-12.297055063200217,-6.331191972008599,74,-12.369217671311784,-4.948711187702385,74,-14.539685792858448,-5.977554029113351,74,-14.04364202049084,-8.645815090889347,74,-15.672484869697938,-8.912522981471975,74,-17.27713229322389,-8.486627251412802,74,-14.869872801729095,-9.25362239710161,74,-17.356382122149967,-5.545408796259503,74,-14.180434534345354,-8.048411456150186,74,-16.413605380151807,-5.6090701687934015,74,-13.832021538225387
235,-3.8914982313472013,99,-10.45924566805284,-2.463038837457161,99,-9.532808163472712,-3.303809916496267,99,-9.605746093281237,-2.8356996325015746,99,-8.694653270686041,-3.000918859417614,99,-8.96577456500669,-1.9751277070702644,99,-9.627486950760934,-3.1448468663615925,99,-10.109365922429273,-3.52889927953034,99,-11.078741538592674,-4.003273477707771,99,-10.22760877413759,-5.330316837415506,99,-12.440314789811012,-7.535820567173285,99,-14.964199824879307,-7.990702175888858,99,-14.164972919086305,-8.977548144842336,99,-16.219100180426988,-5.457259535848303,99,-13.458972536431808,-9.027149760268934,99,-16.32586609326372,-7.719849761724474,99,-15.37365038951938
236,-8.082381459383765,95,-13.852416774291303,-9.381715489885012,95,-15.048120687663504,-9.609073957892116,95,-15.139415619157894,-8.423841609201428,95,-13.246069677233887,-6.429673749691473,95,-12.04224445236738,-7.011377422198733,95,-12.932300147395308,-5.5148924887461215,95,-12.400493692668803,-7.461313237604039,95,-14.775244352030166,-9.077584830360113,95,-14.111425900335728,-8.994347066179563,95,-15.751740172926791,-9.627422961027083,95,-16.40808566555648,-7.738925175267185,95,-15.223467548889591,-9.560123362458889,95,-15.907749010765194,-6.877961992095106,95,-13.18913325421321,-6.900208884978122,95,-14.337317264470922,-6.4179947368632515,95,-13.864823206344681
237,-9.744558774896277,56,-17.25464974388246,-8.95505383145164,56,-17.419379718479494,-10.177024548873968,56,-18.26851590790595,-8.549361885075765,56,-12.855043082170297,-6.090316732605122,56,-12.62942685822174,-7.927732787894004,56,-12.719831271341937,-6.253186199853601,56,-12.841158343819952,-8.539800719255044,56,-14.933009163281861,-8.155856784844817,56,-13.658805155966473,-9.540415611280569,56,-15.652517339494098,-10.326701943484196,56,-16.828282329858343,-8.963338985516168,56,-15.757553484900683,-9.638706146217222,56,-16.802345427760695,-7.7138890564849305,56,-12.94824263299913,-9.663456702521312,56,-15.324861674377914,-6.862489421251889,56,-14.021986852968762
238,-7.866998599370354,24,-12.708758421488524,-7.521642468444946,24,-11.665311375690624,-8.156678154503616,24,-13.33504226252198,-6.500951289831977,24,-12.649441165219386,-5.802485966137313,24,-13.345025666603014,-4.878418507562775,24,-12.827139762608633,-6.7253735888576385,24,-13.210951901455006,-7.394840563302151,24,-12.766876459422072,-9.681669331805821,24,-12.903092040839827,-8.284073125602267,24,-13.775419485371357,-10.523960533492449,24,-15.591203254441467,-6.410508508242119,24,-13.930147888805681,-10.08370059720502,24,-14.711947031453086,-6.283097274569131,24,-12.290263366573802,-8.286817640742273,24,-14.607481448820101,-7.443644453972849,24,-14.765093706788598
239,-8.535646623226544,63,-15.977126223935354,-8.095797955231031,63,-14.498149345978122,-9.33977046543643,63,-17.046414045879516,-8.309156237547612,63,-14.084260930895967,-7.114826636653761,63,-15.3405547197584,-7.63756768558671,63,-14.140832031655536,-6.154628389143801,63,-13.643207284518589,-7.3767634930249395,63,-16.096962170657562,-8.131480086837632,63,-13.417830533640933,-9.923718786981693,63,-15.6177826465386,-8.771377487447097,63,-16.301641271639923,-6.814957748423451,63,-14.527413089646142,-5.967691859639668,63,-15.141222822184208,-5.56196079395876,63,-11.6362515202721,-5.901413530864756,63,-12.567489374513322,-7.795890679661788,63,-14.077473655925681
240,-8.753771324112394,65,-15.447852131629897,-7.627258544380826,65,-14.141729481113803,-8.964214232722401,65,-15.134278255430662,-7.782511867466123,65,-13.562954977596451,-6.153041770392688,65,-11.733551978620936,-8.172757844975289,65,-12.889003970179338,-6.524898781128533,65,-12.668342842292278,-6.446673431201316,65,-13.013686476830475,-5.206961587036323,65,-12.335430290813834,-7.809313420455565,65,-14.700293804776353,-8.916666093872987,65,-14.757448232962386,-7.7516648966839306,65,-13.824119995450644,-9.015574158401167,65,-14.72524382555986,-7.803061800495272,65,-12.54304117651712,-7.969707780186926,65,-14.788823439586622,-9.225291040779343,65,-15.826062160346543
241,-9.182552657995519,121,-15.956378733432517,-8.936720854262806,121,-16.07386891071512,-7.566543851756801,121,-15.79916897384686,-5.68754254369159,121,-12.784550431061765,-5.894782463207584,121,-11.927520447896198,-8.003992566818905,121,-14.121744790177564,-4.954738973995347,121,-13.66588022858746,-6.583657301197858,121,-14.164915505485968,-7.5105559935134645,121,-14.251460489552892,-6.587509126504284,121,-15.304208976830145,-7.303738349387933,121,-15.160749041093272,-6.121972378510686,121,-12.679080717957858,-8.558045296656898,121,-15.48944355738341,-7.271690728265893,121,-15.15279548467165,-6.921452779406927,121,-15.363570508721768,-7.872142517398169,121,-15.952948346982685
242,-7.554059002802722,28,-12.693743727837038,-8.04806829267121,28,-11.976651490480991,-7.754611845330058,28,-14.22378004336202,-6.796868557959781,28,-11.57376461155106,-7.046165091189041,28,-14.070444875023696,-6.519243436587891,28,-11.575704851288863,-5.463130102028809,28,-13.578260889766156,-6.645852273684518,28,-13.251458100716691,-6.480237384825731,28,-11.855150664479215,-7.385441976450277,28,-12.743070419760468,-9.37303101311208,28,-12.830844806041856,-7.6027508892085915,28,-14.400759883954057,-7.998172531930846,28,-13.288595551552227,-6.86680485461146,28,-13.644287152655286,-7.046144936833246,28,-11.14887191635696,-7.620300941736337,28,-12.723037183233748
243,-6.785618373057786,33,-15.142583216887841,-6.738353630668127,33,-14.867998976381063,-7.9806253822774265,33,-15.25135046495016,-6.09467481368611,33,-11.970557702743637,-4.956267137722865,33,-10.248366847316055,-5.15653395572142,33,-12.408146049862497,-5.062240959642246,33,-13.630175641186977,-7.0969877094242655,33,-13.077963896045663,-7.366483453144345,33,-13.905971077488202,-8.855388960521934,33,-14.906442864692943,-6.16564292156038,33,-14.838922929349899,-7.860948701877003,33,-13.464433366904515,-8.829644464519008,33,-15.922661915382532,-6.913650241346165,33,-13.394160756181396,-7.431596415820104,33,-15.492119627606542,-7.039458211421993,33,-12.658451240414635
244,-9.040166139687898,82,-16.00808871635405,-7.675478350986172,82,-13.109294516355384,-9.94176165827018,82,-14.509775385167131,-6.165093434644246,82,-11.465908992848586,-6.307028099897867,82,-11.223653820805401,-8.12051981530628,82,-11.50179251139029,-6.93477865802143,82,-12.455851920679464,-6.279610738320864,82,-13.589996471874997,-8.131405130671542,82,-14.925973251783454,-10.72137097313026,82,-16.182412779830294,-7.827578643721668,82,-16.30020615232076,-6.434773933646261,82,-12.15620946064135,-8.838261051597346,82,-15.565967704687957,-6.911206685946861,82,-14.508150420952,-7.904649277179239,82,-14.920756657742839,-7.467184462659759,82,-15.359536475409506
245,-9.998934465500895,35,-17.202621447593422,-9.662106321082206,35,-15.173902800603472,-8.922632753875494,35,-16.39546373133272,-7.194532539667765,35,-13.638753244736435,-7.525481580554656,35,-14.012107246757813,-7.2853627876769025,35,-14.046678608740486,-4.839828965297998,35,-12.716370295594787,-9.063627271463492,35,-15.92461001323894,-9.875129558880527,35,-16.178685851928556,-10.475285818675221,35,-17.043256397247944,-8.195195833250501,35,-16.91603272897558,-7.143095718901277,35,-14.724068177596983,-8.99748544447367,35,-16.13132374768073,-7.952929754485128,35,-14.012933487941206,-7.966942859427331,35,-15.812210860425463,-7.34358810110395,35,-15.159278342606315
246,-2.7606678987905786,135,-10.19064981869125,-3.1530600516478597,135,-10.633038478860238,-3.5560001094381057,135,-9.652549835729484,-3.737471984814788,135,-9.106813065373625,-4.069040015631297,135,-9.980848851252436,-4.2816945465353164,135,-10.426320568748384,-3.7183507167517327,135,-10.308934543757161,-3.5040672463328226,135,-9.821921857808647,-3.6047857856249426,135,-11.080624377680643,-3.542522837392197,135,-11.146253517844546,-3.8751351026270524,135,-10.179867958182715,-1.8110572179347129,135,-9.576377362024381,-2.6298538698000957,135,-10.553116394003183,-2.0686535967834367,135,-9.908190031661864,-2.413409801491556,135,-9.231877483661359,-2.661597205032859,135,-9.276979361278121
247,-8.134629554715819,36,-16.149772505165352,-6.473720079121053,36,-13.174683740748938,-7.24043032635421,36,-13.421623223098383,-6.952748235436012,36,-12.93923178900047,-5.248754279131115,36,-12.3837641694202,-7.4994789566944196,36,-12.430601744386799,-6.57717783793193,36,-13.110234758025657,-7.392692701526697,36,-15.387841529193961,-6.928515494378802,36,-13.201905294068068,-7.6441352140640975,36,-15.55460590748375,-8.188887930990266,36,-13.97843188798674,-6.446405884887945,36,-13.72533442157355,-6.393083778976774,36,-14.01488746710822,-6.284049351990209,36,-11.79528281275276,-7.227235282906803,36,-13.88379370407218,-5.8189512053729455,36,-14.431165839957782
248,-5.686508444827487,59,-11.602010677426373,-3.1539599066616484,59,-10.860510803638192,-3.3731558302806675,59,-10.484682620055882,-4.266604271920762,59,-9.643102965513105,-2.2852386458674148,59,-9.811738382818854,-3.705706554360051,59,-9.772320671126339,-3.2983621920172075,59,-9.89345624612608,-1.825920388172628,59,-9.906426522623269,-3.875651842510177,59,-10.004517004084363,-4.503128529099082,59,-11.113950854144981,-4.809100625163706,59,-12.446229215466806,-3.5778430081791104,59,-11.195863174450922,-5.451305561989623,59,-12.875390100419155,-4.317621198274175,59,-11.65746249340289,-6.449651669625974,59,-13.239073601313505,-7.599648953518312,59,-13.918804723120914
249,-8.396382159952715,33,-18.32785094113623,-8.465649415107908,33,-16.358243205138056,-8.422379878979593,33,-15.166867583487049,-6.091611165405545,33,-11.662086731125488,-5.968044616779836,33,-10.432320969611306,-7.191155937792702,33,-11.334322837821723,-4.789984430480198,33,-13.642956596120204,-7.692334725440007,33,-15.477580715265313,-8.922766405202298,33,-14.319660275331723,-8.454667689581953,33,-17.804186951014493,-9.423323967425251,33,-17.56471571760627,-8.345081373840957,33,-15.000475784061253,-6.972243787594886,33,-13.72125686511891,-5.9232314560570645,33,-11.632683985987821,-7.972168623460144,33,-14.151812866554238,-7.227690121238872,33,-14.635313006493526
250,-9.270606465764894,55,-17.707531485715716,-7.5374618872910375,55,-16.203514730339684,-9.370974521269385,55,-16.356679540797373,-8.106450364498757,55,-14.642393221849412,-6.391838520916626,55,-11.791677336794844,-9.394663840082195,55,-12.855453211974456,-5.683494534014621,55,-13.563095983724882,-8.221743019287262,55,-14.906011347538147,-8.389530386217896,55,-14.084917555145815,-8.717538801038646,55,-16.254356652317888,-8.964451296667459,55,-17.567496702282035,-8.056863574893265,55,-13.872679581483245,-7.480169191213452,55,-14.91375817396763,-5.871317440134252,55,-12.254963510957475,-7.198028451913505,55,-13.126667939761138,-7.892267680194789,55,-14.612067395679526
251,-9.299106891787602,48,-17.427974303645918,-8.137311182884671,48,-15.291807195184097,-8.01785371126562,48,-15.40926042883129,-5.9226511299398945,48,-12.376294619682863,-5.854155207000696,48,-12.86213984055895,-7.496629769147617,48,-12.023687018695313,-4.913206285701694,48,-13.36116024069067,-6.404893609445665,48,-16.14314477590411,-8.583391553233048,48,-17.019833589376383,-9.346843168653173,48,-16.18662080484281,-8.687358928207692,48,-15.782614156461712,-6.978261317117438,48,-15.974977741653625,-8.402446371294815,48,-15.333279994469942,-6.215790538902458,48,-12.214590346984064,-4.700269414977334,48,-12.309786655895522,-7.617755245511869,48,-14.037045953243446
252,-7.519497727208259,107,-16.863924506422602,-6.493944107161987,107,-14.24099595553612,-7.037764544353557,107,-15.091097803374966,-5.447849961460685,107,-12.622677865640382,-6.1499694700356535,107,-12.114561632991572,-6.941131775799214,107,-11.970891705807304,-4.643235275504046,107,-13.271072084212658,-5.3998731524281505,107,-15.942896076469783,-6.6391219339910235,107,-15.55605022457743,-8.622451357105723,107,-15.954510291312262,-8.079220054870836,107,-16.38358206216991,-6.175774202522264,107,-14.48617385003776,-7.761541041400291,107,-14.544887862681009,-4.764488110763966,107,-12.502515271090092,-6.235212831067188,107,-13.035820891911118,-6.668286479918705,107,-13.59201535300684
253,-3.2337200527905234,74,-10.795079575968105,-3.15278365900677,74,-10.585865237808354,-4.08480233175224,74,-12.140887338236823,-2.6349905780383693,74,-10.662125465739997,-4.061306100375676,74,-10.474079817193601,-3.2430065695938044,74,-11.319571367503363,-3.1148918051946812,74,-11.326245144017463,-2.9788140500745137,74,-10.77191048247654,-2.708118803754289,74,-9.314580614502685,-3.696774897001241,74,-10.856143981257686,-4.513836849949759,74,-10.59925754665356,-2.375910868455519,74,-10.886883857468526,-2.9369635704713537,74,-11.553296417813517,-2.0585274282651533,74,-11.179367520867366,-2.064013996008992,74,-10.901136109841845,-2.5967046501847166,74,-11.469709227262504
254,-8.700231590548109,216,-14.779580217797875,-7.812157153793317,216,-15.451267034102028,-8.297313283031421,216,-15.066215625060464,-6.564640366479497,216,-14.756655635885172,-7.017541756465752,216,-14.97773729983718,-7.463017890134291,216,-14.38630786474796,-5.33346825434146,216,-13.948732742483285,-5.45879941738738,216,-14.394077407937276,-6.78694044063148,216,-14.639152681435295,-7.742150222245574,216,-15.304949581765197,-8.083925359549575,216,-13.881088188590967,-3.9819222475364953,216,-12.341295494739676,-5.863818071678634,216,-12.693241055843439,-4.66253043073034,216,-11.63606524773893,-4.507025938830891,216,-12.080905033749026,-5.460876319551949,216,-11.843188429735472
255,-11.191297302320644,39,-17.18693528378093,-9.190683173346304,39,-16.112278892425497,-8.565003360095666,39,-16.38630571337503,-7.467613861774015,39,-14.605462713735724,-8.014462861851348,39,-14.939314892107479,-9.08491424259405,39,-13.582847430120577,-5.22245252591789,39,-14.05905944471158,-10.004400588294205,39,-16.52514038038676,-8.94974092863985,39,-13.403644351273174,-8.89474234362867,39,-15.695631576499645,-9.952969677955839,39,-15.955697669034981,-9.804007174834734,39,-16.852339534880862,-5.886359282792627,39,-14.831737816098364,-6.023801433374702,39,-14.434027914105679,-8.175586238893676,39,-16.699267860458512,-7.014650362338294,39,-16.00409815719351
256,-5.536594723786081,34,-14.732070522785394,-7.417887033776232,34,-12.573880561406565,-7.789508568048062,34,-13.838111626381881,-6.564328692578398,34,-11.167085896394013,-6.107654685851227,34,-12.339675998406294,-7.359165458057469,34,-13.541872899729686,-6.215420574273534,34,-13.865055642945618,-7.93015122468547,34,-13.710506580496935,-7.4874688898868635,34,-14.188190602823648,-7.997125633734715,34,-14.576196982128348,-8.720469396942633,34,-13.828393940468981,-7.531830679855521,34,-13.880560491750572,-7.349609221759273,34,-15.358559627907812,-7.354822457541516,34,-14.59704499730523,-9.340650959038078,34,-16.368462742318126,-8.865702491273996,34,-13.557395501034238
257,-8.33540974892234,27,-16.20167173296518,-6.903375995737131,27,-16.931193155697176,-8.724837672113757,27,-15.914965968344102,-3.6180956134635407,27,-14.235091298254831,-3.716151865713158,27,-16.284476411327557,-5.658009053825788,27,-13.510274726752048,-5.78411564034,27,-13.882539226138986,-7.986956906100822,27,-13.6793081338923,-7.448951389472108,27,-13.6195244521735,-6.779937642045212,27,-16.17962530534854,-8.884412323033859,27,-14.436604619761457,-7.030105934825065,27,-14.873412517874137,-6.472021502674215,27,-16.502983333553786,-5.645723836512058,27,-13.275856854893863,-7.236549291686137,27,-15.050653677288945,-5.003608089482099,27,-14.966964998163624
258,-7.286768423057693,69,-17.586435705213187,-6.323488942021096,69,-14.920069015838262,-8.16344872771779,69,-14.716873444949037,-6.657380571569769,69,-13.006127463311053,-6.347583678960726,69,-14.086557305440744,-6.315644092459371,69,-14.415176813259801,-5.3375236674478135,69,-14.470052120235335,-8.539582083570089,69,-15.49442809420012,-8.634619955548446,69,-13.888758629689544,-10.307562846833612,69,-16.49093308760737,-9.00974027159079,69,-16.918828080348906,-5.6441822937421415,69,-17.068450896115394,-5.513694840389324,69,-17.065494890461967,-4.776410727330037,69,-14.96840022969938,-5.359067552627357,69,-13.967116285758081,-5.242157313997417,69,-15.58217179469273
259,-8.294341702936554,76,-14.195180151871345,-7.445047163013607,76,-13.427605103935331,-8.628068686499677,76,-14.839792688222964,-5.344664833299295,76,-14.043900028547466,-7.245174140059788,76,-12.765926675701584,-6.618163871971189,76,-14.264340325712904,-4.8106962170576,76,-12.413927837564028,-6.909331896817732,76,-15.313871715772574,-8.25501111287496,76,-15.057145286275562,-7.331200250568064,76,-15.246216630427945,-8.697305979850386,76,-14.738978322795512,-7.304252228953222,76,-13.820793956582571,-8.975550106601132,76,-15.424804981003232,-6.733980848955783,76,-14.233775833248295,-8.559601274870417,76,-15.488880131190264,-6.944740695628308,76,-14.648157554896022
260,-8.851510968645117,184,-15.761512495140975,-8.133870126402647,184,-13.807798680667409,-9.812606532719657,184,-16.627836692250074,-8.184405614738672,184,-14.688801579456163,-6.798233121814725,184,-13.417131501236902,-7.387637828206511,184,-12.86394949906239,-5.539023292655179,184,-12.760659209045933,-8.216155934686984,184,-14.795678628818118,-8.887677929743209,184,-15.51159964080422,-10.16101560885822,184,-15.79552748320506,-9.66147708556812,184,-16.01453028316982,-7.9548066938824995,184,-14.731918400823174,-8.181127094928701,184,-14.572831834748268,-6.007151681517316,184,-12.831738508301678,-7.065794267022721,184,-14.487708156676442,-6.459020546002726,184,-13.952444895197956
261,-9.869378554318121,88,-17.469240345354734,-9.829014569893758,88,-16.331858551779014,-10.0379421536033,88,-17.384403795726225,-8.025296570178677,88,-15.198835585053118,-7.16220988117425,88,-15.205293842204652,-9.08428606467476,88,-15.560398937437316,-5.712018013496883,88,-12.965106639438346,-8.556006230798143,88,-14.352582514856051,-8.18499837992963,88,-15.321476569553843,-8.438294096829729,88,-15.881926628734675,-8.536294380231404,88,-15.59771018311665,-6.035684881612741,88,-14.546111853017427,-7.053057082436274,88,-14.766167194989597,-5.265431682896541,88,-12.502441084298543,-4.043936149777718,88,-12.841842225788787,-4.497659345773565,88,-12.788373364079211
262,-10.333903995212863,131,-16.603160278532513,-8.75243902855695,131,-15.770296041007512,-9.31195994184134,131,-17.260037565968503,-8.135599645726513,131,-16.073498169761848,-6.267117947804895,131,-14.485374741866476,-7.374611340028968,131,-12.99812106616219,-5.63573290542304,131,-13.183267824477385,-7.204561871263518,131,-13.97653116457114,-8.394498505778671,131,-12.363121388599447,-9.094096031195235,131,-16.40683572013413,-11.024709884089019,131,-17.79934795685901,-9.441999242812884,131,-16.626132132496675,-8.573448490254565,131,-16.78335784500423,-7.956490609915301,131,-15.223015046418986,-7.412107105699467,131,-15.502457192036038,-8.796286464856179,131,-16.06455653663307
263,-9.256599927168603,83,-15.96287042343719,-9.482611514838798,83,-17.40686200185061,-9.0623810014299,83,-15.42749474382436,-6.659295601364933,83,-15.544523489088458,-5.096176420227754,83,-16.24389753338072,-10.0938003884629,83,-16.997113418179644,-6.813744009258143,83,-13.288726059771506,-7.093560161065713,83,-12.070619645450545,-6.8357267021793335,83,-11.102250123350698,-8.016137990275313,83,-16.32356956360752,-10.320481895431149,83,-16.57988822318423,-8.391580161655073,83,-15.817317216329807,-7.389594170032626,83,-15.557550310189452,-6.496376789040483,83,-15.772087871156293,-8.161257565567317,83,-15.466724173601857,-7.935742369807811,83,-15.53571197206772
264,-8.444324393674968,64,-14.899511220212666,-6.9272814520705595,64,-13.505599161158292,-7.6742719039335805,64,-13.496409208435756,-6.620739970114204,64,-12.16729619171672,-6.187580462889677,64,-12.232020423783595,-8.251943416526055,64,-13.511239253498799,-4.880334513533857,64,-12.206393168640915,-7.430098967902063,64,-13.507434441313526,-6.569277647056437,64,-12.582300759965557,-8.706588287797008,64,-14.860538198585534,-7.89365877881202,64,-16.25169895965221,-8.460324036752098,64,-13.817261394854437,-8.20535114441161,64,-14.019032732437513,-6.386190928623447,64,-14.288143070334222,-7.622251700643798,64,-14.92158129455066,-8.425248867083502,64,-15.038317922168558
265,-7.432841760670808,20,-14.313632301803253,-7.984422068992114,20,-14.79558044261851,-9.350791890334344,20,-15.714160692818472,-5.854328892653536,20,-11.39946122035739,-5.501089063617572,20,-10.475854564023809,-7.618890501424564,20,-13.646800534247346,-4.801180123893678,20,-13.01478768184711,-7.1041213569264965,20,-12.277818890009202,-8.371443738782496,20,-14.241339659764183,-9.154515058155628,20,-18.17404151603059,-6.31541206126866,20,-15.285748525507065,-7.065085903552717,20,-15.122828401098916,-7.107034421063178,20,-14.409155582407902,-5.347796230980448,20,-13.266616782175012,-6.607593504707539,20,-15.397223465339675,-7.670521699629261,20,-14.052743982653729
266,-7.79342278539806,61,-15.177724066660762,-6.64208204775043,61,-14.120781938330554,-8.128777703580678,61,-13.970639348578782,-4.974634829000355,61,-11.74030550621141,-6.301935755467883,61,-10.536332600261114,-5.962037393803442,61,-13.11211201341483,-5.584490938825743,61,-12.760467793125017,-8.462258164404865,61,-13.999444759523952,-7.91824218677564,61,-14.201148365886704,-8.904962942172679,61,-15.168521907630236,-7.364804582893494,61,-14.802637417920701,-7.704015912347596,61,-13.48466211205762,-7.854999227844974,61,-14.398278808622504,-7.17285845692222,61,-13.064226163870135,-7.935802817404229,61,-14.850283853579587,-6.766995973744075,61,-14.659678050988695
267,-9.733679009864582,219,-16.720727064205228,-7.66006210040141,219,-14.198820724503543,-8.638121170700964,219,-14.708641036384298,-6.816642915756168,219,-11.569685687619604,-6.375994708482782,219,-12.27815758920292,-9.30837779304812,219,-14.897455696968919,-6.57390089768779,219,-13.261681020857875,-5.838434089575698,219,-12.439512031538316,-5.042516595341441,219,-12.046722178739715,-5.36804422843545,219,-12.525598994064872,-5.147879415855955,219,-11.557019923363514,-2.731995747979052,219,-10.885977494539315,-3.6579064313484504,219,-11.00841139807642,-2.9939149903298725,219,-10.150300082756425,-3.2902239098944595,219,-10.382287596339854,-2.862023280776802,219,-10.880600591904834
268,-5.72357600311082,55,-12.285501233236054,-3.9960099567717213,55,-11.263219591418927,-5.891700911407705,55,-11.790582421868201,-3.8300003241253404,55,-10.807434637055021,-3.7668379431853176,55,-9.98267276031896,-4.551216400534756,55,-11.548608696778812,-2.2903176600106585,55,-10.74584405866019,-4.086079954936645,55,-10.181946434167253,-3.0616084291688224,55,-10.658592760418891,-4.091999577808428,55,-10.140964898312191,-4.348730888082048,55,-11.486410395949129,-3.8546208215339552,55,-10.500764443290597,-4.9833579152704885,55,-12.436690627088598,-4.255288818583886,55,-10.773552240952071,-5.511882360995931,55,-12.326141162919313,-6.1753669865576395,55,-12.616266876300502
