farm_id,s1_vv_db_20250507,s1_vh_db_20250507,s1_vv_db_20250519,s1_vh_db_20250519,s1_vv_db_20250531,s1_vh_db_20250531,s1_vv_db_20250612,s1_vh_db_20250612,s1_vv_db_20250624,s1_vh_db_20250624,s1_vv_db_20250706,s1_vh_db_20250706,s1_vv_db_20250718,s1_vh_db_20250718,s1_vv_db_20250730,s1_vh_db_20250730,s1_vv_db_20250823,s1_vh_db_20250823,s1_vv_db_20250904,s1_vh_db_20250904,s1_vv_db_20250916,s1_vh_db_20250916,s1_vv_db_20250928,s1_vh_db_20250928,s1_vv_db_20251010,s1_vh_db_20251010,s1_vv_db_20251022,s1_vh_db_20251022,s1_vv_db_20251103,s1_vh_db_20251103,s1_vv_db_20251115,s1_vh_db_20251115,s1_vv_db_20251127,s1_vh_db_20251127,s1_vv_db_20251209,s1_vh_db_20251209
125,-6.011902142180398,-12.37968743573975,-9.729792877312054,-17.885561054927855,-9.171277836699794,-16.98111630743197,-9.99872410627194,-17.492707910836497,-7.205469399507731,-13.303739211408995,-6.508949526127383,-13.029916671251232,-6.825500762704859,-13.37747096583234,-4.710125600514474,-13.536595580686992,-6.8874201574076235,-16.129034874009417,-9.589261846282904,-16.613369939953802,-11.871141640002671,-18.600957133549553,-8.701036676537527,-16.531511153853835,-7.811170984247179,-17.39283413432363,-8.896124306984168,-14.786435407679566,-6.176204158681582,-13.008423241197615,-8.209665042906654,-16.31138173786108,-8.822661987116279,-15.051032696019393,-6.806173110370299,-15.45180387832536
126,-6.608892907706649,-12.734871074446335,-10.626283855254567,-16.32440616602294,-11.951622069742061,-16.422027221491458,-10.990729955586547,-17.344094635182852,-7.78502975994391,-13.513603249154212,-7.3020209759834405,-12.18299879573591,-8.719196474152184,-11.99960622714505,-7.756009605143127,-12.387578734472104,-6.345774169155644,-14.336666855759383,-8.374601771902736,-14.790733457481275,-10.013704210158942,-16.169570214956153,-9.966039623303423,-16.218616386348483,-7.318306515825866,-12.622685161955756,-9.383582560058654,-17.330822807423893,-7.984271990537344,-14.038371419199198,-9.762823269101444,-15.349171994764745,-9.520885541780405,-17.55716011616562,-10.314790662838007,-17.98742885003612
127,-7.012421181589527,-12.721834994409072,-8.67073340894795,-14.183532239421302,-8.93394098504901,-14.568535932337758,-9.957176660626036,-15.991663408281813,-6.078508858094931,-13.339200478092447,-6.836439076368376,-12.787714577844554,-7.500787266980222,-13.017927415083188,-8.048484137037814,-11.643999617412863,-9.297514628013722,-13.79491548351403,-7.606432660790002,-13.357776157297723,-7.863116928729276,-13.719079799321543,-9.47534841467822,-13.781440879795417,-7.673826841192289,-13.545110865411306,-7.874432340938544,-12.917176322018008,-7.020293060627473,-13.343751089340905,-9.626542949313722,-14.16146796108809,-9.0008803591966,-13.892989797978672,-9.2763284439158,-14.509727969652593
128,-6.133260971253352,-14.01449901656655,-10.207869376759115,-16.90252100876949,-11.138684253638193,-17.070724477476194,-10.920222494734617,-16.890369604668905,-8.627336843684464,-16.674550221544763,-8.611839242286477,-16.198199671016905,-8.790938968982845,-14.084997724600726,-6.460062950587913,-16.41429212642198,-7.932339031241402,-16.329864061373524,-9.769310598605983,-16.652069164575792,-7.778180575588137,-16.06695476766848,-8.337061904091527,-16.420610655335555,-8.731847658624668,-16.015704336511178,-7.957978873150684,-16.77521312585084,-5.9431551616557075,-14.50529184155726,-6.400744307219503,-13.921882312651183,-8.719322001419773,-15.856960246936445,-6.9711019602661395,-14.45161821960177
129,-8.270292873227106,-13.490192429086335,-10.12934333181142,-17.700141562535435,-6.747983946742917,-12.804637143533872,-10.073304210453678,-17.22648389148152,-9.928422789035782,-16.758667536813917,-8.36717772430794,-16.15981012620776,-9.581460125199078,-14.309183616450746,-6.761449901336995,-16.910873888247963,-6.05877688296416,-13.936217954558867,-8.147152762123806,-12.765534457200264,-9.525661218222005,-16.2705666980374,-9.225662474291768,-18.11446411447968,-8.192995728104384,-16.28381340876518,-9.62288415162315,-16.758580480014803,-7.6433266803565765,-15.82875928158063,-8.982917316320142,-17.907912296563712,-9.214525692923871,-18.446572473729514,-10.090352016831567,-17.765474748312446
130,-7.394939505965683,-15.041164950515157,-9.70146685093032,-15.830658891868909,-7.81337826389623,-13.510121554041728,-10.691446258363568,-16.545353311546545,-9.082741324512572,-16.064452272538794,-9.886405822627525,-15.14850119609251,-8.020764906568168,-13.583748947922691,-5.496488663189339,-13.87481563279264,-6.676404771871487,-12.63909379024194,-7.245718263291866,-12.162883520471368,-10.026737500575958,-16.52596615503946,-9.097205069506021,-17.81244874882671,-7.233853823704709,-13.644230931361125,-9.264410569555913,-16.681344796415676,-7.258054724188497,-15.045373532264216,-11.001558863646059,-17.382300643106518,-9.180741179236499,-17.055330127981755,-9.891674467150134,-16.421018154644813
131,-6.126950888931414,-12.613639076145178,-10.277816864203222,-15.593367069565087,-7.4905065032071345,-12.813223249567718,-8.413720967783055,-14.909546465949763,-7.995689700246087,-13.28332758995844,-7.669793192206641,-13.537802389966656,-8.395478210347747,-13.374359334016447,-9.443628690000844,-14.622146579770046,-5.813195353446793,-15.16809509420959,-8.176541753730055,-14.458133588642577,-9.708514036352728,-15.272674813291703,-8.562526814220446,-13.661877360908147,-8.646292694315987,-13.163350511249783,-8.943765616295034,-13.939921445838436,-7.227465126145759,-12.770709642464592,-8.576928957725762,-13.475480495089634,-9.63049249545656,-16.248237127039083,-10.847527400819061,-15.659688602072935
132,-6.937000407754659,-12.71546099691269,-9.301976780543578,-16.13149155351042,-6.743701103245016,-12.550548424849081,-9.498728048861432,-14.730311871322805,-6.73041861743338,-14.616018221384124,-6.3132413355792885,-16.447468368258495,-8.229702073084063,-15.048657398787972,-3.385268773017385,-14.744823446030766,-7.846270233420936,-15.39322567380275,-9.458709320994457,-14.388905536578074,-9.272584344349566,-15.085282857403898,-8.671788544210008,-16.062894744679426,-8.566343490036392,-16.25373203106852,-8.509375084336567,-15.327195136914714,-7.4257339957684865,-15.067191957301826,-7.068240479822671,-15.455970438459515,-8.14515001139511,-11.97967905037851,-8.310013114217599,-14.052630336501489
133,-8.162868736593937,-15.573360912670914,-10.289514161179712,-17.40336231604817,-9.996220610995305,-14.730708559632998,-9.92455559324108,-17.073561373314217,-8.118024456901233,-18.439082106372414,-6.366750901707054,-14.280191431565845,-7.486527578516466,-14.20390501315586,-6.2038112457156425,-12.428777688911858,-7.338985342469403,-15.299868676364767,-9.454744779183418,-16.08798763155398,-9.719724792900127,-16.768468164582877,-9.17871101913079,-16.784433116090874,-8.698157554201845,-15.074295929775534,-9.22447181984569,-16.252677857259243,-8.030289543815087,-13.508299829561514,-9.290350851376504,-16.954929240890802,-9.742886704311292,-16.32174360050852,-8.86356148050513,-16.932597800999748
134,-7.849854287227225,-12.617675609428451,-9.779069409044016,-15.047973992737521,-7.861597090083756,-13.61878075039725,-8.939133550630675,-16.01124051471108,-7.63954164914518,-12.234462966159274,-7.590675160441522,-13.335424902084902,-8.487092593613804,-12.733245722134235,-7.8698054725067035,-14.505029342144294,-8.326411091669211,-13.60990112619099,-8.37143843474091,-11.66511025547166,-8.277578025885115,-13.2571514502378,-8.916354743675932,-14.491768452507205,-7.649022942294179,-14.201403414015433,-9.200358260368809,-14.605661889683528,-6.582953679483602,-13.213631372929758,-7.730527543154193,-13.378112929272554,-7.738057254077987,-15.066689539543576,-9.648116973163308,-16.02553813848588
135,-6.413576261323577,-13.994957371599344,-9.747501737794522,-15.991928592689952,-8.443398550523163,-14.061565116044935,-9.252727309181322,-15.828142926745679,-8.06951978758808,-14.559564305979116,-8.085947950209604,-14.631303312439382,-7.89824415897308,-13.2592449674367,-5.129553816463522,-12.761355906484386,-7.018162120106318,-13.318939595999861,-8.636250094759001,-15.034215475181398,-9.132507632094995,-16.258844886439334,-9.198472935840652,-16.722505298737723,-8.141465547495743,-14.728867991457948,-8.01372015747125,-14.642195942527497,-7.503776427980844,-13.745212214968989,-8.994020807067308,-15.361914999798461,-8.367967622828104,-14.41655492038059,-9.233560968454222,-15.509952283033044
136,-7.416542973322092,-14.287334460567333,-8.887624678603402,-16.898411181793183,-7.669829143055239,-16.390271699152105,-8.899804036703806,-15.87141302753208,-9.29656746156467,-15.850457312780824,-8.377281476025406,-14.688665174181534,-7.7484814859221975,-14.36883251912632,-5.456230478661248,-13.680633814128884,-5.62686618340938,-12.0389268568681,-2.4696182274721368,-11.198632197102862,-8.144725508873064,-12.836555346533153,-5.599894019489833,-12.613411677592861,-5.444667158759108,-12.960175242205125,-4.762388577974142,-12.70124213480603,-3.7372728215128515,-12.207282380935025,-6.553675552545581,-12.664623425267472,-3.8665768504924873,-13.23004809817424,-5.159223810613238,-13.346244754838406
137,-8.574049365889863,-15.012236902720348,-10.124334874550943,-17.98807167511748,-8.584260320820341,-18.868667971089224,-10.641190257099263,-18.792310815592263,-8.759371338051325,-16.426000116266778,-8.883524344490883,-16.087293939454288,-11.400121431859079,-19.008361878779034,-9.786500046865722,-18.23801876322922,-6.62876759042025,-15.076154572824896,-5.266586909929099,-14.098811679617693,-5.4404455994048515,-14.124135139590365,-5.15635864667551,-12.519744706613833,-2.9461308189550195,-11.064920517127298,-4.198726362104216,-12.001338246376164,-3.6340328430055497,-11.45880248232774,-2.1926185838786703,-10.622005565237856,-3.1006649573016514,-9.86585436675263,-2.4266029729588663,-10.40641096114759
138,-7.063784578630628,-15.858438773277847,-9.52596002656227,-18.65692978445155,-9.579205585954266,-19.471013355199705,-9.41359860502524,-18.73849963604432,-5.5897023818715,-17.119940279760606,-7.082804145351208,-17.039674279058346,-11.559526266907131,-19.31763300634525,-8.691222307104587,-18.054330299225544,-5.506195283093484,-14.064300673958146,-4.371313836410185,-11.680007547144942,-6.949585246247253,-14.035988345668208,-5.847157494044878,-13.693100469239576,-4.215948420254108,-11.452956034774076,-5.2361567927285515,-11.84628636969017,-4.373294951357288,-10.644574559762985,-2.451099322618454,-9.932050369972332,-3.0911333193517523,-11.663579384362388,-3.172514033949483,-10.42980965569846
139,-5.943865436427323,-13.954552515829665,-9.345626972029272,-19.006335188114832,-9.036447798157756,-20.383842827174806,-10.603825642253295,-18.426354224388884,-6.3470242046799115,-12.435625881388262,-5.723942236373426,-13.012632358511153,-8.724440627913422,-16.6778025663286,-7.054654411779163,-15.230167410309086,-9.372670148820859,-18.170431104171985,-8.337876797247754,-15.573261080240817,-8.624592667878563,-17.296602691836704,-7.664599530692487,-15.493273021756377,-6.515441328596797,-15.13678403469504,-7.945204542855292,-14.78170856835465,-7.146893903481525,-13.686933377597457,-8.105345464436994,-16.322788484549008,-8.937474800980482,-16.937980552482177,-9.425469788128769,-15.387765873820907
140,-5.029964780077765,-14.478945418127484,-10.039957953624896,-19.727178629836214,-10.42559452920588,-20.595896872910274,-10.590953204805352,-17.04835486903576,-7.519877575538521,-15.052774077491444,-6.062222755352572,-13.034886279120524,-10.281659409072805,-15.773366812858164,-8.547962423330372,-16.57089733086794,-11.594955480775464,-16.99063618086137,-5.925669189501495,-14.350493906848696,-8.48516446720745,-15.99668762770466,-5.975603782310865,-14.287492073693983,-5.2541678522348985,-11.992591872269223,-8.859888675877476,-12.46514690903409,-7.5670265872696305,-11.954609451159794,-10.876221794444165,-15.484564508143468,-9.54385546495209,-18.129744332170755,-11.727315341370414,-16.386588662171047
141,-6.579212557009728,-13.198761567074598,-9.391586771699215,-18.05267262593359,-9.177448825656448,-20.28137570478688,-9.51342210297084,-18.372099988775492,-9.558213962657279,-16.096043028741114,-7.657568821019787,-14.968998731117033,-7.953213709322209,-14.153299133490027,-7.253356881269592,-16.412854528891284,-8.12620353538807,-17.340474250541224,-10.375472083654355,-17.224439047998324,-9.87766189204685,-17.23455073220347,-9.459770524759792,-16.48251775012507,-7.3771326110528985,-16.14491031444619,-9.194330707774004,-15.992451455204037,-7.9156434709785515,-14.343793048228013,-8.424597120201689,-17.934792998747923,-8.66510844265203,-15.738335172632485,-8.348373737823376,-16.832885814384795
142,-4.269708461717186,-13.459165609305874,-10.197017174376096,-18.692287460905458,-11.065040844791271,-18.843371989414386,-10.025027277614694,-18.53474800296553,-11.962891102045123,-19.137275450077883,-10.645726649680709,-18.29347902155128,-8.19192930381474,-15.057016219896472,-12.18929916132716,-19.833943618864232,-10.638582541673083,-20.174391846434553,-12.502692009869147,-19.79632901829332,-9.321543615563993,-18.084590161534862,-10.500231127819415,-18.54379681894326,-8.267054121459235,-16.369349416320492,-9.273389292921294,-17.09848535186192,-8.434087046741638,-15.415235664742838,-9.17882163084236,-16.31610400803146,-8.434340654260144,-15.643225679437991,-8.004554856648609,-15.287428886212684
143,-5.338568000461285,-12.53634817910778,-9.934258810872183,-16.561452935690497,-9.445813347816383,-15.777023233531601,-11.162390164536118,-17.71377567133142,-9.037686776233922,-13.030302022637423,-8.902925852766781,-13.110969168689671,-6.648646594713069,-13.664476341308095,-7.269384695826256,-13.755825656812178,-7.59142510748751,-13.730341151883591,-8.648412233554657,-14.291226094509,-8.903247583885992,-16.054152765959813,-10.512312204942344,-16.69335850460674,-8.665750954531797,-14.979027614101998,-8.537418587474093,-15.898421461106862,-6.609288633871971,-13.866089065755796,-9.255714524307225,-16.076578636790096,-10.123052122299312,-17.441981177702996,-8.318234240447872,-16.641296160080998
144,-4.167730584153731,-12.309903677124215,-9.713723178176046,-18.11579641748688,-10.713212393629314,-19.608984486161013,-12.14904841613367,-19.752687197169138,-11.484202777925802,-19.402516564598574,-11.28762944846854,-18.716239982965867,-13.1843961586664,-19.511318542991894,-7.117597182687879,-17.004179947941015,-9.15555354371144,-17.815731760639796,-10.444515143852982,-17.811212913866534,-7.54964022890853,-15.330185283800898,-8.620781242694065,-15.725402094993981,-5.657440055695487,-13.066633344302776,-6.209066457425244,-12.271841119738994,-5.0988633670806225,-12.377159098138117,-6.25125785818369,-13.990569769695316,-8.686152702239479,-15.116908783685334,-7.932967822528263,-15.289023676152894
145,-6.792657041335389,-12.872477834015935,-10.674052525411772,-17.929436725433284,-9.587140069631465,-17.941115258055508,-9.552871343168244,-18.016971673779185,-9.869780624041436,-17.636419954258418,-9.681962852212152,-15.762333968094445,-7.9484799961519315,-14.2843903610739,-5.534673318494807,-13.072162736250643,-7.151194470847165,-15.15455687067059,-10.36971230326355,-15.997993518982636,-10.484921812783929,-17.80665458357393,-10.845464033995736,-18.544580161912506,-8.460657641599203,-15.395122172585712,-9.759842474030544,-17.29505523775093,-7.252269148533283,-13.635504689141547,-9.641143650153879,-15.570622337092352,-8.081153316968843,-15.53184328085001,-7.285686641180079,-14.926103552006325
146,-7.032050094375341,-12.888056068481728,-9.832729733201084,-17.71735863807696,-8.956958028578105,-15.158201071189282,-9.231913992685383,-15.699670746260141,-8.974595320351503,-15.81848137374842,-8.518363714716383,-14.258777353701884,-6.471118689426948,-13.547523699539084,-6.65545668332649,-12.975840690331923,-7.142016278328538,-15.15657827912718,-8.791187350170443,-13.86925051177153,-8.856242845593927,-17.023710008578647,-8.322697430440773,-16.52073809463787,-8.243762601110353,-14.96894082209086,-8.763882067809964,-14.893592150015207,-7.920981796950639,-12.950011869852771,-8.19946668438538,-15.482304527000375,-8.168444413530835,-16.906527195636958,-8.628600450209555,-16.175941699618928
147,-6.861569065261257,-11.800660894228763,-11.117336299421472,-19.666320946538967,-9.38502842546672,-17.985576997290266,-10.674557999322507,-17.763953936214772,-8.014949178019714,-15.694864545859081,-7.872795721617033,-15.627517550043347,-7.14865530535636,-13.42760756927758,-6.854865821304621,-14.237801227484777,-4.7754468370934,-14.549969752029195,-6.567675372816827,-15.52093482070173,-10.531244266778572,-15.867834525620829,-9.129990451630634,-16.651007271842396,-8.555050129051443,-15.094405140785048,-8.440216580117923,-17.041626360103244,-5.983549526030126,-13.286684134995827,-9.419833767106645,-16.215280418743994,-8.344872232565384,-16.557813220008992,-8.42874014427954,-16.83308575769843
148,-6.663055035630398,-13.895502353419364,-10.31914175633526,-18.740332605885108,-8.346155089905647,-16.125664552569884,-8.390747967163216,-18.346659670804705,-8.3849015154364,-14.931314329018477,-6.37319472694376,-15.231579817631577,-6.288961753457852,-13.653246195057926,-5.77741085940378,-13.515601131392646,-7.831145342370362,-14.358426175202306,-7.932796544268619,-16.428683316432224,-8.81022262599741,-16.541651721814596,-8.337704449931698,-14.307372371152118,-6.3304936987751494,-14.004983584884322,-8.664168642788928,-16.504116366792804,-7.667140840657223,-11.894795774649257,-7.519872091718832,-14.531032517995579,-7.349960199675293,-15.751865279810193,-7.296430927827618,-14.569949481472598
149,-8.454301091781362,-14.589011705303802,-12.0753621080902,-18.62101857854921,-8.798825266179598,-17.979408412239838,-9.474704269907988,-19.14914346344935,-6.702846778081946,-14.442223853736262,-6.988384685305543,-13.588971421337071,-8.516228971597153,-13.315696027455697,-6.248004477664968,-13.629321769569085,-6.367622274693645,-12.963209868556437,-6.901338064129817,-13.291230592898604,-9.22196556913692,-15.492510363324307,-10.228766198806735,-17.18040030932585,-8.463531144830865,-16.03007311222297,-10.328494791420454,-17.917833085868022,-6.774185741483586,-14.021816345019433,-9.307774536494307,-15.959413773489945,-10.009904190020071,-16.508413819614088,-10.213904035583221,-18.36091694734309
150,-7.811456582813231,-13.409013413096877,-7.945772896142107,-17.481143100251202,-6.138484914470201,-15.371802892859286,-8.906732855819495,-16.91529212911999,-9.189171593636633,-14.973710743968171,-6.870717199283932,-14.580908849560291,-7.219254198998843,-14.513192505392823,-4.69353424151173,-14.073729266333697,-3.435806763270231,-14.630687453859876,-4.541610583919976,-16.178104961723815,-7.607511731927055,-15.522450815660392,-8.089935331985942,-17.503450813804346,-8.035776110952831,-15.319525146688653,-9.426348095919959,-16.59968379042929,-6.184557470277289,-13.348156077892362,-8.753704777924721,-15.387264402339081,-8.51233293118814,-15.903011675278362,-4.875075274825445,-15.169158439257798
151,-7.286979584148963,-12.309883023558958,-9.486513752229019,-15.251446627178424,-9.272491569999131,-15.908589536878097,-10.342871309877516,-17.92073741783172,-8.550033110780129,-14.319049318719166,-8.853664055396438,-13.984872850341869,-7.017229409289665,-13.731432067844016,-7.309423412762853,-12.758020751598107,-7.135814205043528,-13.467403374927775,-8.09099638918348,-13.115615547154668,-9.254942008988007,-14.369025415391354,-10.08217809587231,-14.043409523879193,-9.112239082506035,-13.516292563638547,-9.592533287654337,-15.23385849656387,-7.0284374668889,-14.63435475698246,-10.62787864488097,-17.243117069667683,-10.080238246958611,-16.57405971107037,-9.656904230008696,-18.029951257557943
152,-5.963730944932522,-12.698588971528356,-9.591793176718282,-16.690019936986943,-9.484359533856972,-17.875389750681258,-8.980332713622527,-17.753924750333788,-10.695767903273246,-17.60987651769771,-4.627995337560046,-13.929808614125996,-5.391294480023275,-12.693225388495863,-5.611243539116359,-11.896276175576041,-7.4776227438926535,-15.084701913909997,-8.836143330114261,-16.67818655115631,-12.786533674902646,-18.52594008788338,-10.696673433069968,-17.2360938964979,-7.412779764533272,-14.026927889341643,-9.331340079919851,-14.400181282275717,-7.257708817736472,-11.866389384272885,-7.988980343166805,-14.686215932431576,-7.254822863620634,-13.028466262323859,-7.415551540673565,-15.904521717651662
153,-6.858142378222013,-13.093535047968674,-10.260780129899986,-16.17995544095713,-8.894800497604809,-17.182904234755686,-11.622706644209435,-17.05393298922519,-7.679708162505579,-16.08058537082555,-7.090204339541443,-14.73911147241338,-6.934237723065272,-12.18831201775573,-5.547993055070642,-12.874853154857039,-7.951764382674982,-15.1592783160699,-8.938614521439558,-15.388573300242754,-9.272688067872483,-18.12031708083334,-9.612691668546399,-17.760668277010517,-9.48887973723722,-15.000828236001809,-8.41331002905933,-13.353115066844651,-6.045182460987152,-12.751679587494282,-7.641092671249531,-14.721733041313943,-8.089093341418089,-15.056811465652329,-7.766946267985624,-17.60696432998133
154,-7.9392843028771765,-14.270726217222961,-10.880859585626219,-18.740305368911525,-7.678355433783293,-15.92259218747294,-8.964939029078087,-18.451000336428617,-7.0207628161174895,-13.127012798558608,-6.330090609130298,-12.563474175773699,-4.534188793238313,-12.88350251035361,-4.596634347496672,-12.277947026849107,-4.755918058388717,-11.179314260981103,-4.038775039833465,-11.242493841152736,-5.141404605105915,-13.910747032799776,-5.184226186064178,-10.994435248577542,-2.129702741141462,-11.654792897582471,-2.842825823335218,-11.823323608753276,-4.079036028647195,-11.354835565478501,-5.502190338829106,-12.10886649878572,-5.513153240673909,-12.914879355331513,-3.263214903123393,-11.091541887904313
155,-7.4678875000399785,-13.859871046898537,-9.73000511365344,-17.912155786678493,-8.013070555786959,-14.771814696561869,-9.375767667829866,-16.349752791755325,-7.498426375950629,-13.580436017449154,-6.699800138543402,-13.368216186612916,-7.003034877545887,-13.396919466309447,-4.52322120979942,-13.932247742536806,-6.199812026939221,-15.523033354604356,-6.681722689326044,-14.180763565093578,-7.596228135287937,-17.668386139481004,-7.425966180752615,-18.309471116938823,-7.661799441426536,-17.291194540799072,-9.326002000535757,-17.92753012117603,-6.905865311185852,-15.138619043476783,-8.83706366135102,-16.41792073558337,-7.873972605368063,-16.649287765865093,-9.180181072607667,-16.83615882497145
156,-8.626727820397125,-14.07584654486942,-10.882904353245571,-17.725346930331803,-9.560322820472257,-14.759443694111038,-11.252708770130493,-17.713588357992446,-7.76949708348786,-14.323771548842165,-7.048910493165186,-12.08875628631407,-6.6346033382027105,-13.617467687803483,-7.149079739203179,-13.648316544054769,-6.95787488101594,-13.986889300206848,-5.615564716017399,-12.882747399524687,-9.34214552980362,-16.558250278976203,-10.285416030105415,-18.501869753852954,-8.792905341499464,-15.58342890919948,-11.143870087128601,-18.190121121260717,-7.254682537067677,-14.15493394447948,-10.486433669508441,-17.344143129249307,-10.742768596547398,-17.416290408688106,-10.66941190747472,-18.38713302043792
157,-3.250690011152062,-15.590671537654151,-10.807376816482812,-18.983168698756742,-8.33645805944047,-18.92348273907433,-10.763348284280989,-18.962185943156918,-11.550290953381664,-16.963348048617036,-10.541735615133327,-16.370845637980768,-8.795997085328414,-15.505127262462086,-11.69598284184156,-16.958842720639723,-10.85638121233857,-19.050973939144853,-12.574032413677283,-18.20246379504901,-10.403105997831695,-18.918404534010385,-9.355136835213969,-15.521526675084447,-8.82857223676494,-14.298793241841231,-10.835080697668033,-17.653956019105596,-9.012706285375394,-15.561642933078414,-11.247886713792454,-19.19131724537928,-9.708804513244512,-16.42512313222913,-9.103995512863332,-15.585887787859406
158,-6.191479027119389,-12.360152279419253,-11.585376097315978,-16.533005871739274,-8.896942982399688,-17.98889150420785,-10.4975969028154,-18.769305613500332,-8.282291765773394,-15.17303160401745,-7.269461308337604,-12.03821400073495,-7.632460559088459,-13.57886044337916,-6.717705134791153,-11.922196707476704,-7.772948168313577,-13.378433594382466,-6.042372467097144,-15.268391097377593,-11.04604683691239,-15.243083795779073,-10.329660778348766,-17.47141492906956,-8.835609983713933,-15.049251521743033,-12.228999897409476,-19.212010734999943,-8.001867122106447,-15.475024203824635,-11.958552733458827,-18.325169285320886,-9.680203511498696,-16.962206055793516,-9.507905300686302,-15.719726883450832
159,-6.184671854323367,-13.506344658156026,-8.807522002805262,-15.645658256135262,-8.978348308863138,-16.682735212560026,-9.23058583028984,-17.553977902441545,-8.899581261262295,-15.045772537297522,-5.9942506924854655,-13.429722720463,-7.472452693104785,-12.73958630603454,-5.096555174166705,-13.022451571065707,-7.476590485410011,-13.924100339058754,-6.112331571757988,-11.679247273289889,-8.852769269324753,-15.00153202763416,-10.234884975018987,-15.935189633868967,-9.288492670032442,-14.412333332622769,-12.247843527340178,-19.119712273110935,-9.021011952184043,-16.412071905125604,-9.83776841288016,-18.733195101569503,-9.52764316569115,-16.861945650672247,-9.57691963349922,-18.29276984814623
160,-6.401706177483435,-14.223482928761289,-8.95692545401706,-15.967518925838856,-7.894862479732845,-15.88083363160669,-8.810354010613754,-15.669227463932756,-8.250148146804468,-14.328523465355648,-8.005682341056133,-13.737967638018215,-6.7979378940571555,-12.542355226372361,-4.892440371572435,-12.820462695314676,-7.700199773220408,-14.642015258251016,-6.243992853222818,-14.275366507009927,-8.835643393282368,-15.497163187202382,-10.982432124282724,-16.85809003241651,-7.709934497158811,-16.088558835938272,-9.783082011917719,-18.17679101873354,-6.681788098655544,-14.568441897373871,-6.590419632933585,-16.698928430532632,-6.8847981066456,-17.995119467631145,-9.443084013636627,-18.677228057410957
161,-7.561855563410721,-15.090682539655125,-8.57548449443899,-15.663073797699225,-7.609038853793461,-14.724866240464113,-8.56150671920773,-16.575494876529525,-8.7624091181485,-14.767176471024522,-7.999134510045963,-14.499400608917943,-6.667389279291756,-12.714820090897526,-5.83783681764123,-14.014792198958528,-5.574730249710614,-14.741881188513448,-7.363501261577229,-13.961724939841888,-10.268417669744476,-15.179211442106917,-8.566602613609923,-15.445578459502585,-7.316159078609816,-14.652670330092299,-6.8433936012670005,-15.17756399321784,-6.371338225638359,-13.565278015200906,-6.829026040595157,-14.039756612803629,-8.74853312958474,-15.36735754934023,-7.135323641481727,-15.804366548446351
162,-6.299442055320165,-13.107547123355515,-8.160462344673595,-16.039010086476416,-7.775970748946921,-14.196788712249111,-7.0844463125916715,-13.476489413474527,-7.19107640111516,-14.181392962450545,-6.349341069925886,-12.527042369076554,-7.094958447544856,-13.981704848657618,-4.62671328409297,-13.15318932690872,-8.173418675097043,-15.397057059685073,-9.449692060203125,-15.753337355663131,-7.689263964343254,-16.18485425673731,-8.751914100353972,-15.974672369718041,-8.339143461938837,-16.60254032698354,-9.912265206078033,-14.287298857292154,-7.817013363638364,-13.276806680810157,-7.77661725027806,-14.911958162785412,-5.950958531676292,-14.225211791566448,-5.860340279618167,-12.172017110316053
163,-1.7665593363267602,-9.603884038512296,-4.500742119910853,-10.778838010141413,-3.481948948700187,-10.18937663932308,-2.7923316633961477,-9.441904945757257,-3.77140528105919,-10.294061408254313,-2.660000960196194,-9.402345685019721,-3.3823932322027033,-9.953525799262747,-4.7859948786645905,-10.422180973036209,-4.331520454286929,-9.67185024929708,-3.8270708181680964,-10.160867303915076,-4.110794377786236,-11.344645771982451,-3.988672235984163,-11.843181370178073,-4.051378625943057,-11.870851907585052,-5.299255788103903,-10.49683787472821,-3.3341478383884176,-10.953132694678185,-4.571869513087324,-12.90636289837612,-4.816369921282969,-11.541252650877418,-3.9734776313952813,-12.21734512067485
164,-6.073578851722435,-13.016534632207197,-10.84251941353794,-18.564999011382,-8.496413505518873,-18.6080848711371,-7.274604683529554,-15.086243006213952,-7.041475809926252,-14.11845752843611,-9.820726864595239,-13.794406145747992,-10.229917994342223,-13.848669718197096,-8.764788671822513,-13.497470023654056,-5.3467890445149795,-11.878284774692622,-6.2655866935436775,-13.008284651593694,-7.949645484364809,-16.084892340258875,-8.66297955211343,-16.368895023291213,-9.15896810079728,-16.787242426685204,-8.613046621612725,-15.426803304978215,-6.107082991623562,-16.1429788504537,-9.561025269531918,-16.21939844461492,-8.211479989331536,-14.301436312779687,-8.094035073220535,-13.74166394668203
165,-9.055880739372903,-13.972834360337485,-12.990374162595801,-20.24759542278835,-12.336099292141709,-18.79673679357124,-7.876596806258921,-15.681013227888732,-8.284369028831133,-13.117960171877028,-8.918261452922927,-14.630396355382512,-9.697410611059336,-15.204578023853712,-9.339342290882003,-14.04710535972385,-6.713195621780335,-13.921773147370347,-8.105624093959733,-14.834619779028547,-9.05932657555525,-16.561315504873978,-10.200204659814055,-17.087297359670487,-8.728449189277434,-16.454165923506622,-7.211717162757676,-15.223992934222997,-7.344180169425904,-13.959093071587624,-8.927401113223134,-15.226392814353002,-7.8427741961161335,-14.580296379550441,-8.200769303372644,-14.057034178320226
