farm_id,crop_type,area_ha,npix_full,npix_core,ring_frac,no_interior,buffer_level,health_index,health_core_only,health_matched_random,level_ring_minus_core_db,cv_full,cv_core,on_attention_list,stays_core_only
197,Bajra,0.2251970800390402,53,24,0.5471698113207547,False,0,76.18,64.9,55.08,0.664,0.4027621296040923,0.38114678805978813,False,False
198,Groundnut,0.1275051537003932,27,8,0.7037037037037037,False,0,63.22,56.66,35.54,-0.865,0.4825236608163796,0.5393379748181516,False,False
199,Cotton,2.2064500138134653,760,648,0.1473684210526316,False,0,52.79,49.74,50.0,-0.602,0.556810911893295,0.5581954120916924,False,False
200,Cotton,0.9396453164725428,278,195,0.2985611510791367,False,0,68.97,72.32,64.63,-1.332,0.5961079463507473,0.5282432490545005,False,False
201,Groundnut,1.0044624331766328,322,253,0.2142857142857143,False,0,51.79,50.21,49.12,0.529,0.5009209340307618,0.4765692827844824,False,False
202,Rice,0.7478270702787766,232,170,0.26724137931034486,False,0,9.2,8.92,10.0,1.918,0.8070795267927929,0.6925545304307125,True,True
203,Rice,0.6296053964305492,184,128,0.30434782608695654,False,0,32.44,19.91,38.0,0.637,0.5936417957969338,0.6190002692908395,False,True
204,Groundnut,1.0112498838353696,313,234,0.25239616613418525,False,0,74.55,67.66,67.67,0.164,0.4049512559868292,0.4123027878407975,False,False
205,Cotton,0.6349802383745021,192,139,0.27604166666666663,False,0,65.36,63.18,59.55,-0.305,0.5096524263444787,0.4583944750820668,False,False
206,Cotton,0.784311710682565,247,191,0.22672064777327938,False,0,52.11,46.65,50.33,-0.584,0.4766676491005764,0.4911487892005272,False,False
207,Cotton,0.6967410053794851,215,156,0.27441860465116275,False,0,20.47,31.05,17.72,1.37,0.6422278449954874,0.4930032624124868,True,False
208,Groundnut,0.4266130349569345,119,78,0.3445378151260504,False,0,55.2,54.42,57.07,0.197,0.4791776452241668,0.4517379373982034,False,False
209,Cotton,0.1582519835685695,38,15,0.6052631578947368,False,0,69.52,61.54,60.99,0.454,0.3970660724832165,0.37900524904185284,False,False
210,Cotton,0.3129597991705544,76,41,0.4605263157894737,False,0,9.76,26.85,10.14,-0.166,0.7765790385032447,0.5875814579850906,True,False
211,Cotton,0.1802465149020178,37,12,0.6756756756756757,False,0,70.04,59.77,80.38,-0.763,0.4030027471370607,0.44237489633230415,False,False
212,Rice,0.4319206022836689,122,82,0.3278688524590164,False,0,58.37,50.99,56.49,0.575,0.4722184384845697,0.480625411061922,False,False
213,Cotton,0.3845928018852836,91,41,0.5494505494505495,False,0,76.5,75.16,67.36,-0.428,0.4665952712933771,0.4157071384143732,False,False
214,Groundnut,0.5767319613707624,165,107,0.35151515151515156,False,0,32.42,40.06,28.18,0.268,0.6689030118013939,0.5800301844897274,False,False
215,Groundnut,0.368371320561087,94,49,0.4787234042553191,False,0,67.92,61.56,62.67,-0.317,0.4332910604582107,0.4629638320812029,False,False
216,Cotton,2.257866105104644,747,607,0.18741633199464525,False,0,77.98,74.25,76.49,-0.768,0.5116437437948756,0.49707144926680064,False,False
217,Cotton,1.618538722957794,542,451,0.16789667896678961,False,0,30.01,33.46,29.5,0.942,0.5852694158101205,0.5220004989171619,False,False
218,Cotton,0.5209821847620844,157,110,0.2993630573248408,False,0,78.72,75.02,77.82,-0.966,0.5529649695740101,0.5278421693450451,False,False
219,Cotton,0.4809575378341605,139,95,0.3165467625899281,False,0,78.26,74.56,74.01,-0.557,0.4585455506841109,0.4524114292640658,False,False
220,Rice,0.6791941181350513,207,151,0.27053140096618356,False,0,79.31,79.76,79.47,0.564,0.4460166152294618,0.4159113265014771,False,False
221,Rice,0.4398077316451554,120,75,0.375,False,0,63.33,58.1,53.72,0.338,0.403590724755446,0.4117851843027173,False,False
222,Rice,0.31199362653037,75,38,0.4933333333333333,False,0,27.5,34.59,22.47,-0.317,0.6027921661615425,0.5330152731079159,False,False
223,Rice,0.7449046251333464,230,172,0.25217391304347825,False,0,63.35,53.77,65.4,0.737,0.4437239331486334,0.46256102672610433,False,False
224,Rice,0.4594212551855331,133,90,0.32330827067669177,False,0,50.74,53.09,46.37,0.975,0.5616648533351064,0.49999415626546584,False,False
225,Rice,0.4347827927627647,124,82,0.33870967741935487,False,0,24.68,59.9,21.42,0.917,0.6772369124884984,0.39159998546501307,True,False
226,Rice,0.980848019215926,311,238,0.23472668810289388,False,0,49.37,48.63,43.11,-0.1,0.4675068156898536,0.4385506690960399,False,False
227,Rice,1.6989458802815125,569,476,0.16344463971880496,False,0,53.15,50.63,54.98,0.84,0.5017688773244087,0.4738323422669494,False,False
228,Maize,0.4754910576842381,137,101,0.26277372262773724,False,0,31.49,27.36,24.99,0.89,0.5678661509939587,0.5260018546148792,False,False
229,Groundnut,0.7804683459311321,247,200,0.19028340080971662,False,0,35.68,31.33,33.97,0.794,0.4622252046382836,0.4505631889103221,False,False
230,Cotton,1.6167286085644208,548,463,0.1551094890510949,False,0,76.45,73.8,73.31,-0.989,0.4996448277519097,0.4792925689894287,False,False
231,Groundnut,0.9411568183957834,281,203,0.2775800711743772,False,0,57.34,57.46,53.87,0.903,0.491683926662406,0.433638226248863,False,False
232,Cotton,0.2671883684737131,66,36,0.4545454545454546,False,0,32.63,31.06,29.05,0.174,0.52399518462968,0.508959894792456,False,False
233,Rice,1.4462685345625117,478,387,0.19037656903765687,False,0,32.02,22.83,30.05,-0.054,0.6442659563325773,0.663031540562335,False,True
234,Groundnut,0.7494096865565114,235,178,0.24255319148936172,False,0,47.99,53.39,50.14,0.091,0.5162990516317916,0.4644171112477764,False,False
235,Cotton,0.988305653914853,320,255,0.203125,False,0,86.24,84.55,85.23,-1.41,0.546857929043402,0.5185731276609277,False,False
236,Groundnut,0.9385149634883032,300,238,0.20666666666666667,False,0,42.22,57.6,39.29,0.928,0.5558679089018231,0.4327828268471528,False,False
237,Cotton,0.5468197505470982,157,108,0.3121019108280255,False,0,21.35,22.69,27.97,0.536,0.6420471152328985,0.6207072420381453,True,True
238,Cotton,0.2241986851892471,55,32,0.4181818181818182,False,0,28.25,38.62,31.11,-0.513,0.5774707976814855,0.5087099385425775,False,False
239,Groundnut,0.6230334578875042,189,136,0.28042328042328046,False,0,59.46,54.45,55.11,1.218,0.4774697098843801,0.44786082694120943,False,False
240,Cotton,0.647745570913258,199,145,0.27135678391959794,False,0,43.02,45.91,35.75,-0.248,0.530797201036025,0.4812119554746444,False,False
241,Groundnut,1.2201418833926574,400,320,0.19999999999999996,False,0,38.54,48.41,37.43,1.248,0.5378972054375435,0.43821052143267203,False,False
242,Bajra,0.2829378630772339,73,44,0.3972602739726028,False,0,36.66,45.54,24.42,1.254,0.5258380971841893,0.4020648641770705,False,False
243,Maize,0.3109161381294359,79,43,0.45569620253164556,False,0,24.6,38.05,21.66,1.693,0.6271600040909113,0.39662184347516827,True,False
244,Cotton,0.8506963185502399,263,191,0.2737642585551331,False,0,28.95,27.11,30.41,0.642,0.5269611998461114,0.5092988605129485,False,False
245,Rice,0.3606361674570256,100,60,0.4,False,0,51.22,55.82,47.53,0.925,0.4865731674749481,0.3791484094718514,False,False
246,Cotton,1.3289544930386472,436,357,0.18119266055045868,False,0,72.1,69.39,74.26,-1.401,0.5916759623411291,0.5705260545975744,False,False
247,Cotton,0.3614106724607678,103,62,0.3980582524271845,False,0,26.99,44.58,41.54,-1.12,0.6431024975619885,0.5025688978181604,False,False
248,Cotton,0.5567778905520895,163,114,0.3006134969325154,False,0,81.76,76.14,84.21,-0.379,0.4734375521053456,0.47812683050113025,False,False
249,Groundnut,0.3292725539449389,84,48,0.4285714285714286,False,0,28.12,30.21,22.33,0.767,0.537700713176172,0.4880217259883954,False,False
250,Cotton,0.511454514602527,139,88,0.36690647482014394,False,0,50.49,47.74,46.7,0.268,0.4410231213958137,0.43991116703974614,False,False
251,Groundnut,0.5215320846717192,157,110,0.2993630573248408,False,0,58.31,57.63,57.03,0.99,0.497034356425479,0.4426144860883591,False,False
252,Groundnut,1.0573110816609477,341,269,0.2111436950146628,False,0,48.08,42.49,51.57,0.159,0.5125204893295521,0.5265229859254501,False,False
253,Cotton,0.7286031622944441,225,168,0.2533333333333333,False,0,85.56,82.4,81.72,0.011,0.4646767538418914,0.4413156090512318,False,False
254,Groundnut,2.1852211968278685,757,652,0.13870541611624831,False,0,27.55,31.29,27.83,0.61,0.5242751732653758,0.4813589452618503,False,False
255,Bajra,0.3891005307635708,109,71,0.3486238532110092,False,0,57.42,53.3,54.47,0.704,0.4689257757705697,0.4598525155568411,False,False
256,Cotton,0.3326938893618243,90,54,0.4,False,0,34.26,29.47,32.78,1.407,0.5346610258610636,0.4869026934813731,False,False
257,Cotton,0.2645702222467116,69,40,0.42028985507246375,False,0,26.37,23.81,29.94,-0.447,0.5687150174358429,0.6053875770128333,False,True
258,Groundnut,0.6946125446866311,211,156,0.26066350710900477,False,0,30.26,32.23,42.91,0.38,0.6108898351008455,0.5719222897539634,False,False
259,Rice,0.7847632123812942,233,168,0.27896995708154504,False,0,36.49,38.67,29.93,1.042,0.5413850487188314,0.46212128630244387,False,False
260,Groundnut,1.8687723631176507,625,519,0.16959999999999997,False,0,36.8,45.2,35.66,0.969,0.523960984896845,0.44245894839804534,False,False
261,Groundnut,0.8134373561379661,257,196,0.23735408560311289,False,0,89.94,87.07,84.51,1.051,0.4263533696409705,0.3943121060394234,False,False
262,Groundnut,1.2893564361958316,424,340,0.19811320754716977,False,0,49.03,49.27,48.23,-0.3,0.4475172346989386,0.4248554471247281,False,False
263,Maize,0.828263028546942,266,204,0.23308270676691734,False,0,56.41,56.98,53.33,0.735,0.5086528279403856,0.46027135729246216,False,False
264,Cotton,0.6158419783830043,184,129,0.29891304347826086,False,0,22.75,21.58,24.07,0.733,0.5646879031293668,0.553220788878506,True,True
265,Cotton,0.2161711378282018,51,26,0.4901960784313726,False,0,36.02,41.45,40.95,0.051,0.521739715941722,0.438808130415855,False,False
266,Groundnut,0.60773561308754,182,125,0.3131868131868132,False,0,50.77,51.39,55.4,-0.005,0.4922998202956588,0.46321108653874365,False,False
267,Cotton,2.1551723531181226,744,631,0.1518817204301075,False,0,70.51,66.63,66.78,-0.309,0.5034115241037475,0.4889871402593999,False,False
268,Cotton,0.6035998364536282,175,121,0.3085714285714286,False,0,75.95,74.65,70.91,-1.08,0.4916092850544624,0.4722775707859712,False,False
269,Cotton,0.6948285958534068,216,159,0.26388888888888884,False,0,30.65,28.82,35.91,0.508,0.5326918986211082,0.5176347431338102,False,False
270,Maize,1.471214069823128,492,406,0.17479674796747968,False,0,33.4,29.03,29.86,-0.068,0.5364686694092233,0.5278640318590915,False,False
271,Groundnut,0.5089799478166456,141,92,0.34751773049645385,False,0,46.22,54.85,37.38,0.65,0.4861821836991262,0.3927343249161711,False,False
272,Groundnut,0.9326545888768212,304,243,0.20065789473684215,False,0,36.79,39.73,35.53,0.744,0.525078764366851,0.4797510446102254,False,False
273,Rice,1.1231173649206252,366,295,0.19398907103825136,False,0,57.08,55.19,51.66,0.632,0.4945452903070047,0.4608431490933005,False,False
274,Maize,1.126366025944325,365,291,0.20273972602739732,False,0,54.79,50.35,53.99,0.012,0.5073651686192716,0.5015412617835745,False,False
275,Cotton,0.352751469778999,84,38,0.5476190476190477,False,0,42.86,37.18,36.98,0.661,0.5142111938971181,0.46410619819556476,False,False
276,Bajra,1.6402277577174762,550,453,0.1763636363636364,False,0,32.56,30.84,35.19,0.257,0.4857078082437782,0.4679894532227222,False,False
277,Groundnut,0.4988411236106482,136,83,0.3897058823529411,False,0,49.67,50.1,48.87,0.746,0.4782272255926574,0.4197167189694391,False,False
278,Cotton,0.4856704379137245,137,89,0.35036496350364965,False,0,35.97,29.25,34.45,0.063,0.491018182678385,0.540918524751528,False,False
279,Groundnut,1.4053171179877608,457,363,0.20568927789934355,False,0,50.0,48.34,48.34,0.361,0.4729897706776102,0.4592813015693777,False,False
280,Groundnut,1.4554634121873091,465,358,0.23010752688172043,False,0,37.68,35.36,39.0,1.146,0.5818653026883461,0.5519764568396119,False,False
281,Groundnut,0.6996678405121893,216,159,0.26388888888888884,False,0,34.74,32.32,32.57,0.86,0.4524631159579643,0.4403560112520106,False,False
282,Groundnut,0.5657004419728286,171,123,0.2807017543859649,False,0,33.97,35.04,29.36,0.064,0.3999694909759477,0.3830507104976825,False,False
283,Groundnut,0.3010912574216349,80,49,0.38749999999999996,False,0,70.4,66.36,71.56,-0.052,0.4130660020676994,0.4070686407934154,False,False
284,Groundnut,0.435011895227568,116,68,0.4137931034482759,False,0,27.33,16.92,25.66,0.394,0.5881658060587379,0.6320759277879164,False,True
285,Groundnut,0.858566318658825,249,163,0.34538152610441764,False,0,39.05,33.85,39.6,0.448,0.5963310957395801,0.5801552060770068,False,False
286,Cotton,1.626564128640391,553,465,0.15913200723327303,False,0,22.4,21.63,20.58,-0.351,0.5955019053554608,0.6014624245319488,True,True
287,Cotton,1.5955433868042292,538,453,0.1579925650557621,False,0,84.88,81.56,81.56,-0.629,0.4657967949223048,0.4508162382283109,False,False
288,Cotton,0.4017942140985259,112,73,0.3482142857142857,False,0,43.88,35.8,48.48,-0.262,0.6006965187811777,0.6362490701184381,False,False
289,Cotton,0.443959441511126,121,70,0.42148760330578516,False,0,49.83,61.21,51.56,0.25,0.6105865821412211,0.4677489936899712,False,False
290,Cotton,1.3059679812627736,436,358,0.17889908256880738,False,0,86.44,81.7,84.17,0.134,0.4776039561977811,0.47162417304489085,False,False
291,Cotton,1.1546305771591698,379,306,0.19261213720316628,False,0,42.18,39.82,41.29,0.247,0.5232643371517555,0.5155247320074687,False,False
292,Cotton,1.230624620457207,410,336,0.18048780487804883,False,0,85.67,83.22,83.96,-1.199,0.4577442005287662,0.43653791098060774,False,False
293,Groundnut,0.5258274788244242,152,102,0.32894736842105265,False,0,64.6,55.45,65.77,0.629,0.4361587144253649,0.4434005915572723,False,False
294,Cotton,0.6740944677624838,209,155,0.2583732057416268,False,0,80.62,73.74,75.53,-0.05,0.5492483425899244,0.558046179112094,False,False
295,Groundnut,1.5282217972556655,508,415,0.1830708661417323,False,0,59.18,58.27,53.32,0.694,0.4565211824433942,0.4190075442993548,False,False
296,Cotton,0.8112287225926186,256,196,0.234375,False,0,44.02,47.39,48.14,-0.195,0.5609458428804831,0.5081192381245133,False,False
297,Groundnut,0.9764188898337998,315,250,0.2063492063492064,False,0,62.99,55.27,56.95,0.317,0.4586936097743327,0.46547875234587843,False,False
298,Rice,0.4933137875261112,141,98,0.3049645390070922,False,0,55.66,50.86,46.0,0.303,0.4347558826558846,0.43878295240664283,False,False
299,Cotton,0.8369142643465202,263,202,0.23193916349809884,False,0,14.03,14.51,13.14,0.493,0.78435737833777,0.8134745558330624,True,True
300,Cotton,0.8367580792825227,267,204,0.2359550561797753,False,0,28.97,32.67,29.81,-1.527,1.3448032104149543,1.4037384390899055,False,False
301,Rice,0.5822234450337958,177,128,0.2768361581920904,False,0,56.77,61.25,63.08,0.438,0.4886467045588277,0.44207949849357686,False,False
302,Bajra,0.5615611998131312,169,121,0.28402366863905326,False,0,48.27,48.57,47.43,0.12,0.4791209793072652,0.44450894939073615,False,False
303,Cotton,0.1821619080194837,38,17,0.5526315789473684,False,0,52.4,54.42,48.57,0.434,0.4741839122704413,0.402932738548768,False,False
304,Cotton,0.8909633496069183,266,178,0.3308270676691729,False,0,15.37,21.84,23.29,0.967,0.6591703406586646,0.5480106153238735,True,True
305,Rice,0.5634341572768592,162,114,0.2962962962962963,False,0,23.85,25.82,21.78,0.117,0.6973247406060566,0.6245211535668023,True,True
306,Cotton,0.4512150156524247,129,86,0.33333333333333337,False,0,51.46,53.64,52.27,0.668,0.5401300168310446,0.4656690442678336,False,False
307,Groundnut,0.4510876346187722,129,85,0.3410852713178295,False,0,21.04,21.33,26.5,0.192,0.7087034753696941,0.6905576832250225,True,True
308,Groundnut,0.5172944069572172,154,109,0.29220779220779225,False,0,53.83,47.41,57.98,0.852,0.4572503298038292,0.4485527542531401,False,False
309,Groundnut,0.6354701603562977,186,126,0.32258064516129037,False,0,57.91,57.02,52.17,0.565,0.458834768640523,0.42370241927801566,False,False
310,Rice,0.6493259123802336,198,147,0.25757575757575757,False,0,49.95,49.77,52.76,0.579,0.4922735650031625,0.4535792589354515,False,False
311,Cotton,0.3711406347239452,101,64,0.36633663366336633,False,0,64.29,63.13,62.76,0.447,0.4504636333074504,0.41474426026450373,False,False
312,Bajra,0.8207014904318839,255,195,0.23529411764705888,False,0,72.91,77.19,71.05,-0.04,0.4298032046496999,0.3965590575733665,False,False
313,Cotton,0.6891098008111272,209,144,0.3110047846889952,False,0,25.35,29.66,22.32,1.296,0.5967746257275782,0.5031529297898699,False,False
314,Cotton,1.414908514548959,445,335,0.2471910112359551,False,0,35.96,39.73,36.59,-1.58,2.860852940041154,3.0362805828588173,False,False
315,Groundnut,0.8642603734586705,189,137,0.2751322751322751,False,0,26.8,31.89,30.03,1.024,0.5438283668667069,0.4662721385139857,False,False
316,Cotton,0.3335159108252412,87,47,0.45977011494252873,False,0,58.54,64.76,50.48,-0.922,0.4577334136437403,0.4030333263162835,False,False
317,Groundnut,0.5913584048082562,172,123,0.2848837209302325,False,0,54.82,51.06,50.85,0.083,0.4044377207956028,0.4021099758639431,False,False
318,Maize,0.8234512741447568,234,153,0.34615384615384615,False,0,54.06,48.35,51.9,-0.123,0.5075651528602315,0.5249570497413968,False,False
319,Cotton,0.6058604186114857,186,137,0.26344086021505375,False,0,27.75,37.58,26.4,1.06,0.6593825703828932,0.5158272770416235,False,False
320,Cotton,0.9906345080041588,319,253,0.2068965517241379,False,0,85.89,83.43,82.46,-0.674,0.4800646824421877,0.4498752257119415,False,False
321,Cotton,0.3564729567549488,96,61,0.36458333333333337,False,0,48.88,42.07,50.0,0.991,0.5572258840729676,0.5469291038163363,False,False
322,Cotton,0.3236797028551916,88,55,0.375,False,0,13.62,15.54,19.61,0.716,0.6799154991181445,0.6317290944592401,True,True
323,Bajra,1.5116467373384224,510,425,0.16666666666666663,False,0,45.71,40.56,40.98,0.161,0.4358377196332584,0.4395505227521728,False,False
324,Maize,1.7102559925899008,579,486,0.1606217616580311,False,0,63.91,61.99,63.2,0.058,0.4787399113747624,0.47327736995121594,False,False
325,Cotton,0.8448201543654581,269,207,0.23048327137546465,False,0,52.28,50.19,46.61,0.637,0.5017693330672812,0.48602098347900813,False,False
326,Maize,0.8775631379416673,276,213,0.2282608695652174,False,0,70.11,72.23,69.1,0.564,0.4982142098622216,0.4463689582596568,False,False
327,Groundnut,1.2682139293909993,401,308,0.23192019950124687,False,0,44.5,42.27,42.13,-0.001,0.4253929036269812,0.4185251225231964,False,False
328,Rice,0.7612845343969405,236,176,0.2542372881355932,False,0,53.23,45.42,49.9,0.091,0.4032514851648088,0.41413656128987925,False,False
329,Bajra,0.8387973812945769,260,195,0.25,False,0,47.14,44.84,48.23,-0.105,0.4581621311125202,0.4580783243254603,False,False
330,Groundnut,2.2141617505692937,749,626,0.16421895861148195,False,0,66.49,64.93,64.53,1.163,0.4859229710900892,0.4523086302339578,False,False
331,Groundnut,0.9905587198819932,320,254,0.20625000000000004,False,0,62.54,59.8,61.09,-0.01,0.4532788749670097,0.45379950872388386,False,False
332,Bajra,0.6593476155756809,204,151,0.2598039215686274,False,0,71.6,70.18,72.76,0.557,0.5028881527925946,0.4964154593432458,False,False
333,Bajra,0.8405281011079051,267,205,0.23220973782771537,False,0,66.71,67.42,67.87,-0.054,0.465294816576084,0.44534871348553295,False,False
334,Cotton,0.5230689440835916,154,107,0.30519480519480524,False,0,27.9,35.57,21.69,0.928,0.5801255526812086,0.47259383435721813,False,False
335,Rice,0.8936061282675993,281,215,0.23487544483985767,False,0,55.63,50.01,55.69,0.201,0.4923092946582224,0.4914078156959456,False,False
336,Groundnut,0.5467712647381995,159,107,0.32704402515723274,False,0,8.65,45.45,11.05,1.937,0.8598338614273521,0.42847539710564553,True,False
337,Groundnut,0.4080617585056155,112,72,0.3571428571428571,False,0,23.99,26.47,26.3,0.74,0.5361314358150083,0.4886246175022938,True,False
338,Groundnut,0.8287246764590369,261,199,0.23754789272030652,False,0,30.93,29.36,29.31,-0.083,0.4972871617671388,0.4992200977647927,False,False
339,Groundnut,1.5960100105300083,528,428,0.18939393939393945,False,0,14.91,9.94,14.65,0.211,0.7027016522778231,0.7522344347066404,True,True
340,Rice,0.8538129886400763,262,197,0.24809160305343514,False,0,54.41,58.52,46.45,0.019,0.4517415520385802,0.41321718645948347,False,False
341,Groundnut,1.4042032565193134,473,392,0.17124735729386897,False,0,39.24,36.49,39.31,0.721,0.5771685746629406,0.5617881202969623,False,False
342,Cotton,0.3523437320829827,91,52,0.4285714285714286,False,0,33.87,38.58,32.91,0.631,0.5425357780986387,0.4693838287522489,False,False
343,Groundnut,0.4519907706112032,125,78,0.376,False,0,36.46,36.21,36.8,0.607,0.5609671034770931,0.5282364936696293,False,False
344,Cotton,0.765893171710428,233,168,0.27896995708154504,False,0,76.36,75.96,74.93,-0.278,0.5459017982846485,0.4896033525690548,False,False
345,Bajra,1.068248846807722,343,267,0.22157434402332365,False,0,51.47,56.35,55.19,1.153,0.5418859758416584,0.47923488269308784,False,False
346,Bajra,0.9825367848894824,321,253,0.21183800623052962,False,0,77.03,73.93,77.78,0.337,0.4754567802298567,0.4583438864776088,False,False
347,Groundnut,1.2277659917656358,396,315,0.20454545454545459,False,0,25.69,20.63,25.87,0.118,0.6099945635106032,0.6244706347675846,False,True
348,Bajra,0.5345383746943924,155,106,0.31612903225806455,False,0,44.87,55.07,50.0,0.585,0.5174880038403278,0.4520138250086759,False,False
349,Rice,1.1666711468102835,385,315,0.18181818181818177,False,0,54.12,46.26,59.68,0.196,0.5508738892051549,0.5589813725554325,False,False
350,Groundnut,0.4777295948184044,134,88,0.34328358208955223,False,0,68.17,62.63,61.41,-0.342,0.4846752292307297,0.49843007646851517,False,False
351,Cotton,1.390780801866487,461,378,0.18004338394793928,False,0,18.14,15.66,19.36,1.223,0.6851019116864357,0.692666643053706,True,True
352,Groundnut,0.3683717190155463,106,68,0.3584905660377359,False,0,24.51,27.48,22.36,0.254,0.4534432843773194,0.43428224272881466,True,False
353,Groundnut,0.7154449728476883,207,140,0.32367149758454106,False,0,52.75,48.81,48.81,0.885,0.4773393654812883,0.44468524350276833,False,False
354,Bajra,0.1942681709057613,45,23,0.48888888888888893,False,0,12.2,25.07,18.69,-0.487,0.549298963005583,0.46821155783304463,True,True
355,Groundnut,0.6405699028036437,186,132,0.29032258064516125,False,0,24.7,25.73,34.98,-0.742,0.545190262120943,0.5583277808532782,True,True
356,Groundnut,3.4870211523025763,1223,1070,0.12510220768601799,False,0,53.78,50.42,50.72,0.071,0.4764379036387993,0.4705160100564625,False,False
357,Groundnut,1.773973407142243,610,517,0.15245901639344261,False,0,54.85,52.03,52.86,0.742,0.4843538317587352,0.46488696825801124,False,False
358,Groundnut,1.0030560652810323,316,249,0.21202531645569622,False,0,56.74,48.19,56.36,0.436,0.4965956650146934,0.5018204654394027,False,False
359,Groundnut,1.1243145242197328,371,303,0.18328840970350402,False,0,37.02,32.18,33.3,0.529,0.4467156665644045,0.45675522501236,False,False
360,Cotton,0.3577856720256962,96,57,0.40625,False,0,12.5,14.22,16.03,0.242,0.7139955368294436,0.6887274460222319,True,True
361,Groundnut,1.0700679113211724,351,280,0.20227920227920226,False,0,46.85,47.02,45.9,0.363,0.4636778367727874,0.4375496070122471,False,False
362,Groundnut,0.8972080155162842,276,208,0.24637681159420288,False,0,40.76,42.42,41.15,0.728,0.4817233683150677,0.4534344598277862,False,False
363,Cotton,0.5148690725528019,150,106,0.29333333333333333,False,0,38.94,37.96,37.35,1.109,0.5651634643079655,0.49952135828540484,False,False
364,Groundnut,0.3985669466216266,111,69,0.3783783783783784,False,0,68.46,67.62,75.58,0.616,0.4319623048919107,0.3864165067602705,False,False
365,Bajra,0.4625124653439409,134,91,0.32089552238805974,False,0,39.92,32.42,37.95,0.895,0.5094531441908184,0.4931395541870274,False,False
366,Groundnut,0.6305903969406799,180,119,0.3388888888888889,False,0,32.15,29.6,30.78,0.181,0.5470362145787446,0.5481413435102779,False,False
367,Bajra,0.2021444470803958,47,21,0.5531914893617021,False,0,51.66,18.14,47.62,1.304,0.4836777845966156,0.5891572024769595,False,True
368,Groundnut,0.968417767219628,298,220,0.261744966442953,False,0,37.44,38.0,35.23,0.432,0.5238963894862511,0.4908439305541649,False,False
369,Cotton,0.2506905736298268,62,36,0.4193548387096774,False,0,28.15,26.34,21.2,2.885,0.6509949060211746,0.5113499020826272,False,False
370,Cotton,0.2355886103566377,60,34,0.43333333333333335,False,0,21.02,18.2,18.41,-0.828,0.658331104604148,0.7014033120190447,True,True
371,Cotton,0.7369441444436556,229,174,0.24017467248908297,False,0,37.24,33.97,32.83,0.683,0.5120429412588602,0.5091718275029261,False,False
372,Cotton,0.4214209698728999,120,83,0.30833333333333335,False,0,14.59,15.14,18.98,0.245,0.6736770915083222,0.6462148624884627,True,True
373,Groundnut,1.7138235892495668,584,499,0.14554794520547942,False,0,54.95,51.32,51.78,0.435,0.4510732009121478,0.44741572877347696,False,False
374,Groundnut,2.819943391078925,974,839,0.1386036960985626,False,0,58.61,56.75,56.27,0.998,0.5092045020782108,0.47822930281830806,False,False
375,Rice,0.7496783738599766,236,180,0.23728813559322037,False,0,32.7,24.29,33.31,1.056,0.5673693064861068,0.5605896346969671,False,True
376,Cotton,0.4036799134390735,111,69,0.3783783783783784,False,0,9.68,12.93,9.81,-1.385,0.926798686806077,0.9628128973305029,True,True
377,Rice,0.5670231911252412,168,117,0.3035714285714286,False,0,21.65,14.6,34.73,-0.073,0.6687069135995459,0.6863585183859844,True,True
378,Cotton,0.9978975444577148,323,255,0.21052631578947367,False,0,64.95,58.86,60.86,-0.034,0.4872347341058335,0.5026262876296652,False,False
379,Cotton,0.1725464974076412,36,11,0.6944444444444444,False,0,33.24,19.74,55.12,-0.459,0.4922487039284539,0.5958787095620117,False,True
380,Cotton,0.2385056719887044,56,27,0.5178571428571428,False,0,59.41,64.27,59.95,-0.051,0.4606723081797945,0.3876684695407278,False,False
381,Groundnut,0.4308311902793345,122,79,0.35245901639344257,False,0,27.82,39.52,31.15,-0.217,0.5141570238394763,0.42438265331165553,False,False
382,Cotton,0.1987242048391292,47,23,0.5106382978723405,False,0,19.15,34.43,24.51,0.304,0.5992970420411662,0.41632326196352565,True,False
383,Cotton,0.1022631011815819,18,6,0.6666666666666667,False,0,57.74,55.45,55.7,,,,False,False
384,Cotton,0.1395918366313292,33,18,0.4545454545454546,False,0,57.74,55.45,55.7,,,,False,False
385,Cotton,0.0677907865748431,10,2,0.8,False,0,57.74,55.45,55.7,,,,False,False
386,Rice,0.2192110577475543,49,19,0.6122448979591837,False,0,10.71,7.64,12.38,-1.122,1.2267067881451794,1.3358338780029098,True,True
387,Rice,0.2020509404142093,43,14,0.6744186046511628,False,0,2.93,2.28,12.11,6.196,1.971946141047893,2.0000000103303663,True,True
388,Cotton,0.0909549608202883,14,3,0.7857142857142857,False,0,17.41,15.95,56.25,,,,True,True
389,Cotton,0.1741471641977431,39,16,0.5897435897435898,False,0,57.74,55.45,55.7,,,,False,False
390,Cotton,0.2231943275792059,54,27,0.5,False,0,57.74,55.45,55.7,,,,False,False
391,Cotton,0.2027115518899628,48,22,0.5416666666666667,False,0,57.74,55.45,55.7,,,,False,False
392,Cotton,0.1358435637914478,24,4,0.8333333333333334,False,0,57.74,55.45,55.7,,,,False,False
393,Cotton,0.1270314314274379,24,2,0.9166666666666666,False,0,57.74,55.45,55.7,,,,False,False
394,Cotton,0.0578884432963519,6,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
395,Cotton,0.0748161587044376,10,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
