farm_id,ndvi_20250501,ndvi_valid_20250501,ndvi_20250511,ndvi_valid_20250511,ndvi_20251013,ndvi_valid_20251013,ndvi_20251018,ndvi_valid_20251018,ndvi_20251023,ndvi_valid_20251023,ndvi_20251107,ndvi_valid_20251107,ndvi_20251109,ndvi_valid_20251109,ndvi_20251112,ndvi_valid_20251112,ndvi_20251117,ndvi_valid_20251117,ndvi_20251122,ndvi_valid_20251122,ndvi_20251127,ndvi_valid_20251127,ndvi_20251129,ndvi_valid_20251129,ndvi_20251202,ndvi_valid_20251202,ndvi_20251207,ndvi_valid_20251207,ndvi_20251212,ndvi_valid_20251212
136,0.19043539216449878,1.0,0.20770455751876848,0.8695652173913043,0.2744630071599045,1.0,0.29963973237261965,1.0,0.3058157870327428,1.0,0.41462982642578816,1.0,0.41047165729121593,1.0,0.4127107652399481,1.0,0.3224023915209711,1.0,0.33489198541101656,1.0,0.29902222222222224,1.0,0.3509477311889719,1.0,0.36844102856058447,1.0,0.4086307938199254,1.0,0.41015828839798224,1.0
137,0.10740474478792236,1.0,0.14091680814940577,0.8367346938775511,0.4718792866941015,1.0,0.559838056680162,1.0,0.519950890116636,1.0,0.6154363318542423,1.0,0.6210750399148484,1.0,0.6175923465320223,1.0,0.5923769190047644,1.0,0.6337119256582344,1.0,0.49794238683127573,1.0,0.5810755054325403,1.0,0.6081081081081081,1.0,0.6331617447846112,1.0,0.6069459757442117,1.0
138,0.10017730496453901,1.0,0.11535358967464372,1.0,0.42243116185359303,1.0,0.46961531313882177,1.0,0.4588545095457538,1.0,0.5812419331708016,1.0,0.5830600313703123,1.0,0.5766008803066875,1.0,0.5548953027730616,1.0,0.5916056882507248,1.0,0.4767309875141884,1.0,0.5458490020248771,1.0,0.5726027397260274,1.0,0.5989672977624785,1.0,0.5783426683900618,1.0
139,0.27218934911242604,1.0,0.06350710900473934,0.375,0.3624632103237492,1.0,0.38923239330417736,1.0,0.33448818897637794,1.0,0.22753346080305928,1.0,0.172059214608634,1.0,0.14962385065477848,1.0,0.15833484820941646,1.0,0.1330197554092192,1.0,0.14577105679620186,1.0,0.1478819969742814,1.0,0.15394811588714258,1.0,0.17542533081285444,1.0,0.19271623672230653,1.0
140,0.25814234016887816,1.0,0.08793045804078903,0.625,0.44633398383049905,1.0,0.4489358663048136,1.0,0.41317365269461076,1.0,0.2083989501312336,1.0,0.2086594504579517,1.0,0.20045172219085264,1.0,0.2020573108008817,1.0,0.1820641669887901,1.0,0.17587939698492464,1.0,0.2079954742598529,1.0,0.19178863333966925,1.0,0.1860419525583219,1.0,0.20061668915012526,1.0
141,0.12150650127036318,1.0,0.11751937984496125,0.7333333333333333,0.15613211887018125,1.0,0.1597710854676799,1.0,0.19217049300283545,1.0,0.3254382693024991,1.0,0.2855467833971703,1.0,0.2755700325732899,1.0,0.2737679992845005,1.0,0.30091460653807844,1.0,0.281879785267975,1.0,0.3626830420406235,1.0,0.39495481927710846,1.0,0.4448513755216762,1.0,0.4550149950016661,1.0
142,0.11500291885580852,1.0,0.13033579965850883,0.11538461538461539,0.15201729106628242,1.0,0.1524379191589632,1.0,0.18706199460916442,1.0,0.3259232699892435,1.0,0.29376854599406527,1.0,0.2911222780569514,1.0,0.29760468723074274,1.0,0.3489030431705591,1.0,0.3178086781705478,1.0,0.3823631927500871,1.0,0.4273235499650594,1.0,0.4919698459521468,1.0,0.49661617789236223,1.0
143,0.24480406155798826,1.0,0.22402485329651364,0.5,0.15211771724000794,1.0,0.12206952303961197,1.0,0.13616782168945496,1.0,0.20932697403285638,1.0,0.2214261344251109,1.0,0.14987621405446583,1.0,0.16225289071242074,1.0,0.16004455997029335,1.0,0.16634665735730494,1.0,0.19553903345724907,1.0,0.22817314746881878,1.0,0.2845060284326075,1.0,0.30610041389238796,1.0
144,0.09565217391304348,1.0,0.09688531649203387,0.9298245614035088,0.43776143083802105,1.0,0.5003691126531817,1.0,0.47666320936435025,1.0,0.45651836924507827,1.0,0.4517096580683863,1.0,0.4420717855520218,1.0,0.4255054432348367,1.0,0.3768413840356286,1.0,0.30672823218997364,1.0,0.36342957130358705,1.0,0.39616724738675957,1.0,0.4320728291316527,1.0,0.4340145479736751,1.0
145,0.16439008894536214,1.0,0.07555913761837599,0.0,0.1916402313864527,1.0,0.20602352941176472,1.0,0.24883804075795496,1.0,0.400920887400586,1.0,0.4008782435129741,1.0,0.388529886914378,1.0,0.29525371230755215,1.0,0.31105445274084864,1.0,0.24717823081634438,1.0,0.29421016416003143,1.0,0.3349935252515191,1.0,0.39630194433854365,1.0,0.4056820187047821,1.0
146,0.2546664502515825,1.0,0.042097488921713444,0.0,0.22291207690767073,1.0,0.28859834647183236,1.0,0.29780564263322884,1.0,0.4187105816398038,1.0,0.3154080854309687,1.0,0.30341643582640815,1.0,0.26575931232091693,1.0,0.24086529721868752,1.0,0.20360735345126604,1.0,0.2261640798226164,1.0,0.23348837209302326,1.0,0.2469396369776277,1.0,0.24446058844896476,1.0
147,0.12670237184391736,1.0,0.09708503974945797,0.0,0.21334448860071115,1.0,0.26711358700783683,1.0,0.26907233481627946,1.0,0.38167668906968516,1.0,0.3038270796294564,1.0,0.27672327672327673,1.0,0.2151487826871055,1.0,0.2322587290143166,1.0,0.21635810997513125,1.0,0.2423326924837499,1.0,0.22058823529411764,1.0,0.1765094755398854,1.0,0.17615409447971592,1.0
148,0.15467568002575247,1.0,0.06915113871635611,0.0,0.4289344132126409,1.0,0.5484681853888452,1.0,0.509501720784079,1.0,0.49155193992490614,1.0,0.4185800070646415,1.0,0.37973568281938325,1.0,0.273223050354481,1.0,0.24487842236262683,1.0,0.19635369188696444,1.0,0.22109375,1.0,0.23988269794721406,1.0,0.25528169014084506,1.0,0.25830402500976946,1.0
149,0.12550720582062405,1.0,0.1943187356401866,1.0,0.16351330564528535,1.0,0.19394601341863005,1.0,0.20928233777395788,1.0,0.3533647435327585,1.0,0.3440270156184044,1.0,0.3365087323472884,1.0,0.3402601652622106,1.0,0.35567908404546583,1.0,0.26971905971004995,1.0,0.29718004338394793,1.0,0.30076896190143304,1.0,0.2844896155545736,1.0,0.2564102564102564,1.0
150,0.14290255921157208,1.0,0.17548579970104633,0.6470588235294118,0.1983640081799591,1.0,0.21118359739049394,1.0,0.23740747427333453,1.0,0.3787684999086424,1.0,0.3789455724279133,1.0,0.3777556771092326,1.0,0.25072254335260113,1.0,0.23112215637545402,1.0,0.20686034301715087,1.0,0.23415459845777695,1.0,0.2518225369714643,1.0,0.3145345220816919,1.0,0.32009221493172546,1.0
151,0.3866575901974132,1.0,0.5411877394636015,0.09090909090909091,0.3217094017094017,1.0,0.29612561870626386,1.0,0.29494712103407755,1.0,0.3998949027850762,1.0,0.4032506415739949,1.0,0.29809104258443464,1.0,0.2139231327048586,1.0,0.15693361232642192,1.0,0.151903237282106,1.0,0.15315315315315314,1.0,0.1479245283018868,1.0,0.1448803827751196,1.0,0.14323160456843287,1.0
152,0.24138434579439252,1.0,0.3022241604884431,1.0,0.3458323188052918,1.0,0.32716650438169426,1.0,0.3206818912833709,1.0,0.35278372591006424,1.0,0.19946375562577803,1.0,0.18062900083495687,1.0,0.17065390749601275,1.0,0.14293942593836997,1.0,0.14760546759760054,1.0,0.1643352909770422,1.0,0.19548648916163516,1.0,0.2015258855585831,1.0,0.2692554851739649,1.0
153,0.2710901173518341,1.0,0.30954453147664635,1.0,0.31878422347432744,1.0,0.42128230949983214,1.0,0.42123152319974705,1.0,0.5059461086858347,1.0,0.4836121413973204,1.0,0.46715878276589334,1.0,0.4086368526202551,1.0,0.40201706749418153,1.0,0.28688393000481616,1.0,0.31909234477599535,1.0,0.3512642117766842,1.0,0.16406329760081675,1.0,0.18623962040332148,1.0
154,0.20933278755628326,1.0,0.06719524281466799,0.0,0.5768732921041277,1.0,0.5974035553588553,1.0,0.5407257773609407,1.0,0.589707237541646,1.0,0.5910360134602993,1.0,0.5806962025316456,1.0,0.5478559667835923,1.0,0.5743929983060417,1.0,0.4467899891186072,1.0,0.5243356225739026,1.0,0.5418055134807634,1.0,0.5646950092421442,1.0,0.5385926844389337,1.0
155,0.12040332147093713,1.0,0.1433146517213771,0.0,0.18130173673105016,1.0,0.19198806733432772,1.0,0.22625698324022347,1.0,0.3522707943527811,1.0,0.27615140779414504,1.0,0.2664692820133235,1.0,0.2552026286966046,1.0,0.22818003913894325,1.0,0.22799343903772554,1.0,0.2483323804078521,1.0,0.2550491510277033,1.0,0.29325410695560994,1.0,0.3250302715793115,1.0
156,0.16002960769800148,1.0,0.16409358586662423,0.0,0.3243198130529127,1.0,0.32408834103749357,1.0,0.3412306679828891,1.0,0.33395279687790375,1.0,0.33459617702772515,1.0,0.31725800895625217,1.0,0.32771977096665544,1.0,0.3521970705725699,1.0,0.22574257425742575,1.0,0.26286701208981,1.0,0.2774635818337618,1.0,0.3027834351663272,1.0,0.26379542395693134,1.0
157,0.12353823088455772,1.0,0.14944889436571507,1.0,0.2347022925944252,1.0,0.1877121520706042,1.0,0.1992644600468071,1.0,0.2966666666666667,1.0,0.24631871097062677,1.0,0.20543847722637662,1.0,0.23320670805151486,1.0,0.3158946412352407,1.0,0.2507968461667505,1.0,0.2917587085811385,1.0,0.32036535859269283,1.0,0.37128094007833984,1.0,0.36209740428856674,1.0
158,0.21511351008096524,1.0,0.24740124740124741,1.0,0.2788020427594564,1.0,0.22710428798305982,1.0,0.19993090940495725,1.0,0.24836125273124546,1.0,0.24851324562984323,1.0,0.24376336421952957,1.0,0.2705861979392155,1.0,0.32977913175932977,1.0,0.1362088535754824,1.0,0.13763551884357253,1.0,0.1377768534886139,1.0,0.14853358561967833,1.0,0.1514669318746892,1.0
159,0.384194377643254,1.0,0.35038520801232664,0.6923076923076923,0.25848032564450474,1.0,0.1878277314536233,1.0,0.18224498506188647,1.0,0.23983811367235616,1.0,0.24728000696318217,1.0,0.2535223441956954,1.0,0.31067719152471956,1.0,0.38559561254939917,1.0,0.13286979712353558,1.0,0.14123124676668392,1.0,0.1329720716965402,1.0,0.14193615472600604,1.0,0.1409369825655011,1.0
160,0.1984353843839326,1.0,0.18928788800973828,0.23809523809523808,0.18084291187739462,1.0,0.18649935093033318,1.0,0.22092376182526433,1.0,0.4309595453025744,1.0,0.3948462177888612,1.0,0.17864967138020316,1.0,0.1869313482216708,1.0,0.1788424019076523,1.0,0.1845102505694761,1.0,0.2232710460412252,1.0,0.17754052985369712,1.0,0.2086637014117192,1.0,0.21722560975609756,1.0
161,0.09942069829340848,1.0,0.14887868143744934,0.0,0.2386381631037213,1.0,0.18271558949525052,1.0,0.24165931156222417,1.0,0.3726775956284153,1.0,0.37620152469340407,1.0,0.38575572027070576,1.0,0.24159470880029396,1.0,0.21535648994515538,1.0,0.19804741980474197,1.0,0.2331913317280978,1.0,0.25304765422977465,1.0,0.2618867924528302,1.0,0.257612553708201,1.0
162,0.1182302456348032,1.0,0.0784313725490196,0.0,0.2245129563079251,1.0,0.235695339143615,1.0,0.2473650444505545,1.0,0.4234218392825743,1.0,0.4372772025123069,1.0,0.4652353426919901,1.0,0.47089864969734596,1.0,0.5189289698772778,1.0,0.41040635777477885,1.0,0.45975780542054534,1.0,0.5294026855996296,1.0,0.5577935454337377,1.0,0.5383650756328866,1.0
163,0.5291509279027755,1.0,0.3552662721893491,0.0,0.4459902525476296,1.0,0.4476744186046512,1.0,0.4038868932485954,1.0,0.5020909789195186,1.0,0.502261671076214,1.0,0.4940289658677056,1.0,0.47641509433962265,1.0,0.5157842814863531,1.0,0.40684833558433303,1.0,0.48500123956697794,1.0,0.5092116182572614,1.0,0.5338598554864729,1.0,0.5113770436541378,1.0
164,0.2699969353355808,1.0,0.14829245931698373,0.043478260869565216,0.14815894297095114,1.0,0.12685304944781614,1.0,0.14543471795380192,1.0,0.2655148095909732,1.0,0.3009675776608386,1.0,0.37247163295510605,1.0,0.4456107612160796,1.0,0.5068159317645267,1.0,0.4085164008426121,1.0,0.48011518406101644,1.0,0.49953227315247895,1.0,0.505161137814199,1.0,0.21437078205637158,1.0
165,0.18190072639225183,1.0,0.11149691358024691,0.3125,0.2157968970380818,1.0,0.257156759386911,1.0,0.2564102564102564,1.0,0.43610335195530725,1.0,0.44661269706007667,1.0,0.4451403009353396,1.0,0.4252143537630994,1.0,0.4664090629665408,1.0,0.376502777547467,1.0,0.46046028724692856,1.0,0.4971660604009813,1.0,0.5317592284669106,1.0,0.5028504359490275,1.0
166,0.13924990716672855,1.0,0.12630319603486584,1.0,0.2115246098439376,1.0,0.26612170753860126,1.0,0.31485758275596615,1.0,0.49564206856478793,1.0,0.5085927367055771,1.0,0.5082693677296827,1.0,0.4890836408364084,1.0,0.5225429776192021,1.0,0.4051833122629583,1.0,0.48017255682760906,1.0,0.5056958890539871,1.0,0.5300466028942851,1.0,0.47857854533377614,1.0
167,0.18589272593681117,1.0,0.1508481160170918,0.0,0.2752645874309263,1.0,0.30655707080141975,1.0,0.3318708318708319,1.0,0.5018790067054749,1.0,0.5126221180148496,1.0,0.5197545070962792,1.0,0.5176761990542671,1.0,0.5534339846062759,1.0,0.467392904460474,1.0,0.5309621864470235,1.0,0.5749476269594741,1.0,0.6117688762850053,1.0,0.5955918947742623,1.0
168,0.2020997375328084,1.0,0.08813838550247118,0.0,0.2626697581980788,1.0,0.23601431531361838,1.0,0.22795341098169716,1.0,0.32735723771580344,1.0,0.3228552717747217,1.0,0.31289223596915905,1.0,0.31920155449567217,1.0,0.3469675599435825,1.0,0.30946203079052065,1.0,0.36804437287529074,1.0,0.3957660566917833,1.0,0.43017519986392244,1.0,0.427705773438815,1.0
169,0.4413427561837456,1.0,0.10530896431679722,0.0,0.13876381498158002,1.0,0.13752535496957405,1.0,0.1533873029399233,1.0,0.21041497152156224,1.0,0.2031812156788487,1.0,0.16957210776545167,1.0,0.1806859551638245,1.0,0.19173005656329237,1.0,0.2163323782234957,1.0,0.2608370702541106,1.0,0.2945921173235564,1.0,0.3468849990589121,1.0,0.38121345029239767,1.0
170,0.143013698630137,1.0,0.13422562141491395,0.0,0.19660954486825133,1.0,0.21290074870416587,1.0,0.2763929618768328,1.0,0.18202764976958524,1.0,0.1845181069170339,1.0,0.1739961759082218,1.0,0.1807771728928102,1.0,0.19646629537161514,1.0,0.15690129767990563,1.0,0.18338954468802698,1.0,0.1683760683760684,1.0,0.183343955810495,1.0,0.18683697770080104,1.0
171,0.15921985815602838,1.0,0.01972051717382787,0.0,0.21670345842531272,1.0,0.2218390804597701,1.0,0.22596198423736671,1.0,0.2385862785862786,1.0,0.2241669471558398,1.0,0.21605508438995719,1.0,0.23536241499419472,1.0,0.25874947545111204,1.0,0.1902328222600795,1.0,0.20409819435991072,1.0,0.2034658511722732,1.0,0.22940940136601046,1.0,0.22116271916333435,1.0
172,0.11693315353496436,1.0,0.09830310122878877,0.0,0.2118609406952965,1.0,0.2718685831622177,1.0,0.3386511965192168,1.0,0.19072164948453607,1.0,0.1763809523809524,1.0,0.16614420062695925,1.0,0.1822866959343386,1.0,0.18971801266065605,1.0,0.15366614664586584,1.0,0.16250258104480694,1.0,0.15593146822815007,1.0,0.1880597014925373,1.0,0.18541996830427893,1.0
173,0.38891352549889135,1.0,0.078757225433526,0.0,0.4120977635179768,1.0,0.4142302187691679,1.0,0.359929425602823,1.0,0.4217098943323727,1.0,0.4228903053943488,1.0,0.3957471374963918,1.0,0.3533934504034172,1.0,0.29303575118826203,1.0,0.15264223899834284,1.0,0.1585644696291878,1.0,0.15100570399279495,1.0,0.14170424875385712,1.0,0.13420509291121818,1.0
174,0.15045179401701902,1.0,0.07554786620530565,0.0,0.19293869327448912,1.0,0.17807680974364012,1.0,0.17272024729520866,1.0,0.2051093097519037,1.0,0.20781300032020494,1.0,0.21003655699567964,1.0,0.15986913849509268,1.0,0.15080690038953812,1.0,0.13596716264751155,1.0,0.14395393474088292,1.0,0.14648546284950428,1.0,0.2084130019120459,1.0,0.26915601023017904,1.0
175,0.5646928083822829,1.0,0.07910606598084427,0.0,0.40531622364802933,1.0,0.40120224936978865,1.0,0.3375747059957586,1.0,0.37485218762317696,1.0,0.38352663652447416,1.0,0.3632555356074207,1.0,0.32941637289463377,1.0,0.32892363199037883,1.0,0.2577009767092412,1.0,0.28804569563443494,1.0,0.29758493655341794,1.0,0.3118546055349029,1.0,0.2731023102310231,1.0
176,0.27480457005411907,1.0,0.045913383262780855,0.0,0.3130789181178214,1.0,0.3382899628252788,1.0,0.3288590604026846,1.0,0.48864,1.0,0.5052483158389472,1.0,0.5114335278347264,1.0,0.5066106703997512,1.0,0.5312548958170139,1.0,0.43197492163009404,1.0,0.4982275217531421,1.0,0.5267957126859703,1.0,0.563845050215208,1.0,0.5577281191806331,1.0
177,0.2892711634223631,1.0,0.08466281687383773,0.0,0.294467382328654,1.0,0.3395712827492344,1.0,0.3295803480040942,1.0,0.3810733028610124,1.0,0.3993715892177939,1.0,0.3534655266509005,1.0,0.33641700764988436,1.0,0.34396520478434217,1.0,0.2739800543970988,1.0,0.3209302325581395,1.0,0.35104146760940186,1.0,0.38628424342710055,1.0,0.36107482739317037,1.0
178,0.5285714285714286,1.0,0.13306269733874607,0.0,0.24438484746899095,1.0,0.2472972972972973,1.0,0.27408412483039346,1.0,0.3468067906224737,1.0,0.3596370092720458,1.0,0.36268017140631087,1.0,0.34480122324159024,1.0,0.3740840725028924,1.0,0.31887890005288205,1.0,0.38392690658213685,1.0,0.41252127860790616,1.0,0.48328156404165906,1.0,0.47889581478183435,1.0
179,0.19257408068546947,1.0,0.05976317622475041,0.0,0.344464609800363,1.0,0.3077354260089686,1.0,0.2636029411764706,1.0,0.33148825997678777,1.0,0.3226837060702875,1.0,0.31441458372486375,1.0,0.3080123948649845,1.0,0.3375483627441729,1.0,0.2827234342012667,1.0,0.3282610688422404,1.0,0.34269611013582185,1.0,0.40075901328273245,1.0,0.31960461285008235,1.0
180,0.4500246994895439,1.0,0.22272957889396244,0.0,0.31463332206826633,1.0,0.2356733524355301,1.0,0.20755475185854932,1.0,0.26387470207694924,1.0,0.26437563797209934,1.0,0.2471972063958831,1.0,0.23911835525097241,1.0,0.23909502262443438,1.0,0.18733509234828497,1.0,0.2158273381294964,1.0,0.23269012485811577,1.0,0.21712538226299694,1.0,0.17258883248730963,1.0
181,0.570561017929439,1.0,0.08763837638376384,0.0,0.2067785562978654,1.0,0.2889643463497453,1.0,0.3937234944868533,1.0,0.30691340782122906,1.0,0.2747875354107649,1.0,0.25371965544244324,1.0,0.27100723427935447,1.0,0.28728236184708555,1.0,0.21250224537452847,1.0,0.19937876140555233,1.0,0.19346049046321526,1.0,0.1930525054901178,1.0,0.1875125075045027,1.0
182,0.5554178607389048,1.0,0.2595983461311282,0.0,0.3453388055951085,1.0,0.41212917761922646,1.0,0.4191757779646762,1.0,0.3184870378240544,1.0,0.2843535014993826,1.0,0.28995675156174916,1.0,0.28235076010381904,1.0,0.30079435127978815,1.0,0.24123864268496198,1.0,0.30023183925811436,1.0,0.3225776193602852,1.0,0.35859321869231514,1.0,0.38694878756670725,1.0
183,0.21164646763227904,1.0,0.132829373650108,0.0,0.26664390576988733,1.0,0.2817809021675454,1.0,0.2787308614646744,1.0,0.40700808625336926,1.0,0.3934640522875817,1.0,0.39985486211901305,1.0,0.37962962962962965,1.0,0.41359570661896244,1.0,0.3194070080862534,1.0,0.3866268210683601,1.0,0.4029621080977111,1.0,0.4574351479722324,1.0,0.43242258652094717,1.0
184,0.17766037735849058,1.0,0.12550607287449392,0.0,0.29067879181552453,1.0,0.23504601226993865,1.0,0.2621861152141802,1.0,0.3872873769024172,1.0,0.3260785075787019,1.0,0.3193916349809886,1.0,0.3111234499352212,1.0,0.3319548872180451,1.0,0.2652059596844873,1.0,0.32636469221835074,1.0,0.3598763045999227,1.0,0.4103122730573711,1.0,0.41864195330600606,1.0
185,0.1733370135247033,1.0,0.11660956731379267,0.0,0.26920654911838793,1.0,0.28492201039861353,1.0,0.32147352521607786,1.0,0.48175182481751827,1.0,0.4482998521610575,1.0,0.44576877234803336,1.0,0.42705482292444225,1.0,0.45193901226383826,1.0,0.3498994772818657,1.0,0.43121149897330596,1.0,0.4630053394355454,1.0,0.5039960451511906,1.0,0.5033958602846055,1.0
186,0.38449085316496684,1.0,0.29602313810556763,0.0,0.2824832319450944,1.0,0.355735056542811,1.0,0.33286810886252616,1.0,0.4437340153452685,1.0,0.4339136041263701,1.0,0.43077665219488664,1.0,0.4341736694677871,1.0,0.4650578179989945,1.0,0.3914722445695897,1.0,0.43179873352729764,1.0,0.4317509998261172,1.0,0.48556611927398446,1.0,0.43295292439372324,1.0
187,0.18903768296480847,1.0,0.20887480190174326,0.6,0.24226884226884227,1.0,0.23156579182288878,1.0,0.29235068110373735,1.0,0.36305945223780894,1.0,0.36512570965125707,1.0,0.2202302321192678,1.0,0.22511935365405802,1.0,0.22711102789739748,1.0,0.19293184276956366,1.0,0.1809342230695901,1.0,0.19951387482276686,1.0,0.2022099447513812,1.0,0.2051423324150597,1.0
188,0.15418266226229801,1.0,0.14534365791817994,1.0,0.24607989914112363,1.0,0.2501640266191771,1.0,0.28527772784468813,1.0,0.48490440687975195,1.0,0.49433529327405706,1.0,0.5050461361014994,1.0,0.5208494479994374,1.0,0.555024595924104,1.0,0.4462604504029525,1.0,0.5155089224170942,1.0,0.5505936823239489,1.0,0.5929190646171778,1.0,0.5666166058785669,1.0
189,0.10984735109248728,1.0,0.13727560718057022,1.0,0.3005229160258382,1.0,0.2702702702702703,1.0,0.2658941434387723,1.0,0.2472831267874166,1.0,0.2378606615059817,1.0,0.2262228260869565,1.0,0.23087385243114586,1.0,0.244011234098794,1.0,0.23641703377386197,1.0,0.26806765761148127,1.0,0.28491996630160066,1.0,0.31535756154747946,1.0,0.29941560673771056,1.0
190,0.12709082382366735,1.0,0.11385816525699415,0.75,0.16465550797975867,1.0,0.14773167894532765,1.0,0.16975425330812854,1.0,0.28884065834689815,1.0,0.24013221854948474,1.0,0.24454562701574653,1.0,0.230264427716657,1.0,0.23504438440756464,1.0,0.21099258723558126,1.0,0.2462657985446189,1.0,0.26191854854275237,1.0,0.284275755228505,1.0,0.28936850519584334,1.0
191,0.5210198816208833,1.0,0.29990627928772257,0.0,0.2887372013651877,1.0,0.3463451970914658,1.0,0.3370089593383873,1.0,0.4412254412254412,1.0,0.4564574433125205,1.0,0.3855093517341565,1.0,0.3606759373349762,1.0,0.38219345810739896,1.0,0.28534258456201217,1.0,0.33345914323457254,1.0,0.3626543209876543,1.0,0.38615632266142014,1.0,0.3682228915662651,1.0
192,0.1516196222078575,1.0,0.14404691085238377,0.35714285714285715,0.20277231432050202,1.0,0.21933357744415966,1.0,0.25068870523415976,1.0,0.35145180023228806,1.0,0.357268567405843,1.0,0.35685729184773163,1.0,0.3496423209396803,1.0,0.40372781592794077,1.0,0.3329416701636593,1.0,0.3851248089658686,1.0,0.39107238129112576,1.0,0.4083245521601686,1.0,0.3971157228279986,1.0
193,0.11627906976744186,1.0,0.13215890450039228,0.6428571428571429,0.19761037991225613,1.0,0.1835128805620609,1.0,0.19978106185002736,1.0,0.3150537634408602,1.0,0.33202658939832963,1.0,0.27334273624823696,1.0,0.2664099743307664,1.0,0.23756481659304782,1.0,0.21907826251537807,1.0,0.27097633439196805,1.0,0.311347808275297,1.0,0.3510484454085322,1.0,0.3755368493386016,1.0
194,0.306929121358838,1.0,0.32074283915643687,1.0,0.20202702702702702,1.0,0.31671057583741064,1.0,0.4166536722282863,1.0,0.4251179733421641,1.0,0.3475837977210347,1.0,0.23207776427703525,1.0,0.20245503367146875,1.0,0.17566167467269472,1.0,0.1843012463537523,1.0,0.20665130722227787,1.0,0.26842366981601196,1.0,0.33468203008180136,1.0,0.2887477313974592,1.0
195,0.12643678160919541,1.0,0.1614550095724314,1.0,0.20175438596491227,1.0,0.3187279151943463,1.0,0.4160337552742616,1.0,0.30410674059954945,1.0,0.28990887613904825,1.0,0.21212121212121213,1.0,0.19789513249389212,1.0,0.17417918753478018,1.0,0.16327673073334578,1.0,0.1908237747653806,1.0,0.21739130434782608,1.0,0.25187763326616597,1.0,0.19927390076643808,1.0
196,0.10487849442718801,1.0,0.1471415182755389,1.0,0.25661842569714083,1.0,0.2716604015769689,1.0,0.3002043470183912,1.0,0.38157442420075627,1.0,0.38334030975303474,1.0,0.37813306686651676,1.0,0.3407325194228635,1.0,0.34795075054815316,1.0,0.2714548158516315,1.0,0.33830348213473954,1.0,0.37884564234417945,1.0,0.40279426536389373,1.0,0.3974212788351899,1.0
197,0.10978925900747791,1.0,0.1296511627906977,1.0,0.18510158013544017,1.0,0.22495682210708118,1.0,0.20907261752332174,1.0,0.45394519643446685,1.0,0.4214190981432361,1.0,0.42632869991823386,1.0,0.3549432739059968,1.0,0.31063094209161624,1.0,0.259433171222539,1.0,0.309536494405967,1.0,0.33157059756742463,1.0,0.37551020408163266,1.0,0.308953341740227,1.0
198,0.12324431256181997,1.0,0.16588628762541807,1.0,0.20148123211580543,1.0,0.2728266812465828,1.0,0.22730682670667668,1.0,0.35592048401037163,1.0,0.343033207805546,1.0,0.33759032095446145,1.0,0.3579609614453944,1.0,0.4015994981966442,1.0,0.35514312676942433,1.0,0.45027237354085603,1.0,0.4901361064382933,1.0,0.5328994938539408,1.0,0.5321803232208676,1.0
199,0.4429223744292237,1.0,0.11654676258992806,1.0,0.25311498754004985,1.0,0.2727272727272727,1.0,0.27146332985749044,1.0,0.3744107744107744,1.0,0.36859838274932616,1.0,0.35670937289278487,1.0,0.37254901960784315,1.0,0.41331960178510124,1.0,0.3411611219830398,1.0,0.4008236101578586,1.0,0.41782110484008894,1.0,0.43475226796929517,1.0,0.42667893284268626,1.0
200,0.49902912621359224,1.0,0.5345680757811395,1.0,0.4658843252305113,1.0,0.47128077060292545,1.0,0.427061310782241,1.0,0.48259900565746616,1.0,0.4856655290102389,1.0,0.4808019028202514,1.0,0.46279373368146215,1.0,0.46891322662173546,1.0,0.33648010788941335,1.0,0.3928505957836847,1.0,0.4121335054397935,1.0,0.42731781762686,1.0,0.39177033492822966,1.0
201,0.1236386931454196,1.0,0.13807411646873657,1.0,0.25167580743449114,1.0,0.26466025442134655,1.0,0.2468589630153955,1.0,0.34550662370211244,1.0,0.3506835776643057,1.0,0.3590844062947067,1.0,0.3090909090909091,1.0,0.3286637931034483,1.0,0.26474066565298193,1.0,0.3074179743223966,1.0,0.32927266212826944,1.0,0.3435306820226741,1.0,0.3300456621004566,1.0
202,0.15484654066238945,1.0,0.16055180510713238,1.0,0.21028520762524014,1.0,0.14545130852768381,1.0,0.15336322869955157,1.0,0.2812403100775194,1.0,0.2601626016260163,1.0,0.26091888825865,1.0,0.33510167992926615,1.0,0.4361078546307151,1.0,0.3647959183673469,1.0,0.331781557743957,1.0,0.3353867214236824,1.0,0.23553564762971257,1.0,0.20893023255813953,1.0
203,0.14754636468078122,1.0,0.17404487568223165,1.0,0.16924549369915456,1.0,0.18695993715632364,1.0,0.2024492920015308,1.0,0.23646723646723647,1.0,0.23434704830053668,1.0,0.24227057091444462,1.0,0.27519906778015146,1.0,0.3422818791946309,1.0,0.3274695534506089,1.0,0.4078593217297685,1.0,0.4474434199497066,1.0,0.40090619231414665,1.0,0.30040715170826693,1.0
204,0.16790806554586082,1.0,0.16911154165513423,1.0,0.2632978723404255,1.0,0.20040520006753335,1.0,0.2644438320933223,1.0,0.4435078379177758,1.0,0.4528562096247369,1.0,0.4719749305605014,1.0,0.47859479448158154,1.0,0.5285564487941279,1.0,0.4258823529411765,1.0,0.4999269326318866,1.0,0.5117786079133948,1.0,0.5425400739827374,1.0,0.513659933441684,1.0
