village_id,farm_id,crop_type,health_index,hi_resid,landscape,farm_specific,actionable_rank
1,365,Bajra,39.92,-0.6038083657958438,-0.0613,-0.5201,0.2953
1,366,Groundnut,32.15,-0.9300079538831582,-0.3695,-0.5172,0.3032
1,367,Bajra,51.66,0.053918847007287996,-0.6071,0.6813,0.7248
1,368,Groundnut,37.44,-0.6477017039337217,-0.6299,0.008,0.4842
1,369,Cotton,28.15,-1.084463844332048,-0.7102,-0.3565,0.3956
1,370,Cotton,21.02,-1.4523301911005386,-0.629,-0.7965,0.2308
1,371,Cotton,37.24,-0.6154729478207465,-0.7028,0.0993,0.5451
1,372,Cotton,14.59,-1.7840806272465966,-0.3826,-1.3823,0.0857
1,373,Groundnut,54.95,0.28673732000099145,-0.7972,1.0716,0.8733
1,374,Groundnut,58.61,0.4820569560718679,-0.6011,1.06,0.8643
1,375,Rice,32.7,-0.646968304671496,-0.4881,-0.1827,0.407
1,376,Cotton,9.68,-2.0374079431839442,-0.1668,-1.9193,0.0198
1,377,Rice,21.65,-1.1979361326900313,-0.2244,-0.9869,0.1744
1,378,Cotton,64.95,0.8142011712472582,-0.5835,1.3854,0.8989
1,379,Cotton,33.24,-0.8218495799489319,-0.4545,-0.3856,0.3846
1,380,Cotton,59.41,0.528369535749721,-0.393,0.9098,0.833
1,381,Groundnut,27.82,-1.1610828238795776,-0.4165,-0.7755,0.2398
1,382,Cotton,19.15,-1.5488112666204654,-0.5605,-1.0124,0.1714
1,383,Cotton,57.74,0.4422072918362039,0.2019,0.2264,0.644
1,384,Cotton,57.74,0.4422072918362039,0.242,0.159,0.6022
1,385,Cotton,57.74,0.4422072918362039,0.2378,0.1854,0.6242
1,386,Rice,10.71,-1.7434192130993322,0.0986,-1.3586,0.1163
1,387,Rice,2.93,-2.1313404530979025,0.1194,-1.7877,0.0465
1,388,Cotton,17.41,-1.6385851015962258,0.1827,-1.6329,0.0527
1,389,Cotton,57.74,0.4422072918362039,0.0374,0.3706,0.7055
1,390,Cotton,57.74,0.4422072918362039,0.1887,0.222,0.6418
1,391,Cotton,57.74,0.4422072918362039,0.2512,0.165,0.6066
1,392,Cotton,57.74,0.4422072918362039,0.2639,0.1783,0.6198
1,393,Cotton,57.74,0.4422072918362039,0.2728,0.1694,0.6154
1,394,Cotton,57.74,0.4422072918362039,0.2913,0.151,0.589
1,395,Cotton,57.74,0.4422072918362039,0.3141,0.1281,0.5692
1,396,Cotton,57.74,0.4422072918362039,0.3046,0.1376,0.5758
1,397,Cotton,57.74,0.4422072918362039,0.2879,0.1543,0.5956
1,398,Cotton,57.74,0.4422072918362039,0.3281,0.1141,0.5582
1,399,Cotton,57.74,0.4422072918362039,0.3346,0.1076,0.5516
1,400,Cotton,57.74,0.4422072918362039,0.3215,0.1207,0.5637
1,401,Cotton,57.74,0.4422072918362039,0.3107,0.1315,0.5714
1,402,Cotton,57.74,0.4422072918362039,0.2414,0.2008,0.633
1,403,Cotton,57.74,0.4422072918362039,0.2522,0.19,0.6264
1,404,Cotton,57.74,0.4422072918362039,0.2987,0.1435,0.5802
1,405,Cotton,57.74,0.4422072918362039,0.292,0.1503,0.5868
1,406,Cotton,57.74,0.4422072918362039,0.1923,0.2499,0.6549
1,407,Cotton,57.74,0.4422072918362039,0.1796,0.2627,0.6593
1,408,Cotton,57.74,0.4422072918362039,0.1519,0.2903,0.6747
1,409,Cotton,57.74,0.4422072918362039,0.1065,0.305,0.6813
1,410,Cotton,4.9,-2.284028018577126,0.2214,-2.0243,0.0154
1,411,Cotton,57.74,0.4422072918362039,0.0757,0.3797,0.7121
1,412,Cotton,57.74,0.4422072918362039,0.2453,0.1488,0.5824
1,413,Cotton,57.74,0.4422072918362039,0.2664,0.1585,0.6
1,414,Cotton,57.74,0.4422072918362039,0.3461,0.0573,0.5275
1,415,Maize,66.19,0.9634346295997797,0.2462,0.8721,0.8364
1,416,Cotton,57.74,0.4422072918362039,0.2859,0.1222,0.567
1,417,Cotton,57.74,0.4422072918362039,0.2801,0.1621,0.6044
1,418,Rice,59.21,0.6748558691539669,0.2047,0.8694,0.8372
1,419,Cotton,42.54,-0.34202391025090095,0.297,-0.4371,0.3582
1,420,Maize,37.76,-0.8714023558987293,0.2057,-0.9738,0.2182
1,421,Groundnut,24.79,-1.322781866856287,0.2342,-1.3906,0.0633
1,422,Bajra,63.2,0.7004411669176925,0.1395,0.7108,0.7315
1,423,Maize,47.29,-0.25634796012662964,0.2245,-0.3152,0.4364
1,424,Groundnut,51.63,0.10956213099680827,0.2199,0.0749,0.5158
1,425,Cotton,54.49,0.2745262782320532,0.2744,0.1982,0.6308
1,426,Groundnut,73.82,1.2937541322024777,0.2017,1.276,0.914
1,427,Groundnut,56.4,0.36411805013836035,0.2596,0.288,0.5882
1,428,Groundnut,54.77,0.2771314362598008,0.2468,0.2039,0.552
1,429,Cotton,63.63,0.746096882644957,0.1975,0.7234,0.7824
1,430,Cotton,50.47,0.06711776294322667,0.2356,0.0251,0.5143
1,431,Cotton,31.85,-0.8935654596134764,0.2789,-1.0025,0.1736
1,432,Bajra,68.05,0.9721598195663456,0.119,1.0387,0.8188
1,433,Groundnut,35.84,-0.7330873371887495,0.2929,-0.838,0.2127
1,434,Cotton,53.04,0.19971474908558584,0.2919,0.1045,0.5495
1,435,Bajra,84.55,1.8965634832164036,0.1751,1.8909,0.9866
1,436,Cotton,33.02,-0.8332002947159821,0.2859,-0.9388,0.1912
1,437,Cotton,49.48,0.016039546491500682,0.2504,-0.066,0.4813
1,438,Cotton,61.47,0.6346535012957366,0.2461,0.5494,0.7538
1,439,Maize,70.16,1.2196535122036867,0.2406,1.138,0.9091
1,440,Cotton,30.9,-0.9425799097439206,0.3109,-1.0879,0.1604
1,441,Groundnut,81.75,1.7169466770227106,0.2096,1.6482,0.9502
1,442,Groundnut,48.74,-0.04466566907008612,0.1565,-0.0512,0.457
1,443,Bajra,60.9,0.5715848986513206,0.1475,0.5808,0.6577
1,444,Rice,2.43,-2.1562711240489674,0.0856,-1.7337,0.0581
1,445,Rice,24.94,-1.033892317832024,0.028,-0.5669,0.2558
1,446,Cotton,4.9,-2.284028018577126,0.0793,-1.8375,0.0286
1,447,Cotton,38.92,-0.5287947623269086,0.0122,-0.3347,0.4
1,448,Cotton,57.74,0.4422072918362039,-0.0311,0.4701,0.7385
1,449,Cotton,57.74,0.4422072918362039,-0.0151,0.4507,0.7341
1,450,Cotton,57.74,0.4422072918362039,-0.0054,0.3805,0.7143
1,451,Cotton,57.74,0.4422072918362039,-0.0379,0.455,0.7363
1,452,Rice,5.84,-1.9862439481627046,-0.1114,-1.3615,0.1047
1,453,Cotton,3.77,-2.342329417153338,-0.0694,-1.7667,0.0374
1,454,Bajra,44.96,-0.3214450648990989,0.1216,-0.277,0.4094
1,455,Bajra,50.26,-0.024515403241807746,0.1167,0.0189,0.5302
1,456,Cotton,39.34,-0.5071252159534491,0.0938,-0.4217,0.3648
1,457,Cotton,31.19,-0.927617603914627,0.0532,-0.7991,0.2286
1,458,Cotton,33.27,-0.8203017552079704,0.0295,-0.6516,0.2615
1,459,Rice,30.49,-0.7571618702752033,0.2167,-0.7426,0.2326
1,460,Groundnut,86.28,1.9586947511760089,0.0256,2.103,0.9729
1,461,Rice,59.01,0.6648836007735408,0.0757,1.0132,0.8837
1,462,Maize,60.3,0.583301325182396,-0.187,0.7196,0.8182
1,463,Rice,2.28,-2.163750325334287,0.0095,-1.6421,0.0698
1,464,Cotton,57.74,0.4422072918362039,0.0581,0.3841,0.7187
1,465,Cotton,57.74,0.4422072918362039,0.0212,0.421,0.7297
1,466,Bajra,53.56,0.1603653294882041,0.1804,0.1446,0.5638
1,467,Groundnut,49.86,0.015104274208433355,0.2137,-0.0606,0.448
1,468,Rice,45.84,0.008209727922490565,-0.0393,0.5155,0.7209
1,469,Cotton,50.95,0.09188295879860914,0.2259,0.0216,0.5121
1,470,Cotton,55.81,0.34263056683435444,0.1627,0.3358,0.6923
1,471,Cotton,62.02,0.6630302882133624,0.2212,0.6143,0.7626
1,472,Cotton,40.1,-0.46791365584909395,0.2274,-0.5521,0.2989
1,473,Bajra,68.74,1.010816700046257,0.1546,1.008,0.8121
1,474,Cotton,16.22,-1.6999821496543612,-0.0533,-1.4926,0.0703
1,475,Rice,9.43,-1.8072417307340585,-0.0478,-1.6131,0.0814
1,476,Groundnut,52.99,0.18213991926358206,-0.2826,0.5842,0.7195
1,477,Bajra,3.13,-2.6649484134131547,0.1782,-2.7107,0.0134
1,478,Bajra,66.07,0.8612313799283384,-0.1908,1.1643,0.8456
1,479,Bajra,54.82,0.2309561547123902,0.1746,0.1749,0.5705
1,480,Groundnut,58.98,0.501802383762093,0.1194,0.5065,0.6968
1,481,Bajra,52.85,0.12058795971901971,0.1296,0.1141,0.5436
1,482,Cotton,59.9,0.5536506731854238,-0.1418,0.8651,0.822
1,483,Maize,34.17,-1.1030965091853857,0.1344,-1.114,0.1455
1,484,Cotton,40.54,-0.44521222631499363,0.0933,-0.4204,0.3714
1,485,Cotton,30.48,-0.96424945611738,0.1169,-0.961,0.1846
1,486,Rice,66.87,1.056793748124282,0.0596,1.3291,0.9419
1,487,Bajra,20.72,-1.6794780834977296,0.2678,-1.7818,0.0336
1,488,Groundnut,45.54,-0.21543693558014232,0.18,-0.236,0.3937
1,489,Bajra,49.47,-0.06877473016808319,0.2083,-0.1009,0.4765
1,490,Groundnut,55.62,0.32249255392653414,0.148,0.3447,0.6154
1,491,Bajra,66.29,0.8735567621103398,0.0641,0.9633,0.7987
1,492,Cotton,46.95,-0.1144936733295763,0.1446,-0.0936,0.4681
1,493,Cotton,62.14,0.6692215871772078,-0.011,0.8481,0.8176
1,494,Cotton,36.8,-0.6381743773548472,0.1623,-0.6327,0.2747
1,495,Bajra,27.58,-1.29515025727716,0.1963,-1.3182,0.0604
1,496,Cotton,38.93,-0.5282788207465883,0.1718,-0.5463,0.3033
1,497,Cotton,53.28,0.21209734701327707,0.0326,0.3316,0.6901
1,498,Bajra,79.12,1.5923506411788393,-0.1397,1.8011,0.9732
1,499,Bajra,36.33,-0.8049361932203112,0.1166,-0.8512,0.1879
1,500,Groundnut,79.22,1.5819306444381975,-0.1617,1.8147,0.9593
1,501,Cotton,44.51,-0.24038341892776965,-0.0299,-0.1436,0.4396
1,502,Cotton,24.37,-1.2794897616931833,0.0685,-1.2822,0.1121
1,503,Bajra,50.0,-0.039081764002354004,-0.0833,0.1147,0.5503
1,504,Cotton,33.65,-0.800695975155793,-0.0935,-0.6316,0.2769
1,505,Bajra,62.69,0.6718686900412358,-0.2608,0.9928,0.8054
1,506,Bajra,33.98,-0.9365936847098649,-0.1431,-0.7423,0.2215
1,507,Bajra,40.92,-0.547783901332204,-0.0584,-0.4093,0.3356
1,508,Bajra,43.62,-0.39651784728037653,-0.1162,-0.2257,0.4295
1,509,Bajra,53.66,0.16596777593456774,-0.0538,0.2709,0.604
1,510,Cotton,52.75,0.18475244325629245,-0.0452,0.2804,0.6681
1,511,Maize,47.93,-0.21504315285547074,-0.0224,-0.1503,0.5091
1,512,Cotton,28.7,-1.0560870574144225,-0.0753,-0.9466,0.1868
1,513,Bajra,30.08,-1.1550890961180604,-0.2297,-0.8738,0.1611
1,514,Groundnut,27.11,-1.1989726986364964,-0.1983,-0.9131,0.19
1,515,Cotton,21.65,-1.4198258715403493,-0.1878,-1.1757,0.1319
1,516,Bajra,39.4,-0.6329410873169368,-0.0916,-0.4721,0.3221
1,517,Cotton,67.64,0.9529894563534628,0.1958,0.8343,0.8132
1,518,Bajra,82.63,1.7889965114462147,0.0609,1.8216,0.9799
1,519,Cotton,33.77,-0.7945046761919473,-0.1132,-0.6137,0.2813
1,520,Cotton,37.54,-0.5999947004111328,-0.1437,-0.4339,0.3604
1,521,Cotton,38.06,-0.5731657382344685,-0.1631,-0.37,0.3934
1,522,Cotton,30.94,-0.9405161434226386,-0.0694,-0.8299,0.222
1,523,Cotton,35.56,-0.7021511333145843,-0.1312,-0.5216,0.3176
1,524,Groundnut,42.22,-0.3926121245843255,0.0496,-0.4289,0.3303
1,525,Bajra,88.18,2.0999322892194168,-0.1249,2.2573,0.9933
1,526,Groundnut,51.29,0.09141768393011464,0.0715,0.024,0.4887
1,527,Groundnut,31.62,-0.958291944898886,-0.2086,-0.7175,0.2534
1,528,Groundnut,23.3,-1.4022972378250318,-0.0897,-1.2871,0.086
1,529,Cotton,37.22,-0.6165048309813875,-0.1609,-0.3949,0.3802
1,530,Groundnut,6.01,-2.3249957371871783,0.0808,-2.3498,0.009
1,531,Groundnut,70.4,1.111242341119856,-0.0406,1.178,0.8869
1,532,Maize,56.66,0.3483802338276801,0.0641,0.2947,0.6727
1,533,Cotton,64.27,0.7791171437854663,-0.0272,0.8505,0.8198
1,534,Bajra,45.37,-0.29847503446900675,0.0116,-0.2846,0.4027
1,535,Cotton,29.38,-1.0210030299526311,-0.0004,-0.9886,0.1758
1,536,Groundnut,91.3,2.226592175513659,-0.2047,2.448,0.9955
1,537,Groundnut,20.61,-1.5458518337350478,0.2313,-1.7359,0.0317
1,538,Bajra,58.33,0.42760202497976607,-0.156,0.6321,0.6846
1,539,Cotton,39.74,-0.4864875527406306,0.0024,-0.4516,0.3451
1,540,Cotton,70.92,1.1222182946985748,0.0244,1.1957,0.8703
1,541,Cotton,35.94,-0.682545353262407,0.2661,-0.8313,0.2198
1,542,Cotton,47.93,-0.06393139845817103,0.1577,-0.1354,0.4462
1,543,Cotton,38.56,-0.5473686592184452,0.2106,-0.6772,0.2571
1,544,Groundnut,64.43,0.7926471970370327,0.202,0.6719,0.7692
1,545,Maize,48.79,-0.1595398180848511,0.0615,-0.1514,0.4909
1,546,Cotton,82.12,1.7000728646574943,0.1938,1.6096,0.9429
1,547,Groundnut,48.9,-0.036127105744583506,-0.0725,0.0251,0.4932
1,548,Groundnut,40.17,-0.50201246719233,-0.0275,-0.4892,0.3213
1,549,Cotton,38.79,-0.5355020028710747,-0.0845,-0.4608,0.3429
1,550,Rice,38.03,-0.3812073523331439,0.0406,-0.4227,0.2907
1,551,Bajra,70.96,1.1351910111555374,-0.1156,1.2379,0.8792
1,552,Bajra,38.37,-0.6906462857144858,-0.0005,-0.7003,0.2349
1,553,Bajra,67.93,0.9654368838307094,0.1057,0.8584,0.7651
1,554,Bajra,50.06,-0.03572029613453548,0.0926,-0.1248,0.4631
1,555,Groundnut,40.75,-0.4710601751373824,0.073,-0.5639,0.2851
1,556,Cotton,70.16,1.0830067345942194,0.0897,1.0013,0.8462
1,557,Cotton,77.19,1.4457136655595053,-0.0175,1.4672,0.9165
1,558,Bajra,56.13,0.3043482031597586,0.0393,0.2473,0.5906
1,559,Maize,68.71,1.1260723082299673,0.1057,1.0665,0.8909
1,560,Bajra,52.69,0.11162404540483713,0.1299,-0.0329,0.5101
1,561,Cotton,50.55,0.0712452955857903,0.131,-0.0273,0.5011
1,562,Cotton,70.23,1.086618325656463,0.0142,1.0892,0.8615
1,563,Cotton,37.17,-0.6190845388829898,0.1633,-0.7677,0.2418
1,564,Cotton,33.85,-0.7903771435493837,0.1039,-0.9163,0.1934
1,565,Cotton,43.75,-0.2795949790321248,0.0681,-0.3456,0.3978
1,566,Cotton,36.47,-0.6552004495054223,0.0229,-0.6941,0.2527
1,567,Cotton,20.11,-1.4992808749097009,0.1142,-1.6529,0.0462
1,568,Cotton,52.38,0.16566260478443542,-0.0499,0.1976,0.6286
1,569,Groundnut,21.21,-1.5138322212644122,0.164,-1.6844,0.0362
1,570,Cotton,79.38,1.5587048716496867,0.0276,1.5795,0.9297
1,571,Groundnut,85.76,1.930944420368125,0.0278,1.8783,0.9638
1,572,Cotton,54.81,0.2910364088023081,0.114,0.2193,0.6385
1,573,Groundnut,67.21,0.9410047348176432,0.0249,0.9415,0.8371
1,574,Cotton,46.61,-0.13203568706047225,0.0787,-0.2087,0.4187
1,575,Groundnut,49.37,-0.011045075975919083,0.0443,-0.0585,0.4525
1,576,Groundnut,28.79,-1.109317783718717,-0.0215,-1.0747,0.1538
1,577,Cotton,38.56,-0.5473686592184452,-0.1087,-0.4215,0.367
1,578,Cotton,56.18,0.3617204053062114,0.0373,0.3958,0.7231
1,579,Cotton,79.52,1.5659280537741733,-0.1799,1.8229,0.967
1,580,Cotton,52.69,0.18165679377436955,-0.1518,0.393,0.7209
1,581,Cotton,40.65,-0.4395368689314686,-0.2297,-0.142,0.4418
1,582,Cotton,48.45,-0.03710243628150676,-0.3136,0.303,0.6791
1,583,Groundnut,34.65,-0.7965929019221768,-0.2075,-0.5938,0.2805
1,584,Maize,63.6,0.796279237674309,-0.1787,1.038,0.8545
1,585,Cotton,66.0,0.8683750371809067,-0.423,1.371,0.8967
1,586,Bajra,64.98,0.8001647136629715,-0.5021,1.3281,0.8993
1,587,Cotton,38.07,-0.5726497966541481,0.0693,-0.5556,0.2967
1,588,Bajra,64.86,0.7934417779273345,-0.0388,0.8865,0.7852
1,589,Bajra,72.19,1.2041011024458146,-0.1906,1.478,0.9128
1,590,Cotton,28.1,-1.0870435522336503,0.1925,-1.2164,0.1187
1,591,Cotton,22.75,-1.3630722977050984,0.0638,-1.3456,0.0879
1,592,Cotton,47.09,-0.10727049120508977,-0.1507,0.0795,0.5385
1,593,Groundnut,85.37,1.910131672262212,-0.2629,2.1877,0.9864
1,594,Cotton,75.29,1.3476847652986177,-0.5446,1.9923,0.9912
1,595,Cotton,73.52,1.2563631055818951,-0.2217,1.612,0.9451
1,596,Groundnut,49.13,-0.023852920964173015,-0.0943,0.1493,0.543
1,597,Cotton,14.48,-1.7897559846301216,-0.2984,-1.4124,0.0813
1,598,Cotton,35.6,-0.7000873669933025,-0.4552,-0.1874,0.433
1,599,Cotton,28.53,-1.0648580642798704,-0.3978,-0.6111,0.2835
1,600,Cotton,23.18,-1.3408868097513185,-0.4077,-0.8725,0.2088
1,601,Bajra,42.5,-0.459265247479653,-0.5033,0.1014,0.5369
1,602,Cotton,50.0,0.042868508668164954,-0.5173,0.6206,0.767
1,603,Cotton,12.9,-1.871274754320755,-0.5248,-1.3142,0.0967
1,604,Cotton,30.75,-0.9503190334487275,-0.7128,-0.1908,0.4308
1,605,Cotton,13.57,-1.8367066684392839,-0.4992,-1.2773,0.1143
1,606,Bajra,26.47,-1.3573374128318003,-0.4776,-0.827,0.2013
1,607,Groundnut,22.26,-1.4577978994407998,-0.4886,-0.9335,0.1765
1,608,Cotton,71.96,1.1758762190519028,-0.7223,1.9401,0.9824
1,609,Groundnut,30.56,-1.0148599269303422,-0.6146,-0.3583,0.3484
1,610,Cotton,30.84,-0.9456755592258433,-0.6641,-0.2263,0.4132
1,611,Maize,43.23,-0.5183753312530436,-0.6902,0.183,0.6182
1,612,Cotton,18.37,-1.5890547098854613,-0.633,-0.8956,0.1978
1,613,Cotton,24.63,-1.2660752806048512,-0.6549,-0.5616,0.2923
1,614,Cotton,28.11,-1.08652761065333,-0.6094,-0.4219,0.3626
1,615,Cotton,74.94,1.3296268099874011,-0.3446,1.7927,0.9604
1,616,Groundnut,27.01,-1.2043093007149355,-0.2622,-0.8708,0.2036
1,617,Cotton,41.15,-0.4137397899154454,-0.4462,0.0712,0.5319
1,618,Groundnut,47.45,-0.11350783588195243,-0.3243,0.2709,0.5837
1,619,Cotton,39.86,-0.48029625377678514,-0.2141,-0.1916,0.4286
1,620,Bajra,33.11,-0.9853349687932315,-0.0573,-0.8168,0.2081
1,621,Cotton,46.47,-0.13925886918495875,-0.1948,0.1512,0.5912
1,622,Groundnut,55.28,0.3043481068598409,-0.2232,0.6297,0.7511
1,623,Bajra,55.86,0.2892215977545756,-0.2426,0.6181,0.6779
1,624,Groundnut,51.82,0.11970167494584273,-0.2521,0.4505,0.6606
1,625,Cotton,46.15,-0.1557689997552136,-0.1995,0.1575,0.5978
1,626,Cotton,42.16,-0.3616296903030787,-0.2296,-0.0346,0.4989
1,627,Groundnut,20.54,-1.549587455189955,-0.1308,-1.3197,0.0724
1,628,Cotton,44.12,-0.2605051405602678,-0.3421,0.1498,0.5846
1,629,Maize,46.5,-0.3073335816019662,-0.3613,0.1182,0.5818
1,630,Cotton,40.08,-0.468945539009735,-0.2365,-0.1508,0.4374
1,631,Cotton,33.61,-0.802759741477075,-0.2827,-0.4419,0.356
1,632,Bajra,57.66,0.39006563378912723,-0.1704,0.6506,0.7013
1,633,Bajra,42.63,-0.4519820670993797,-0.1054,-0.2178,0.4362
1,634,Bajra,36.33,-0.8049361932203112,-0.0549,-0.6221,0.2752
1,635,Bajra,91.13,2.265204459387154,-0.4165,2.773,1.0
1,636,Cotton,31.46,-0.9136871812459745,-0.1272,-0.6447,0.2637
1,637,Bajra,39.98,-0.6004468979280257,-0.0455,-0.4517,0.3289
1,638,Bajra,28.67,-1.2340835910117924,-0.157,-0.9546,0.1342
1,639,Groundnut,12.47,-1.9802512429200028,-0.112,-1.7608,0.0271
1,640,Bajra,23.25,-1.5377361884047207,0.0126,-1.41,0.0537
1,641,Groundnut,54.15,0.2440445033734772,-0.0163,0.3886,0.6244
1,642,Groundnut,67.8,0.972490687080435,0.0402,1.066,0.8688
1,643,Rice,39.37,-0.31439315418429004,-0.1291,-0.0681,0.4302
1,644,Bajra,40.47,-0.572994910340842,-0.0624,-0.3925,0.349
1,645,Cotton,73.6,1.2604906382244587,-0.1853,1.5796,0.9319
1,646,Bajra,34.86,-0.8872921559818617,-0.1796,-0.6267,0.2685
1,647,Cotton,30.85,-0.9451596176455228,-0.0973,-0.7524,0.244
1,648,Cotton,54.01,0.24976108237667075,-0.0259,0.3821,0.7165
1,649,Cotton,60.78,0.5990535322536248,-0.1363,0.8263,0.8066
1,650,Groundnut,48.62,-0.05106959156421347,0.0576,-0.0093,0.4661
1,651,Bajra,29.03,-1.213914783804882,0.0856,-1.1999,0.0805
1,652,Cotton,34.51,-0.7563249992482333,0.1864,-0.8318,0.2176
1,653,Cotton,28.71,-1.055571115834102,-0.0947,-0.8755,0.2044
1,654,Bajra,67.48,0.9402258748220712,-0.2448,1.2561,0.8859
1,655,Groundnut,50.66,0.05779709083594722,-0.1001,0.2253,0.5656
1,656,Bajra,73.87,1.29822220274473,-0.3,1.6578,0.9329
1,657,Bajra,52.96,0.12675065081002007,-0.1468,0.3177,0.6107
1,658,Bajra,48.69,-0.11247381244972236,-0.5295,0.4706,0.6242
1,659,Cotton,30.86,-0.9446436760652024,-0.4124,-0.4833,0.3319
1,660,Maize,27.79,-1.5148538066697503,-0.607,-0.8775,0.2545
1,661,Cotton,68.6,1.002519848064227,0.0732,0.9238,0.8374
1,662,Cotton,78.1,1.4926643493686673,-0.0687,1.5988,0.9385
1,663,Cotton,30.83,-0.9461915008061639,0.0886,-1.0677,0.167
1,664,Groundnut,26.19,-1.2480694377581374,0.1065,-1.3913,0.0588
1,665,Cotton,47.6,-0.08095747060874624,0.0193,-0.138,0.444
1,666,Cotton,85.11,1.8543393971733126,-0.0109,1.9179,0.9736
1,667,Cotton,52.28,0.1605031889812307,0.0596,0.1207,0.5637
1,668,Groundnut,60.4,0.5775821332759304,-0.0181,0.605,0.7376
1,669,Bajra,61.41,0.6001573755277768,-0.0469,0.6734,0.7181
1,670,Bajra,35.18,-0.8693643273534969,0.0346,-0.8707,0.1678
1,671,Cotton,71.35,1.1444037826523545,-0.047,1.2351,0.8791
1,672,Groundnut,14.92,-1.849504491998241,0.1158,-1.9552,0.0226
1,673,Cotton,15.68,-1.727842994991666,0.1093,-1.8344,0.0308
1,674,Bajra,81.29,1.713923729064938,-0.0522,1.7974,0.9597
1,675,Groundnut,64.91,0.8182628870135406,0.0544,0.7719,0.8009
1,676,Groundnut,62.1,0.6683043686093978,-0.0194,0.6959,0.7783
1,677,Groundnut,37.41,-0.6493026845572536,0.1082,-0.7159,0.2579
1,678,Maize,42.39,-0.5725878907964393,0.1181,-0.6778,0.3455
1,679,Cotton,80.85,1.6345482839567949,-0.0179,1.6642,0.9473
1,680,Cotton,53.63,0.23015530232449338,0.0651,0.1793,0.622
1,681,Cotton,51.48,0.11922786255559341,0.0502,0.1,0.5473
1,682,Cotton,21.92,-1.4058954488716968,0.1622,-1.5392,0.0637
1,683,Cotton,48.66,-0.026267663094777346,0.071,-0.0619,0.4835
1,684,Cotton,57.29,0.41898992072178287,-0.183,0.6375,0.7714
1,685,Groundnut,23.03,-1.4167060634368178,-0.0014,-1.3951,0.0543
1,686,Groundnut,41.81,-0.4144921931059262,-0.0593,-0.329,0.362
1,687,Cotton,22.04,-1.3997041499078513,0.0463,-1.4004,0.0835
1,688,Groundnut,52.66,0.16452913240473224,-0.1273,0.2355,0.5701
1,689,Rice,40.48,-0.2590470646729259,-0.058,-0.2251,0.3721
1,690,Rice,36.92,-0.436553441844508,-0.0354,-0.4102,0.314
1,691,Rice,26.52,-0.9551113976266589,-0.01,-0.9621,0.186
1,692,Bajra,29.14,-1.2077520927138816,-0.0104,-1.215,0.0738
1,693,Cotton,48.43,-0.038134319442147846,-0.1757,0.1133,0.556
1,694,Cotton,74.5,1.3069253804533008,-0.1542,1.5183,0.9275
1,695,Groundnut,82.95,1.7809859019639818,-0.1826,1.9433,0.9683
1,696,Cotton,52.98,0.19661909960366294,0.0695,0.116,0.5604
1,697,Cotton,48.26,-0.046905326307595814,0.0137,-0.0699,0.4791
1,698,Cotton,40.42,-0.4514035252788391,0.1101,-0.5623,0.2901
1,699,Groundnut,32.68,-0.9017239628674301,0.024,-0.9206,0.1855
1,700,Bajra,58.98,0.4640179268811319,-0.1515,0.6158,0.6711
1,701,Bajra,34.67,-0.8979368042299531,0.0152,-0.9229,0.1544
1,702,Groundnut,41.6,-0.42569905747064873,-0.0651,-0.3637,0.3439
1,703,Cotton,38.03,-0.57471356297543,-0.0693,-0.4815,0.3341
1,704,Bajra,25.84,-1.3926328254438933,-0.0756,-1.3008,0.0671
1,705,Cotton,82.29,1.7088438715229421,-0.183,1.912,0.9714
1,706,Bajra,48.26,-0.1365643321690875,-0.0067,-0.1299,0.4564
1,707,Cotton,45.47,-0.19085302721700512,-0.0284,-0.1955,0.4242
1,708,Groundnut,40.52,-0.48333435991779256,0.5006,-0.9763,0.1674
1,709,Groundnut,46.28,-0.17594608019969177,0.4793,-0.6775,0.2715
1,710,Cotton,78.29,1.5024672393947567,0.3405,1.2192,0.8769
1,711,Cotton,46.38,-0.14390234340784275,0.5167,-0.6342,0.2681
1,712,Cotton,47.09,-0.10727049120508977,0.4403,-0.5325,0.3121
1,713,Cotton,56.98,0.4029957317318484,0.3743,0.0925,0.5429
1,714,Rice,52.29,0.32981538319122805,0.425,-0.0746,0.4186
1,715,Cotton,81.12,1.6484787066254478,0.2785,1.3997,0.9011
1,716,Groundnut,33.47,-0.85956480644776,0.3682,-1.2153,0.1041
1,717,Cotton,54.97,0.2992914740874353,0.2112,0.1337,0.5736
1,718,Bajra,42.45,-0.4620664707028349,0.2218,-0.6293,0.2617
1,719,Cotton,64.53,0.7925316248737986,0.6288,0.2653,0.6615
1,720,Maize,63.2,0.7704637331298348,0.6068,0.2528,0.6545
1,721,Cotton,61.13,0.617111487564841,0.644,0.0611,0.5297
1,722,Cotton,76.97,1.4343629507924551,0.5638,0.9584,0.8418
1,723,Cotton,70.64,1.1077719304496019,0.4613,0.7318,0.7868
1,724,Cotton,26.27,-1.1814608614322952,0.5792,-1.6836,0.0418
1,725,Groundnut,62.93,0.7125981658604436,0.4321,0.35,0.6199
1,726,Cotton,47.34,-0.0943719516970782,0.6064,-0.6244,0.2791
1,727,Groundnut,49.37,-0.011045075975919083,0.2369,-0.1699,0.4118
1,728,Bajra,28.17,-1.2620958232436124,0.024,-1.1959,0.0872
1,729,Cotton,31.75,-0.8987248754166811,0.0731,-0.8744,0.2066
