farm_id,crop_type,yield_forecast_t_ha,ens_sd_t_ha,health_sd_pts,label_confidence,label_entropy,flag_qc,flag_non_crop
323,Bajra,1.873,0.041,2.076982510566669,0.33,0.9278164829168076,ok,
324,Maize,2.5233,0.0385,3.802008341924664,0.6654,0.5549134648393595,ok,
325,Cotton,0.7243,0.065,3.329698883047961,0.7942,0.4111015209942606,ok,
326,Maize,2.6317,0.0522,3.369416614655424,0.7516,0.5071040054717596,ok,
327,Groundnut,2.4392,0.0629,2.483053749077444,0.4402,0.8083885307472063,ok,
328,Rice,1.7568,0.0534,3.1329371449104886,0.3358,0.8638191259575723,ok,
329,Bajra,1.8942,0.0108,3.158347415002172,0.3432,0.9152612292392772,ok,
330,Groundnut,2.8682,0.0266,1.7402255580517647,0.5035,0.8253080378490248,ok,
331,Groundnut,2.7912,0.0349,2.739826205794588,0.3967,0.8788281041205477,ok,
332,Bajra,2.2572,0.0831,5.247545949066312,0.2582,0.9904257169157512,ok,
333,Bajra,2.1846,0.0706,2.850121486908653,0.309,0.9538370036359076,ok,
334,Cotton,0.5913,0.0319,3.952253585494888,0.4102,0.8126154580988091,ok,
335,Rice,1.7883,0.0921,3.276991165078881,0.4674,0.7335976780054645,ok,
336,Groundnut,1.7397,0.0554,5.733202649770091,0.2504,0.9942280987292026,ok,
337,Groundnut,2.0389,0.0721,4.837186265651542,0.3919,0.8823608730237528,ok,
338,Groundnut,2.1744,0.0235,3.299628845682064,0.3785,0.933238047985644,ok,
339,Groundnut,1.8618,0.0233,2.1250851588596893,0.5328,0.7876740541660326,ok,
340,Rice,1.7723,0.0388,2.869998821492026,0.4769,0.8496813956147288,ok,dw_only
341,Groundnut,2.3365,0.1019,2.908332229550808,0.2388,0.9947090495038134,ok,
342,Cotton,0.6239,0.0087,6.696981294194354,0.288,0.9797205146089902,ok,
343,Groundnut,2.2823,0.0697,4.25972865931265,0.2445,0.9883119157530754,ok,
344,Cotton,0.8557,0.025,3.755637131876561,0.9781,0.0726044523445128,ok,
345,Bajra,1.9585,0.1152,2.820269043614172,0.3734,0.8570102591905323,ok,
346,Bajra,2.3378,0.1138,3.0705575918845014,0.3737,0.9177506121525336,ok,
347,Groundnut,2.0722,0.0674,2.742180459020781,0.3916,0.909113890682428,ok,
348,Bajra,1.8605,0.0728,5.737955221502043,0.3468,0.9171705340629994,ok,
349,Rice,1.7685,0.0192,2.5063371639883463,0.3093,0.9402325638848856,ok,
350,Groundnut,2.901,0.0779,4.452003167753108,0.3356,0.928794938488156,ok,
351,Cotton,0.5381,0.0037,2.64255785526991,0.3484,0.932758789210987,ok,
352,Groundnut,2.049,0.1409,3.664697225448148,0.4198,0.7830209139439805,ok,
353,Groundnut,2.6002,0.0358,3.3290312910050632,0.4023,0.876788125768626,ok,
354,Bajra,1.3756,0.039,8.878863869947564,0.3093,0.9361201016296726,ok,
355,Groundnut,2.0528,0.1425,4.03081364704741,0.3907,0.8474794722662254,ok,
356,Groundnut,2.6203,0.0387,2.405790605044921,0.4543,0.8778641302875134,ok,
357,Groundnut,2.6412,0.0715,2.004782088712209,0.3703,0.8979126178296007,ok,
358,Groundnut,2.6781,0.0718,3.1616328850327453,0.3053,0.9525864848066464,ok,
359,Groundnut,2.2932,0.2301,2.3525445270739933,0.6113,0.7052040390600688,ok,
360,Cotton,0.5073,0.0104,5.212548677592304,0.2452,0.9908602529646928,ok,
361,Groundnut,2.4851,0.0421,2.471723117461012,0.3983,0.8559613854174772,ok,
362,Groundnut,2.3661,0.0481,3.418182192611743,0.3878,0.8056527580417969,ok,
363,Cotton,0.6515,0.0193,3.9513370838635495,0.3749,0.8761465119966755,ok,
364,Groundnut,2.9067,0.0598,4.822172542355139,0.2747,0.9541841369020202,ok,
365,Bajra,1.787,0.0443,5.056512498729492,0.3403,0.956019373375968,ok,
366,Groundnut,2.1981,0.0182,3.875363416211509,0.2989,0.97051426441458,ok,
367,Bajra,1.9613,0.0791,8.07134588691398,0.3266,0.9460137294131205,ok,
368,Groundnut,2.3015,0.0274,3.008948101759118,0.3361,0.960297430133983,ok,
369,Cotton,0.5926,0.016,10.66995238474567,0.6325,0.6595554451787313,ok,dw_only
370,Cotton,0.5538,0.0123,6.089259432932886,0.6427,0.6850886900014107,ok,
371,Cotton,0.6423,0.0097,3.821371794403423,0.4229,0.8934417814544446,ok,
372,Cotton,0.5187,0.0067,5.353610892789932,0.4731,0.8677867472649368,ok,
373,Groundnut,2.6431,0.0429,2.1869433905081213,0.4011,0.8492020585110173,ok,
374,Groundnut,2.7145,0.045,1.7955543215669632,0.4004,0.9323514935844184,ok,
375,Rice,1.4871,0.026,4.445650641944596,0.3587,0.9336598738875762,ok,
376,Cotton,0.4919,0.0086,4.936234912816292,0.4897,0.8110169539825723,ok,
377,Rice,1.3419,0.0358,4.1340832000002585,0.3675,0.9357815720496974,ok,
378,Cotton,0.7934,0.0549,2.602392687169821,0.8355,0.350373386811992,ok,
379,Cotton,0.6204,0.0145,6.94531046812936,0.3585,0.9278596557114944,ok,
380,Cotton,0.7632,0.0169,5.136770136671055,0.7657,0.4598828452035927,ok,
381,Groundnut,2.1138,0.0355,4.562601340250079,0.3718,0.8849127192029722,ok,
382,Cotton,0.5436,0.0109,7.408549227804754,0.3753,0.905193328236156,ok,
383,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
384,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,dw_only
385,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
386,Rice,1.1982,0.0774,10.954132291976505,0.993,0.0315955959499899,partial,both
387,Rice,1.096,0.0117,15.80584502597043,0.9945,0.0244097933315932,partial,both
388,Cotton,0.5341,0.0366,16.032121546623106,0.6084,0.5344532159968522,partial,
389,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,dw_only
390,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
391,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
392,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
393,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
394,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
395,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
396,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
397,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
398,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
399,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
400,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
401,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
402,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
403,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
404,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
405,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
406,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
407,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
408,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
409,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
410,Cotton,0.4659,0.0165,29.5140030013638,0.8536,0.3413165209728912,partial,both
411,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,dw_only
412,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
413,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
414,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
415,Maize,2.5632,0.13,,0.491,0.6517128955930435,partial,
416,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
417,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
418,Rice,1.8354,0.187,25.253568736017613,0.987,0.0525443270950323,partial,
419,Cotton,0.6711,0.0208,7.411925195657623,0.7827,0.4702170265526303,partial,
420,Maize,2.0663,0.1088,9.635665058995876,0.3095,0.8925781479521226,partial,dw_only
421,Groundnut,2.0546,0.0632,8.621498947004687,0.4668,0.8698605567433603,partial,both
422,Bajra,2.1326,0.0472,5.529471659415087,0.3344,0.93980191385922,partial,dw_only
423,Maize,2.2328,0.0464,7.98815284643258,0.3816,0.8965863967984017,partial,dw_only
424,Groundnut,2.5783,0.0487,8.65569112218546,0.2931,0.9400086091202534,partial,
425,Cotton,0.7363,0.0373,7.998631586032856,0.8405,0.3786863769880366,partial,
426,Groundnut,3.0113,0.0515,15.513168149355394,0.4275,0.8681997522905072,partial,
427,Groundnut,2.6713,0.0511,6.765313637892166,0.3602,0.901560732615951,partial,
428,Groundnut,2.6396,0.0847,8.064854914127379,0.3843,0.8095673356187248,partial,dw_only
429,Cotton,0.7862,0.0164,9.804833489838636,0.6613,0.5706929198881124,partial,
430,Cotton,0.7144,0.0465,10.888170095996475,0.5186,0.7709129761450647,partial,
431,Cotton,0.6128,0.0165,13.080574581349888,0.323,0.9435972453464736,partial,
432,Bajra,2.2045,0.1143,12.331230641310547,0.4413,0.8191559362684951,partial,
433,Groundnut,2.2701,0.0482,8.935649652910413,0.3778,0.8801349580159236,partial,
434,Cotton,0.7284,0.0233,11.268113887074234,0.7732,0.4936905731587981,partial,dw_only
435,Bajra,2.4493,0.027,15.268525933634786,0.3137,0.924384104025364,partial,dw_only
436,Cotton,0.6192,0.0162,12.52141284382946,0.3979,0.8720077973701497,partial,
437,Cotton,0.709,0.0163,8.445872385863062,0.344,0.8984900073650448,partial,
438,Cotton,0.7744,0.0261,8.703193833101647,0.3213,0.9169129223632104,partial,
439,Maize,2.6325,0.0553,10.573597697652108,0.5592,0.7541484984081896,partial,
440,Cotton,0.6077,0.012,7.513059317815735,0.2849,0.9483231018722316,partial,
441,Groundnut,3.166,0.0927,8.671517675153144,0.7031,0.6001351416867962,partial,
442,Groundnut,2.5218,0.0398,9.34267819123607,0.3684,0.8860330717923983,ok,dw_only
443,Bajra,2.0984,0.0604,6.012087893204102,0.4519,0.7908648741299561,ok,
444,Rice,1.0895,0.0098,16.50602786248961,0.9746,0.0880934800320322,partial,both
445,Rice,1.3852,0.1275,5.488830843483261,0.9794,0.0769744448921219,partial,dw_only
446,Cotton,0.4659,0.0165,15.694223183877206,0.8898,0.2420886075963844,partial,
447,Cotton,0.6514,0.0207,,0.3429,0.9107994738980868,partial,dw_only
448,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,dw_only
449,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,
450,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,dw_only
451,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,partial,dw_only
452,Rice,1.1343,0.0344,17.475436943188896,0.9857,0.0565629226677265,partial,both
453,Cotton,0.4597,0.0115,32.96798536417606,0.7139,0.4256735082800355,partial,
454,Bajra,1.8618,0.0526,5.549987800492685,0.3605,0.8956579841071943,partial,
455,Bajra,1.9405,0.1181,9.010032399559654,0.5974,0.6556914358762723,partial,
456,Cotton,0.6537,0.0097,8.105292853833484,0.6585,0.6011988952292981,partial,
457,Cotton,0.6093,0.011,13.326370609281188,0.4271,0.8606371879466386,partial,
458,Cotton,0.6206,0.0258,11.185272839569462,0.3717,0.902988122610577,partial,
459,Rice,1.4581,0.1165,8.629038154539536,0.5945,0.710062161176691,partial,
460,Groundnut,3.2544,0.0375,7.831698000256051,0.4046,0.8783424075375083,partial,
461,Rice,1.8327,0.1881,9.937692651936606,0.9912,0.0371103421150932,partial,
462,Maize,2.4603,0.1124,,0.4517,0.7181347431893361,partial,dw_only
463,Rice,1.0874,0.005,20.190143456010887,0.9544,0.135420297317827,partial,both
464,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,dw_only
465,Cotton,0.7541,0.0143,,0.2823,0.9587894470412368,no_sar_data,
466,Bajra,1.9895,0.0528,5.446389212454933,0.297,0.93577043649518,partial,
467,Groundnut,2.5438,0.0701,5.419058038186514,0.4786,0.7802151889881147,ok,dw_only
468,Rice,1.6598,0.1529,17.692356693626472,0.99,0.0427994740393058,partial,
469,Cotton,0.717,0.0223,8.239702141212298,0.5966,0.7026081965708239,ok,dw_only
470,Cotton,0.7436,0.02,8.323656926043926,0.377,0.9051523109368114,ok,dw_only
471,Cotton,0.7774,0.0098,6.631675956321439,0.6841,0.5972181343529175,ok,
472,Cotton,0.6578,0.013,8.221872493785611,0.4364,0.8636266653098659,ok,dw_only
473,Bajra,2.2147,0.0461,9.038038004252153,0.4288,0.8734501978068895,partial,dw_only
474,Cotton,0.5276,0.0113,16.066157279458764,0.7552,0.5091020853170282,ok,both
475,Rice,1.1814,0.0259,12.861591625938114,0.3322,0.9424299798099678,ok,both
476,Groundnut,2.6049,0.0981,11.44893962606173,0.3929,0.8110764157687155,ok,dw_only
477,Bajra,1.241,0.0401,11.259525883141707,0.4495,0.7311163481532688,ok,both
478,Bajra,2.1751,0.0305,18.161558546279554,0.4208,0.8852882405525839,ok,dw_only
479,Bajra,2.0082,0.0656,13.324310291707162,0.3841,0.8659092803177771,ok,
480,Groundnut,2.7218,0.1025,12.82588812597034,0.384,0.8781934650269831,ok,
481,Bajra,1.9789,0.0598,5.771915689202968,0.416,0.9121425177046332,ok,
482,Cotton,0.7659,0.0469,,0.7885,0.419242161081579,ok,dw_only
483,Maize,2.0037,0.0396,,0.5029,0.709487843500312,ok,dw_only
484,Cotton,0.6602,0.0123,9.169584351901818,0.4008,0.9082765450356856,ok,
485,Cotton,0.6054,0.0109,7.7702191497447,0.4319,0.8880291089645189,ok,
486,Rice,1.936,0.184,6.693942001684132,0.9816,0.0704779584357084,partial,
487,Bajra,1.5022,0.0878,10.682186862342952,0.4202,0.8242856670087182,partial,
488,Groundnut,2.4595,0.0996,8.038836655152815,0.482,0.745591046478451,partial,dw_only
489,Bajra,1.9287,0.0662,15.263186963918754,0.4394,0.790323375651321,partial,dw_only
490,Groundnut,2.6562,0.1498,10.006089323214356,0.4418,0.8724723917915381,partial,dw_only
491,Bajra,2.1783,0.0599,7.711935405888891,0.4093,0.8508747207593149,ok,
492,Cotton,0.6952,0.0157,11.793712717336826,0.483,0.8613610017132645,ok,dw_only
493,Cotton,0.7781,0.0178,9.779064876636712,0.3281,0.9219616355425024,partial,dw_only
494,Cotton,0.6398,0.0184,9.532137499926774,0.3276,0.9145659296671635,partial,dw_only
495,Bajra,1.604,0.0398,8.457010852478136,0.3888,0.92469664154485,partial,dw_only
496,Cotton,0.6515,0.0182,9.94891257575914,0.2806,0.938996779064716,partial,dw_only
497,Cotton,0.7297,0.0274,6.525260745060361,0.3395,0.9116763131650082,ok,dw_only
498,Bajra,2.3688,0.0194,6.936530986971409,0.3647,0.8955838219810018,ok,
499,Bajra,1.7337,0.0633,7.329456669535111,0.5452,0.6390410097872533,ok,
500,Groundnut,3.1166,0.0405,7.923135679214462,0.3971,0.8727732684351692,ok,
501,Cotton,0.6819,0.0237,7.778887155986952,0.4402,0.8504820402573396,ok,
502,Cotton,0.572,0.0099,8.847114144783824,0.2501,0.9845270955440149,ok,
503,Bajra,1.9366,0.0881,7.955401566406575,0.294,0.9762266502463016,ok,
504,Cotton,0.6226,0.0116,9.457525833766338,0.5056,0.8337489045042582,ok,
505,Bajra,2.1249,0.0482,7.669612893164706,0.3966,0.9323559213066396,ok,
506,Bajra,1.699,0.0418,15.164056603355451,0.4225,0.9108182926786202,ok,
507,Bajra,1.8019,0.0379,6.888731947270848,0.4719,0.8795551657348379,ok,
508,Bajra,1.842,0.0488,6.620550245838411,0.3599,0.8981808034317158,ok,
509,Bajra,1.991,0.0266,8.10323795095896,0.4426,0.8643608489779235,ok,
510,Cotton,0.7269,0.0392,9.752516619079168,0.583,0.745531478403516,ok,
511,Maize,2.2441,0.0232,5.119424070770597,0.4884,0.600397095082699,ok,dw_only
512,Cotton,0.5957,0.0097,7.600625074953671,0.3536,0.8976230272751585,ok,
513,Bajra,1.641,0.0257,9.840960041733991,0.3556,0.9474167532594848,ok,
514,Groundnut,2.0998,0.072,7.428999166284473,0.2684,0.9701226864554529,ok,
515,Cotton,0.5572,0.0088,11.359963827114065,0.4838,0.8680165382937077,ok,
516,Bajra,1.7793,0.0671,5.811311490815362,0.3331,0.9484715540289264,ok,
517,Cotton,0.8081,0.0126,10.519195714120531,0.8048,0.364640888556182,ok,dw_only
518,Bajra,2.4209,0.0325,18.162716178656456,0.3711,0.8207447690957058,ok,dw_only
519,Cotton,0.6233,0.0094,3.83027030469933,0.6409,0.643491594419219,ok,
520,Cotton,0.6439,0.0214,2.763056712364872,0.4606,0.8161509037866942,ok,
521,Cotton,0.6467,0.0099,5.703852869824456,0.3756,0.9228858580879712,ok,
522,Cotton,0.6079,0.0094,5.834771823947237,0.2612,0.9879498945136176,ok,
523,Cotton,0.6331,0.0644,11.86510076577786,0.7772,0.4339276895979362,ok,
524,Groundnut,2.3946,0.2309,3.1839313984150825,0.6073,0.7089069453963613,ok,
525,Bajra,2.5032,0.0538,5.8674413501326255,0.2584,0.9730946713158406,ok,
526,Groundnut,2.5716,0.2039,5.524028400101769,0.4808,0.791661710602114,ok,
527,Groundnut,2.1879,0.1275,1.8175898784130944,0.577,0.762004232564542,ok,
528,Groundnut,2.0255,0.0624,2.885334996652487,0.5749,0.739911265088811,ok,
529,Cotton,0.6421,0.0317,3.8567586185462175,0.4467,0.8276301110074892,ok,
530,Groundnut,1.6881,0.021,5.081929354771873,0.3738,0.9108477374876656,ok,both
531,Groundnut,2.9446,0.0432,13.547501757443396,0.3235,0.9224730986029476,ok,
532,Maize,2.3966,0.0643,7.559222555369663,0.3787,0.855800518729884,ok,
533,Cotton,0.7897,0.0142,5.613503496582027,0.7476,0.5003664444968492,ok,
534,Bajra,1.8679,0.0295,7.671543702382992,0.4522,0.8143415041322809,ok,dw_only
535,Cotton,0.5994,0.025,11.21637677137936,0.4479,0.8512362435305841,ok,dw_only
536,Groundnut,3.3525,0.0537,,0.628,0.6623400048834945,ok,dw_only
537,Groundnut,1.973,0.056,,0.4116,0.8714103510887538,ok,
538,Bajra,2.0603,0.0629,,0.4471,0.7170664705981388,ok,dw_only
539,Cotton,0.6559,0.0116,,0.6023,0.712965303165268,ok,dw_only
540,Cotton,0.8259,0.0164,15.541144404997247,0.4458,0.8546559241179207,ok,dw_only
541,Cotton,0.6351,0.0229,13.849079578422485,0.3129,0.9219963465727612,ok,dw_only
542,Cotton,0.7006,0.029,8.748013493825713,0.4003,0.833077214809743,ok,dw_only
543,Cotton,0.6495,0.0209,8.96825638669067,0.5087,0.7566349056713745,ok,dw_only
544,Groundnut,2.828,0.0711,2.6575025853557097,0.3575,0.9274618718822416,ok,
545,Maize,2.2592,0.0751,2.5482005560686205,0.3042,0.9550587013763958,ok,
546,Cotton,0.887,0.0288,2.437005341537617,0.9424,0.1573347446391285,ok,
547,Groundnut,2.525,0.1314,3.311307940329908,0.5824,0.7462836296105221,ok,
548,Groundnut,2.3547,0.0245,2.90512500751794,0.434,0.8735287832786378,ok,
549,Cotton,0.6507,0.0243,6.98777235715837,0.3648,0.909354035752198,ok,
550,Rice,1.5571,0.0406,4.356837607280662,0.4443,0.8712684270908985,ok,
551,Bajra,2.2477,0.0156,8.775804031113703,0.4515,0.8340527266016572,ok,
552,Bajra,1.764,0.0856,5.467746797340501,0.5404,0.7051561240744356,ok,
553,Bajra,2.2028,0.0351,7.326870167705876,0.4264,0.8664350732120296,ok,
554,Bajra,1.9376,0.039,4.614832416527177,0.4015,0.9098387606512264,ok,
555,Groundnut,2.3661,0.0571,2.266289237721133,0.3905,0.7743085312431923,ok,
556,Cotton,0.8218,0.0279,5.215233238600782,0.972,0.0885582383439424,ok,
557,Cotton,0.8602,0.0205,6.382149903261489,0.9553,0.1292332606375114,ok,
558,Bajra,2.0276,0.0271,2.55865997265797,0.3784,0.8663745821700373,ok,
559,Maize,2.6072,0.145,4.557538686919042,0.4922,0.5099106561158004,ok,
560,Bajra,1.9766,0.0438,3.506486279332277,0.3875,0.9120810630793208,ok,
561,Cotton,0.7149,0.0635,4.752852749128939,0.4778,0.5818980518155304,ok,
562,Cotton,0.8222,0.0296,7.9647513153823315,0.6078,0.5161142577279123,ok,
563,Cotton,0.6419,0.0331,7.513867752125574,0.6119,0.6031357679170704,ok,
564,Cotton,0.6237,0.0156,6.06036480305868,0.4034,0.8804939866051489,ok,
565,Cotton,0.6777,0.0135,11.55768343038281,0.5565,0.797356992074477,ok,dw_only
566,Cotton,0.638,0.0119,6.473832600294964,0.301,0.9707485645185058,ok,dw_only
567,Cotton,0.5488,0.0084,5.6220900641021565,0.3348,0.93397711700427,ok,
568,Cotton,0.7249,0.0228,13.20982763221021,0.7638,0.4781674765604602,ok,
569,Groundnut,1.9847,0.0446,3.8407068356064618,0.4061,0.8867855802633232,ok,
570,Cotton,0.8721,0.0256,2.129108052923487,0.9607,0.1161010120386042,ok,dw_only
571,Groundnut,3.2442,0.0178,3.167798403365976,0.3914,0.8996197090615538,ok,
572,Cotton,0.7381,0.0177,3.92152288154279,0.3868,0.9186033331890602,ok,
573,Groundnut,2.8823,0.0848,2.488135523191893,0.4215,0.8590721545891722,ok,
574,Cotton,0.6934,0.0485,3.6253432263357817,0.727,0.5021700341375889,ok,
575,Groundnut,2.5342,0.1162,3.732555163335401,0.2811,0.9664748323680756,ok,
576,Groundnut,2.1326,0.0926,9.919747636329724,0.2644,0.9695565003578512,ok,
577,Cotton,0.6494,0.0097,10.48015164002039,0.8298,0.3664500561132398,ok,
578,Cotton,0.7456,0.0477,4.975209707198655,0.4859,0.719849526441851,ok,
579,Cotton,0.8729,0.0545,3.878818258984616,0.5145,0.588031328499916,ok,
580,Cotton,0.7265,0.0227,8.61317251027846,0.5156,0.804145533657189,ok,
581,Cotton,0.6609,0.0202,5.658938922824654,0.5708,0.7837627913306382,ok,
582,Cotton,0.7034,0.018,4.574816488956119,0.8866,0.2745247908840167,ok,
583,Groundnut,2.247,0.2068,3.3861474771464435,0.6122,0.7132867055418515,ok,
584,Maize,2.5179,0.1039,3.479015326418343,0.4761,0.5998320482680775,ok,
585,Cotton,0.7991,0.0235,5.652159439597429,0.8888,0.2624875133995391,ok,
586,Bajra,2.159,0.0837,10.514605273671684,0.4407,0.8616983499810337,ok,
587,Cotton,0.6468,0.0082,12.029122221762927,0.6884,0.6122248998895483,ok,
588,Bajra,2.1571,0.0864,9.251729744878894,0.3761,0.8579636750075991,ok,
589,Bajra,2.266,0.068,,0.7241,0.4924959912608881,ok,
590,Cotton,0.5924,0.0187,11.133950326428806,0.6094,0.7221520479982476,ok,
591,Cotton,0.5632,0.0171,11.462438587473107,0.3086,0.9251585314551743,ok,
592,Cotton,0.696,0.0131,3.3580676622040984,0.347,0.8309471327360406,ok,
593,Groundnut,3.2366,0.0209,3.2033650957105952,0.4108,0.8572060452260054,ok,
594,Cotton,0.8498,0.0274,2.356384358832568,0.9741,0.083578029275022,ok,
595,Cotton,0.8402,0.0136,3.1641988791003746,0.9431,0.1536136327284681,ok,
596,Groundnut,2.5295,0.0646,4.8416899949368,0.328,0.9492200270630772,ok,
597,Cotton,0.5181,0.0166,10.56849912856399,0.3866,0.9035469907850386,ok,both
598,Cotton,0.6333,0.012,7.787841689485026,0.2537,0.9699183485105892,ok,dw_only
599,Cotton,0.5947,0.0187,4.697137873907913,0.3045,0.9368477213177916,ok,dw_only
600,Cotton,0.5656,0.0097,6.259730316402077,0.5107,0.8028302202706645,ok,both
601,Bajra,1.8253,0.0361,9.39274738282165,0.2655,0.9810743937069236,ok,dw_only
602,Cotton,0.7119,0.0142,14.84513767046551,0.7399,0.5182196944001072,ok,dw_only
603,Cotton,0.5095,0.0117,8.680583913536386,0.2451,0.9701674056534032,ok,both
604,Cotton,0.6068,0.009,6.638181563222986,0.3826,0.9072820695314509,ok,dw_only
605,Cotton,0.5132,0.0141,8.630834759869273,0.7479,0.5243562583449586,ok,both
606,Bajra,1.5875,0.0731,5.2162729693512535,0.4239,0.7923414766574602,ok,dw_only
607,Groundnut,2.0053,0.0692,10.110691237139395,0.5067,0.8265995485136155,ok,both
608,Cotton,0.8316,0.0183,7.877254321017982,0.6301,0.5537588398366075,ok,dw_only
609,Groundnut,2.1671,0.0376,14.266529411230367,0.3927,0.8907169586676991,ok,dw_only
610,Cotton,0.6073,0.0132,14.747844261116397,0.6244,0.6848187065099435,ok,dw_only
611,Maize,2.1619,0.063,,0.3851,0.8918233863880052,ok,dw_only
612,Cotton,0.5393,0.0093,10.564654415062767,0.6697,0.6434024898918606,ok,both
613,Cotton,0.5735,0.0074,5.985424790223423,0.4357,0.8995579039273129,ok,
614,Cotton,0.5924,0.0137,6.118507063674659,0.5884,0.7186405961079622,ok,
615,Cotton,0.8479,0.0204,2.909948679461973,0.9618,0.1122149969043954,ok,
616,Groundnut,2.098,0.0342,1.9023087109311083,0.4432,0.8396828225704348,ok,
617,Cotton,0.6636,0.0172,4.587733088011525,0.3104,0.9074761921082904,ok,
618,Groundnut,2.4968,0.0472,4.021399137981495,0.3154,0.9497705261600397,ok,
619,Cotton,0.6565,0.011,6.5783258097285024,0.4938,0.8465106547709854,ok,
620,Bajra,1.6861,0.0337,5.67484516216984,0.3773,0.8957205895946339,ok,
621,Cotton,0.6926,0.0163,5.805009432658215,0.5108,0.7987780135591809,ok,
622,Groundnut,2.6495,0.0723,4.537720033710225,0.3393,0.9400683945135648,ok,
623,Bajra,2.0236,0.0165,4.391239827203022,0.3159,0.9317525371907088,ok,
624,Groundnut,2.5819,0.0514,2.3343359978697165,0.4365,0.8770781849511147,ok,
625,Cotton,0.6909,0.0125,8.506929496815701,0.6756,0.6395627045365615,ok,dw_only
626,Cotton,0.6691,0.0143,7.582846040851507,0.5053,0.808668256230208,ok,dw_only
627,Groundnut,1.9717,0.0223,4.235831165530099,0.3025,0.9447203140531322,ok,
628,Cotton,0.6798,0.0118,8.613716103683815,0.344,0.8992723111711656,ok,
629,Maize,2.219,0.0469,4.5712901056982185,0.3515,0.921317642506198,ok,
630,Cotton,0.6577,0.0153,7.663372422177088,0.2791,0.950085217456743,ok,
631,Cotton,0.6225,0.0092,3.6179909954869416,0.3873,0.9028869218670924,ok,
632,Bajra,2.0502,0.0171,4.92811794641485,0.3405,0.9325890803823444,ok,
633,Bajra,1.8272,0.0329,4.227162205040985,0.392,0.8291204604448722,ok,dw_only
634,Bajra,1.7338,0.0353,5.970449816506392,0.3585,0.80751012989102,ok,dw_only
635,Bajra,2.547,0.0142,,0.4791,0.8301008347204609,ok,
636,Cotton,0.6107,0.0316,20.04981946628772,0.3605,0.8843904821211453,ok,dw_only
637,Bajra,1.788,0.0598,12.426973582190968,0.4539,0.7950266058452089,ok,dw_only
638,Bajra,1.6201,0.0794,6.925449479599149,0.4608,0.7938505965698275,ok,
639,Groundnut,1.8142,0.0469,7.918163665665288,0.4203,0.9015283143705975,ok,both
640,Bajra,1.5397,0.0463,6.763768059290158,0.2814,0.9664869505218854,ok,both
641,Groundnut,2.6275,0.038,5.715008839290945,0.3059,0.963994198304043,ok,dw_only
642,Groundnut,2.8937,0.1381,,0.4241,0.7723478628379514,ok,
643,Rice,1.5747,0.0129,6.745589574382921,0.371,0.9417331435835908,ok,
644,Bajra,1.7952,0.0277,7.413469758900382,0.265,0.9774971761408648,ok,dw_only
645,Cotton,0.8406,0.0106,3.252224824840476,0.9187,0.2079782974903125,ok,
646,Bajra,1.712,0.0377,7.254846588511134,0.28,0.9592238709105876,ok,
